answer,question
"[""12""]",which is big lok sabha or rajya sabha
"[""Anderson Silva""]",when was the last time russia went to the world cup
"[""eastward, in prograde motion""]",where are the winter olympics being held in february
"[""December 15, 2017""]",which country won the maximum number of gold medals at the london olympics 2012
"[""Mary Kate Schellhardt""]",when is season 5 episode 11 of steven universe coming out
"[""1988""]",what shakespeare play is sons of anarchy based on
"[""Jose Garces""]",who is bone thugs n harmony signed to
"[""Pom Klementieff""]",who got shot in the eye in the godfather
"[""to perceive linear acceleration""]",who is the main character in the book theif
"[""2024""]",who drove the number 16 car in nascar
"[""42""]",where was the last winter olympics held in the united states
"[""Richard Dawson""]",how many died in the las vegas shooting
"[""oxidative phosphorylation""]",who wrote the gold coast suns theme song
"[""December 15, 2017""]",who are all the presidents on mount rushmore
"[""12""]",where is gobi desert located on a map
"[""March 27, 2018""]",who holds the track record for belmont stakes
"[""1998""]",where did the invasion of italy take place
"[""Miguel Cabrera""]",who is credited with developing the process of vulcanization
"[""December 2003""]",who is hannah married to in the bible
"[""March 27, 2018""]",who won the 2018 all star basketball game
"[""Mary Kate Schellhardt""]",when does orange is the new black start filming
"[""centroid""]",whos the girl in the basement in don't breathe
"[""7""]",when was the last year georgia beat florida
"[""volume of the container decreases""]",who played marian the librarian in the music man
"[""St. Louis Cardinals"",""San Francisco Giants""]",predators of herbivores belong to which trophic level
"[""July 16, 2017""]",who was the first national chairman of the proscribed social democratic party
"[""volume of the container decreases""]",the cat in the hat boy and girl
"[""1942""]",who played mother firefly in house of 1000 corpses
"[""January 11, 1970""]",when did liverpool last win a major trophy
"[""Thurl Ravenscroft""]",which of jupiter's moons is the largest
"[""Eli Marienthal""]",who plays dory's dad in finding dory
"[""179""]",when was the chinese exclusion act made permanent
"[""2017""]",who plays the voice of johnny in the movie sing
"[""Niagara River""]",who played the lead role in to kill a mockingbird
"[""Carole King""]",who sang over the rainbow in you've got mail
"[""42""]",when was the first mlb the show game released
"[""2018""]",who has won the boat race more times
"[""9""]",who win the dil hai hindustani 2 final
"[""1792""]",what state will see the total solar eclipse first
"[""2017""]",when did trinidad and tobago gain its independence
"[""2018""]",where did the bubonic plague start in europe
"[""Prince Phillip""]",who sang rock and roll is here to stay
"[""centroid""]",the truth about the harry quebert affair tv show release date
"[""West Indies""]",when is father's day celebrated in uk
"[""1939""]",who played marilla on anne of green gables
"[""Shirley Mae Jones""]",where did the first settlers of astoria move there from
"[""7""]",when did new zealand became its own country
"[""the Ivrea Codex"",""the Apt Codex""]",when were credit cards introduced in the us
"[""2–4 years""]",what was the point of the anaconda plan
"[""volume of the container decreases""]",who is the owner of walt disney company
"[""A concerto""]",who played primrose everdeen in the hunger games
"[""PewDiePie""]",how many g's do astronauts experience during takeoff
"[""Gal Gadot""]",where was the movie boy filmed in new zealand
"[""six""]",who invaded kuwait for allegedly drilling iraq oil
"[""1982""]",when does arrow season 6 ep 10 come out
"[""ground state""]",who wrote the music for land of hope and glory
"[""July 16, 2017""]",who rescued the flag at the battle of sullivan's island
"[""2017""]",from the land of the moon movie cast
"[""Sachin Tendulkar""]",who was blackie's girlfriend on general hospital
"[""centroid""]",who has the fastest nfl combine 40 time
"[""122""]",when do season 8 of shameless come out
"[""a compulsory governmental insurance system""]",where is the cannon bone located on a horse
"[""Over 2,500""]",what is the first of the seven deadly sins
"[""produces a lubricating mucus""]",who used to play in the alamo dome
"[""Josh Groban""]",who plays emma frost in x-men first class
"[""Matthew Prokop""]",who opened the chamber of secrets in harry potter
"[""Zone Improvement Plan""]",present minister of environment and forest of india
"[""March 9, 2018""]",who won men's figure skating in olympics 2018
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when do the yankees wear their pinstripe uniforms
"[""the axon terminal""]",when did 3 point shot start in college basketball
"[""Ryan ten Doeschate""]",when does derek and meredith get back together season 4
"[""Ryan Guzman""]",who won the us open mens final 2018
"[""12""]",who wrote light my fire by the doors
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",where did 6 degrees of separation come from
"[""E. M. Forster""]",who plays whiskey in the kingsman golden circle
"[""Venus""]",when was under god added to pledge of allegience
"[""Gabrielle Haugh""]",which european countries originally had settlements in virginia
"[""7""]",who leads the national league in home runs this year
"[""1962""]",when did construction start on the great wall of china
"[""Marvin Gaye""]",how many episodes in rupauls drag race season 1
"[""Spanish""]",who wrote the song i'm not your stepping stone
"[""May 5, 1992""]",when did the cult of chucky come out on netflix
"[""New York Yankees""]",what are the five steps of the grieving process
"[""Lionel Messi""]",who does elena really love in vampire diaries
"[""Lacey Turner""]",who are the serial killers in ahs hotel
"[""six""]",5.the no secrets document was produced by the department of health in what year
"[""1988""]",how many seasons are in it's always sunny in philadelphia
"[""Lake Baikal""]",who wrote ain't no sunshine when you're gone
"[""George Hudson""]",who plays tammy 1 in parks and recreation
"[""Shirley Mae Jones""]",the brandenburg gate in berlin marks what type of boundary
"[""January 11, 1970""]",when was the last time utah jazz were in the playoffs
"[""1,089 sq ft""]",when did the baptist church start in america
"[""redox reactions""]",the northern expedition was a guomindang movement against whom in china
"[""January–July 1975""]",where is most of earths fresh water located
"[""1981""]",who wrote the music for a goofy movie
"[""John von Neumann""]",who designed the veterans memorial in washington dc
"[""Saddam Hussein""]",who plays agent may on agents of shield
"[""Season 4, Episode 8""]",who is the little girl dancing in sia videos
"[""March 25, 2011""]",who is running for governor in the state of oregon
"[""2015""]",what happened to the little boy from bronx tale
"[""Constantine""]",where does the last name peinado come from
"[""copper""]",where did alex karev go to medical school
"[""Citytv""]",who has designed the symbol of indian currency
"[""1998""]",how many episodes are in pretty little liars season 1
"[""1,089 sq ft""]",who was the first english mathematician who used the modern symbol of equality in 1557
"[""Clemson\n1""]",who provided the voice for the geico gecko in its debut
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",where did the us get the statue of liberty
"[""Atlanta–Fulton County Stadium""]",who said stand on the shoulders of giants
"[""those that have died""]",who led the colonists at lexington and concord
"[""copper""]",who did tina majorino play in grey's anatomy
"[""Pom Klementieff""]",what is the genre of series of unfortunate events
"[""17""]",where will the final of the champions league be played
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",what kind of gas does a dodge caliber take
"[""35""]",trojan elder and husband of theano in greek myth
"[""China""]",first european known to have crossed the mississippi river (2 wds.)
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when was shine on you crazy diamond written
"[""12""]",who plays frank castle in the punisher tv series
"[""four""]",when was the first car navigation system invented
"[""May 5, 1992""]",who plays andrea's sister in the walking dead
"[""1967""]",what type of government structure does the us have
"[""Dylan""]",how many episodes of she gotta have it
"[""Queen's Park""]",who was the president of the united states in 1970
"[""a wild Pikachu""]",who is koba in dawn of the planet of the apes
"[""1974""]",who wrote the song last night i had the strangest dream
"[""Mary Kate Schellhardt""]",where did the last name alexander come from
"[""Eli Marienthal""]",who plays the last post at the menin gate
"[""Citytv""]",who said those who cannot remember the past are condemned to repeat it
"[""Bella Dayne""]",what two japanese cities were bombed in ww2
"[""2000""]",what does the t in tanakh stand for
"[""Evaluation and management""]",who is the voice of cleveland brown on the cleveland show
"[""Zaira Wasim""]",who wrote the song never can say goodbye
"[""originally from the Greek""]",who won americas next top model cycle 21
"[""2018""]",when does new episode of dragon ball super come out
"[""Alex Rodriguez""]",how many gb ram does iphone 6s have
"[""13""]",who played deborah's father on everybody loves raymond
"[""Matthew Prokop""]",i sleep better in the morning than at night
"[""4""]",what is the direction of the rotation of the earth
"[""PewDiePie""]",who sang the lights went out in georgia originally
"[""Zaira Wasim""]",where is the biggest guinness brewery in the world
"[""October 10, 2017""]",how long does it take to film a season of planet earth
"[""1981""]",what is the 9th book of the series of unfortunate events
"[""those that have died""]",when was the first watch made and by whom
"[""Lionel Messi""]",when did tales from the hood come out
"[""18""]",who is the director for the price is right
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when does becky first appear on full house
"[""North Korea""]",who won the game between japan and georgia
"[""Niagara River""]",where is area code 204 located in usa
"[""122""]",who plays judith in last tango in halifax
"[""a compulsory governmental insurance system""]",when is meteor garden 2018 ep 7 coming out
"[""2–4 years""]",who has the most finals mvps in the nba
"[""1984""]",who sang don't let the sun go down
"[""Guaranteed Rate Field""]",what is the theme song for the tv show s.w.a.t
"[""1962""]",who made delhi the capital of his kingdom for the first time
"[""122""]",one of the four components of the core self-evaluation is
"[""Jimmy Cliff""]",when did the 100 season 3 come out
"[""Josh Groban""]",when did the us start trade with china
"[""1998""]",who holds journalists responsible for the code of ethics
"[""10 one-hour episodes""]",where was stephen king's it 2017 filmed
"[""Ryan Guzman""]",who voices dale on king of the hill
"[""April 1, 1999""]",where does the optic nerve go in the brain
"[""35""]",when was winnie the pooh sold to disney
"[""Miguel Cabrera""]",what was the famous window called in the notre dame cathedral in paris france
"[""Thurl Ravenscroft""]",when was the system of checks and balances created
"[""1981""]",how strong was hurricane harvey when it hit texas
"[""Machilipatnam""]",when did we start saying the pledge of allegiance in schools
"[""A concerto""]",who has got the most followers in instagram
"[""Lacey Turner""]",who is the mom in last man standing
"[""January 11, 1970""]",who invaded the island of iwo jima japan
"[""Thurl Ravenscroft""]",what is the accent over the i in spanish called
"[""John von Neumann""]",when did all eyez on me come out album
"[""South Side, Chicago""]",who plays ryan in the movie game night
"[""the axon terminal""]",what channel is the new yellowstone series going to be on
"[""Jesse Donald Knotts""]",who sang i just haven't met you yet
"[""Shirley Mae Jones""]",where did the last name castillo come from
"[""10 one-hour episodes""]",when did atlantis the lost empire come out
"[""volume of the container decreases""]",who have most followers on twitter in world
"[""12""]",who won the 2017 wimbledon women's championship
"[""George Casper Homans""]",how many premier league trophies have man city won
"[""Venus""]",who suggested the name dominion of canada in 1864
"[""December 2003""]",when was the us national park system established
"[""Bella Dayne""]",when did zidane join real madrid as a coach
"[""March 9, 2018""]",who is given credit for writing the rules of behavior for the monks living in the monasteries
"[""Dev"",""Devin Star Tailes""]",when was the last time the giants went to the super bowl
"[""2018""]",how many gb ram does iphone 6s have
"[""West Bengal""]",when did the us get the louisiana purchase
"[""2017""]",who created the first national park in america
"[""18""]",when does the new mamma mia 2 come out
"[""October 10, 2017""]",what is the most rare blood type in south africa
"[""Shirley Mae Jones""]",how many seasons of sex and the coty are there
"[""Clemson\n1""]",what are the inscriptions on the lincoln memorial
"[""New York Yankees""]",when is a place to call home season 6 starting
"[""1980""]",what unit would you use to measure the weight of a apple
"[""179""]",who plays jason on friday the 13th 2009
"[""Machilipatnam""]",when is the eclipse supposed to happen this year
"[""John von Neumann""]",first year for fuel injection on harley davidson
"[""122""]",who does lois griffin's voice on family guy
"[""March 9, 2018""]",who plays king fergus in once upon a time
"[""2018""]",who plays davey jones in pirates of the carribean
"[""John O'Banion""]",where was the adventures of huckleberry finn published
"[""Abigail Rokison-Woodall""]",what house rhythm section created the memphis soul sound for stax records
"[""the axon terminal""]",who sings searching for a heart of gold
"[""Anderson Silva""]",where is the reticular formation located in the brain
"[""Marley""]",where is honey i shrunk the audience in disney world
"[""Amanda Shiflett""]",one side effect of price ceilings is that they produce
"[""January 11, 1970""]",when was the last time tiger woods won a major golf championship
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",how many seats are in parliament of ghana
"[""122""]",the walking dead mika and lizzie real names
"[""Saddam Hussein""]",who played leatherface in the new texas chainsaw massacre
"[""3 to 8 days""]",who was the actress in breakfast at tiffany's
"[""12""]",excessive amount of sugar in the blood is called
"[""2009""]",once upon a time song from what musical
"[""1962""]",what is the name of the large city in southeastern nevada
"[""1982""]",who plays smidge in trolls the beat goes on
"[""2018""]",what functional group in glucose has reducing properties
"[""Greek""]",who is the head of defence in india
"[""Calcium ions""]",where does the group boney m come from
"[""New York Yankees""]",where does the salt of the sea come from
"[""December 2003""]",who is left of the original walking dead cast
"[""Greek""]",who is the author of the man booker prize winning book life of pi
"[""March 25, 2011""]",who has the most nba rings still playing
"[""Marvin Gaye""]",who wrote the song the sounds of silence
"[""Clemson\n1""]",who won the oscar for best actor in 2014
"[""December 15, 2017""]",where are the gifts of the spirit found in the bible
"[""Niagara River""]",who played anakin skywalker in star wars the phantom menace
"[""March 9, 2018""]",who sings the song on star trek enterprise
"[""1974""]",who won the 2017 world's strongest man competition
"[""Barbicide""]",when did the united states declare war on great britain
"[""China""]",who plays merlin in transformers the last night
"[""Australia""]",who plays olivia benson on law and order
"[""Elstree Studios""]",how many episodes of jane the virgin is there
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",during which part of the water cycle does water move from earth’s surface to the atmosphere
"[""Atlanta–Fulton County Stadium""]",when was fast times at ridgemont high made
"[""PewDiePie""]",when is the last time the browns went to the playoffs
"[""2010""]",who was the fist speaker of the lok sabha
"[""Zaira Wasim""]",how many times india won womens cricket world cup
"[""a maroon Bristol 405""]",when was the last time a goalie scored in the nhl
"[""March 27, 2018""]",what are the chances of flipping heads 5 times in a row
"[""redox reactions""]",who played calibos in the original clash of the titans
"[""1998""]",who is the presiding officer of the senate when the vice president is not there
"[""35""]",who sings the original some kind of wonderful
"[""1974""]",who are the founders of alpha kappa alpha
"[""18""]",in the acronym soap the s stands for
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did china's one child policy end
"[""12""]",when did slender man the movie come out
"[""originally from the Greek""]",when was the last episode of full house aired
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who sings i'm going to hire a wino
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who is in the band 4 non blondes
"[""13""]",who played marjorie's nephew nick on mom
"[""4""]",when did season one of series of unfortunate events come out
"[""10 one-hour episodes""]",during which phase of sdlc are the test cases developed
"[""1967""]",how many episodes of she gotta have it
"[""2009""]",top goal scorer in football world cup history
"[""13""]",where does the last name ewing come from
"[""produces a lubricating mucus""]",what materials were used in ancient greek architecture
"[""1943""]",titan is the natural satellite of which planet
"[""2000""]",who won the men's singles at the australian open
"[""March 9, 2018""]",who plays tupac mom in all eyez on me
"[""1981""]",when did the norfolk broads become a national park
"[""March 9, 2018""]",where is charleston sc located on a map
"[""9""]",who played josie in the movie wyatt earp
"[""Parafollicular cells""]",who sang the new scooby doo theme song
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",where is the main famine effected continent in the world
"[""Lacey Turner""]",who wrote did i shave my legs for this
"[""Sarabi""]",where does chuck bass live in gossip girl
"[""centroid""]",when is the next volume of attack on titan coming out
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",what are the dots on a domino called
"[""December 15, 2017""]",where does spring water found in mountains come from
"[""US$500""]",who wrote the song i put a spell on you
"[""10 one-hour episodes""]",who sings just to be close to you
"[""1967""]",who is the main character in the book theif
"[""December 15, 2017""]",how many episodes in game of thrones season 7 will there be
"[""Queen's Park""]",when was the last time houston astros were in the world series
"[""Queen's Park""]",when was the salary cap introduced to the nba
"[""2017""]",who plays blue fairy in once upon a time
"[""Miguel Cabrera""]",who did manchester united beat in the 1999 european cup final
"[""2015""]",what is the current population of miami florida
"[""2024""]",who sings mama rock me like a wagon wheel
"[""Evaluation and management""]",which is the largest river island in india
"[""Guaranteed Rate Field""]",who has won the most mvp awards in the nba
"[""December 15, 2017""]",who is in the band 4 non blondes
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who has the most number one songs ever
"[""Gabrielle Haugh""]",when does fear the walking dead season 4 come out
"[""ice caps""]",the voice of bob on puppy dog pals
"[""2015""]",in 2001 the city of liverpool named its airport after which person
"[""10 one-hour episodes""]",when did tampa bay win the last stanley cup
"[""a maroon Bristol 405""]",who did jessica jones kill in season 1
"[""March 9, 2018""]",who sings the opening of thursday night football
"[""John O'Banion""]",when did the us buy the louisiana territory
"[""12""]",when was the office of personnel management established
"[""1792""]",when do dragon ball super episode 107 come on
"[""Josh Groban""]",when does the second part of the walking dead season 8 start
"[""video editing""]",a group of objects orbiting between mars and jupiter
"[""Carole King""]",who won i am a celebrity 2018 australia
"[""December 15, 2017""]",who led an expedition to explore the louisiana territory
"[""four""]",who sings the theme song for bojack horseman
"[""Tuticorin (Thoothukudi)""]",what happened to the third guy in nirvana
"[""a wild Pikachu""]",where did spain colonize in the new world
"[""West Bengal""]",what's the flying dog's name in the neverending story
"[""John O'Banion""]",who had the idea of the eiffel tower
"[""six""]",who played raoul in the phantom of the opera
"[""Sachin Tendulkar""]",where was the airport scene in dumb and dumber filmed
"[""7""]",who plays in the first nfl football game
"[""1982""]",where was total eclipse of the heart filmed
"[""Ryan ten Doeschate""]",who sings the song shut up your face
"[""Saleisha Stowers""]",who wrote the song saturday in the park
"[""179""]",who played frankie on days of our lives
"[""West Bengal""]",when does episode 5 come out for batman the enemy within
"[""West Bengal""]",who played the ladybug in a bug's life
"[""9""]",when is the last time scotland were in the world cup
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did the us mint stop making 500 dollar bills
"[""Barbicide""]",who laid the foundation of space science in india
"[""New Netherland""]",where does protein breakdown begin in the human body
"[""Season 4, Episode 8""]",where is maya's sister on bold and beautiful
"[""July 16, 2017""]",the key element that differentiates a terry stop from an arrest is
"[""Calcium ions""]",where does the heart's electrical stimulus originate from
"[""Thurl Ravenscroft""]",when was smoking first known to be harmful
"[""Lionel Messi""]",who is the killer in i still know what you did last summer
"[""Lacey Turner""]",who is known as the human computer of india
"[""2018""]",who is credited with saying markets can stay irrational longer than you can stay solvent
"[""six""]",who plays dr smith lost in space 2018
"[""Machilipatnam""]",why the koeberg power plant was built in the western cape
"[""Parafollicular cells""]",who has the most pga tour wins in a season
"[""1943""]",who played lord voldemort in harry potter series
"[""2018""]",who controlled vietnam during the late 1800s to 1954
"[""Marley""]",when does handmaid's tale season 2 episode 10 come out
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when does destiny 2 expansion 2 come out
"[""in 2018""]",age to run for us house of representatives
"[""Jimmy Cliff""]",the walking dead mika and lizzie real names
"[""Eli Marienthal""]",persuasive authority which judges may use in cases of first impression
"[""2000""]",what was added to the constitution that listed right not already in the constitution
"[""Spanish""]",what are the snowboard events at the olympics
"[""Lionel Messi""]",who plays edmond dantes in the count of monte cristo
"[""Saleisha Stowers""]",where does spanish rank in terms of the number of native speakers
"[""18 August 2011""]",what is the symbol on superman's chest
"[""China""]",who sings be prepared in the lion king
"[""Eagles""]",how many lord if the rings movies are there
"[""2017""]",who led the turkish counterattack at chunuk bair
"[""Thurl Ravenscroft""]",when did women's ncaa basketball change to quarters
"[""1982""]",when did verizon center become capital one arena
"[""originally from the Greek""]",who sent the first english settlers to jamestown
"[""Parafollicular cells""]",where is hyaline cartilage found in the body
"[""Molt Taylor""]",who was she's always a woman to me written about
"[""Prince Phillip""]",what was the largest single public works project in the history of america
"[""eastward, in prograde motion""]",what type of spanish do they speak in puerto rico
"[""Welton Academy""]",who hired leonardo da vinci to paint the last supper
"[""179""]",who wrote the song 25 or 6 to 4
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who has won the most nfl championships ever
"[""1998""]",where does most sugar come from in the us
"[""Guaranteed Rate Field""]",who narrates the new beauty and the beast
"[""Spectre""]",where did the first civilization in africa start
"[""Eagles""]",list of hum tv dramas based on novels
"[""State governments""]",what is the name of the 2017 doctor who christmas special
"[""2012""]",where did the first kentucky fried chicken restaurant open
"[""PewDiePie""]",when does hold the dark come out on netflix
"[""San Antonio""]",where will the next summer olympics be held 2020
"[""Marley""]",when did the galaxy note 7 come out
"[""in 2018""]",when is the new shrek movie coming out
"[""Phillip Alford""]",who plays beavis and butthead on step by step
"[""Islamic prophet Muhammad""]",who sings the original king of the road
"[""12""]",who sang you can get it if you really want
"[""July 16, 2017""]",fight or flight controlled by which part of the brain
"[""redox reactions""]",female roles in joseph and the technicolor dreamcoat
"[""12""]",most goals in a season in english football
"[""China""]",who owns the clift hotel in san francisco
"[""Gal Gadot""]",who wrote the music for the world at war
"[""video editing""]",who wrote the song till there was you
"[""Lionel Messi""]",what is the product name for os x version 10.11
"[""1967""]",when did caesar's palace open in las vegas
"[""August 27, 2017""]",who hosted the 38th season premiere of saturday night live
"[""1980""]",when does morgan come back to the walking dead
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who sings i don't want to lose your love tonight
"[""four""]",who is jake's mom in the dark tower
"[""Venus""]",who is the first lady pilot in india
"[""Spanish""]",where does the mississippi river begin in which state
"[""Anderson Silva""]",what is the name of camilas current album
"[""Ireland""]",where does america's got talent take place in 2017
"[""May 5, 1992""]",who is the actress that plays amy on big bang theory
"[""Mexico"",""Soviet Union""]",where was rambo first blood part 2 filmed
"[""eastward, in prograde motion""]",this type of memory contains concepts meaning of words and facts
"[""Josh Groban""]",who was china fighting in world war 2
"[""Carole King""]",when did the movie jack frost come out
"[""Marvin Gaye""]",how far is the horsehead nebula from earth
"[""eastward, in prograde motion""]",how long do you have to be in the korean army
"[""Queen's Park""]",who won australia's got talent 2011 winner
"[""Queen's Park""]",who composed the score to the 1935 version of bride of frankenstein
"[""1890""]",when do luke and lorelai get back together season 5
"[""Charles Young""]",who played maid marian in robin hood prince of thieves
"[""Sarabi""]",when did the last star wars come out
"[""Calcium ions""]",who is our current president of the senate
"[""Spectre""]",hills in the north west of central highlands
"[""Amanda Shiflett""]",what is a type of mechanical wave motion in an elastic medium
"[""2017""]",when does rachel find out mike didn't go to harvard
"[""2010""]",when did the canary islands become spanish territory
"[""1998""]",what is the most used word in written english
"[""E. M. Forster""]",who played michael jordan in the michael jordan movie
"[""San Antonio""]",who sings the song this is how we do it
"[""1,089 sq ft""]",who wrote the hymn come thou fount of every blessing
"[""April 28, 2017""]",when did the united states became a sovereign nation
"[""Spanish""]",when does the heart develop in an embryo
"[""Miguel Cabrera""]",supreme court case which established the clear-and-present danger test for restricting expression
"[""Pom Klementieff""]",who has won the nobel peace prize twice
"[""in 2018""]",what's the number 1 restaurant in the world
"[""Tuticorin (Thoothukudi)""]",how many laps are in the indy 500
"[""Anderson Silva""]",how many games is in the nba playoffs
"[""Mexico"",""Soviet Union""]",majnu ka tilla new delhi nearest metro station
"[""1974""]",who said monsoon is india’s real finance minister
"[""4""]",who plays penny blake on grey's anatomy
"[""Venus""]",what body of water does niagara falls flow into
"[""in 2018""]",when was the term surfing the internet coined
"[""E. M. Forster""]",when does svu season 19 episode 9 air
"[""Sachin Tendulkar""]",who does the voices for sofia the first
"[""the Ivrea Codex"",""the Apt Codex""]",when does year of the snitch come out
"[""2018""]",when are the fa cup semi finals played
"[""Elstree Studios""]",when is chapter 5 of agent a coming out
"[""six""]",who does sansa marry on game of thrones
"[""Clayton Moore""]",who's singing hallelujah on hand in hand
"[""unknown""]",where did the first civilization in africa start
"[""2017""]",who walked across the water in the bible
"[""1792""]",where does blood flow after it leaves the right ventricle
"[""China""]",when did democratic rule come to an end in myanmar
"[""1981""]",when is black lightning ep 6 coming out
"[""March 25, 2011""]",when did wesley leave last of the summer wine
"[""1950""]",who played drums on peg by steely dan
"[""1981""]",who started the slogan of right to work in france
"[""ground state""]",how many troops did australia send to korea
"[""eastward, in prograde motion""]",what are the inscriptions on the lincoln memorial
"[""7""]",where can i take the bar exam without going to law school
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who is known as the father of the indian constitution
"[""the axon terminal""]",when was sgt pepper released in the uk
"[""George Hudson""]",how many 4-year colleges and universities in the u.s
"[""Anderson Silva""]",when does the story the cask of amontillado take place
"[""1962""]",where was the movie after the sunset filmed
"[""Evaluation and management""]",when was the national institute of mental health founded
"[""Tuticorin (Thoothukudi)""]",who plays taylor on young and the restless
"[""1942""]",when were fingerprints first used to solve a crime
"[""in 2018""]",who scored the most points in basketball history
"[""Gal Gadot""]",who wrote make you feel my love sung by adele
"[""1962""]",what is the smallest country in the europe
"[""July 16, 2017""]",when did jack in the box buy qdoba
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",which apostle had a thorn in his side
"[""1,089 sq ft""]",what is the zip code for san luis potosi mexico
"[""six""]",when did the golden knights join the nhl
"[""China""]",who was the president that served 3 terms
"[""1981""]",when do kurt and blaine get back together in season 4
"[""Venus""]",what are the major types of computer software used in business
"[""March 9, 2018""]",when is season 2 of haters back off coming out
"[""Shirley Mae Jones""]",who is the bomber in the westing game book
"[""James Arthur""]",when does the next season of travelers come out
"[""2012""]",where was the original parent trap camp filmed
"[""Parafollicular cells""]",where does hill country fare chicken come from
"[""42""]",who has the authority to impeach the president
"[""2000""]",who laid the foundation of british rule in india
"[""Billie Jean King""]",what is the shape of each face of a tetrahedron
"[""December 15, 2017""]",who played the lady in choo choo soul
"[""West Bengal""]",who plays the squirrel in over the hedge
"[""July 16, 2017""]",organization that is owned and operated by its members
"[""9""]",what is the proper term used for the signature given by celebrities to their fans
"[""1942""]",who reports to the presidents chief of staff
"[""2009""]",who sang schoolhouse rock i'm just a bill
"[""Barbicide""]",how many episodes in the last season of house of cards
"[""Tuticorin (Thoothukudi)""]",who sings the theme song for casino royale
"[""six""]",when is love yourself tear coming out time
"[""42""]",1 kw is equal to how many kwh
"[""six""]",who has kate in white collar season 1
"[""to perceive linear acceleration""]",when can a player enter the nfl draft
"[""71%""]",who is the present chairman of law commission of india
"[""copper""]",who was the original drummer for tom petty and the heartbreakers
"[""1980""]",when did the ottoman empire take over turkey
"[""March 27, 2018""]",who won the 2018 women's wimbledon final
"[""Josh Groban""]",who wrote the score for avengers infinity war
"[""1982""]",what do the green lights on xbox 360 mean
"[""2010""]",highest clean sheet in epl in a season
"[""1962""]",who wrote rick and morty season 3 episode 3
"[""Venus""]",who came up with the vaccine for smallpox
"[""March 9, 2018""]",who has been appointed the new chairman of cauvery water dispute tribunal
"[""3 to 8 days""]",who has won the 2016 sahitya akademi bal puraskar award
"[""April 1, 1999""]",when is season 5 of steven universe coming out
"[""1998""]",who sings leaving on a jet plane lyrics
"[""2–4 years""]",when is the last time a total eclipse happened in the us
"[""A mood swing""]",who played buford t justice in smokey and the bandit
"[""2–4 years""]",who is the author of the man booker prize winning book life of pi
"[""Niagara River""]",the business of insurance is classified as what
"[""PewDiePie""]",who played mickey pearce in only fools and horses
"[""1974""]",where did the worst nuclear disaster in history occur
"[""Spanish""]",when does season 3 episode 12 of lucifer come out
"[""Tuticorin (Thoothukudi)""]",what breed is the lady and the tramp dog
"[""in 2018""]",the first movie of planet of the apes
"[""Saddam Hussein""]",who does jessica marry in the merchant of venice
"[""Anil Kumar Jha""]",who played marilla on anne of green gables
"[""18 August 2011""]",what port is utilized by secure imap (imaps)
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",how many membranes do gram negative bacteria have
"[""April 1, 1999""]",the industrialization of the ussr took pace in what decade
"[""Miguel Cabrera""]",the video with the most dislikes on youtube
"[""March 15, 2013""]",what is the purpose of a lesson plan
"[""Meredith Willson""]",when is season 3 of some assembly required coming to netflix
"[""Lebanese""]",who plays jt hellstrom on young and restless
"[""2015""]",where does the phosphorus found in living things originate
"[""1967""]",number of passengers on independence of the seas
"[""12""]",describe the two phases of civil war in china
"[""August 27, 2017""]",when did the broncos last win the superbowl
