RespondentID,"Consider the following hypothetical situations: <br>In Lottery A, you have a 50% chance of success, with a payout of $100. <br>In Lottery B, you have a 90% chance of success, with a payout of $20. <br><br>Assuming you have $10 to bet, would you play Lottery A or Lottery B?",Do you ever smoke cigarettes?,Do you ever drink alcohol?,Do you ever gamble?,Have you ever been skydiving?,Do you ever drive above the speed limit?,Have you ever cheated on your significant other?,Do you eat steak?,How do you like your steak prepared?,Gender,Age,Household Income,Education,Location (Census Region)
3234782058,Lottery B,No,No,Yes,No,Yes,No,,Rare	Yes,Female,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3234781891,Lottery B,No,Yes,No,No,Yes,No,,Response	Response,Male,> 60,"$150,000+",Bachelor degree,Middle Atlantic
3234781653,Lottery A,No,No,Yes,Yes,Yes,No,,Medium rare	Yes,Female,45-60,"$100,000 - $149,999",High school degree,
3234781652,Lottery A,No,Yes,No,No,Yes,No,,Well	Yes,Female,,"$0 - $24,999",Some college or Associate degree,Pacific
3234781469,Lottery B,,Yes,No,No,Yes,No,,Medium Well	Yes,,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3234781220,Lottery A,No,Yes,Yes,No,Yes,No,,Well	Yes,Female,> 60,"$150,000+",Bachelor degree,Pacific
3234780899,Lottery A,No,No,No,No,Yes,No,,Rare	Yes,Female,30-44,"$25,000 - $49,999",Graduate degree,Pacific
3234780777,Lottery A,No,Yes,No,No,Yes,No,,,Male,45-60,"$50,000 - $99,999",High school degree,Pacific
3234780384,Lottery B,Yes,Yes,No,Yes,Yes,No,,Medium Well	Yes,Male,45-60,,Graduate degree,Mountain
3234780262,Lottery B,No,Yes,No,No,Yes,No,,Medium Well	Yes,Female,30-44,"$50,000 - $99,999",High school degree,Pacific
3234780217,Lottery A,No,Yes,No,No,Yes,,,Well	Yes,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234780161,Lottery B,No,Yes,Yes,No,Yes,No,,Response	Response,Male,18-29,"$0 - $24,999",Some college or Associate degree,East South Central
3234779943,Lottery B,No,Yes,Yes,No,No,No,,,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3234779583,Lottery A,No,Yes,Yes,No,Yes,No,,,,45-60,"$0 - $24,999",Graduate degree,West South Central
3234779275,Lottery B,Yes,,No,No,Yes,No,,Medium Well	Yes,Male,18-29,,Bachelor degree,South Atlantic
3234779259,Lottery A,No,Yes,No,No,Yes,No,,Medium	Yes,Male,30-44,,Bachelor degree,Mountain
3234779200,Lottery B,No,Yes,No,No,Yes,No,,Medium Well	Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3234779003,Lottery A,No,Yes,No,No,Yes,No,,,Female,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3234778796,Lottery A,No,Yes,,No,Yes,Yes,,Well	Yes,,18-29,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3234778643,Lottery A,No,No,No,No,Yes,No,,Rare	Yes,Male,30-44,,Less than high school degree,Pacific
3234778588,Lottery A,Yes,No,No,No,No,,,Rare	Yes,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Mountain
3234778295,Lottery A,Yes,Yes,No,No,Yes,No,,Medium Well	Yes,Male,30-44,"$50,000 - $99,999",High school degree,West North Central
3234778153,Lottery B,No,No,Yes,No,Yes,No,,Medium	Yes,Male,> 60,"$0 - $24,999",Graduate degree,
3234777769,Lottery A,No,No,No,No,Yes,No,,Medium Well	Yes,Male,18-29,"$50,000 - $99,999",Graduate degree,New England
3234777516,Lottery A,Yes,Yes,Yes,No,Yes,No,,,,30-44,"$25,000 - $49,999",Some college or Associate degree,West North Central
3234777290,Lottery B,No,No,No,No,No,No,,Well	Yes,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
3234777110,Lottery A,No,Yes,Yes,No,Yes,Yes,,Medium rare	Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3234777096,Lottery A,Yes,Yes,No,No,Yes,No,,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3234777063,Lottery B,Yes,No,No,No,Yes,No,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,Mountain
3234776987,Lottery A,No,Yes,No,No,Yes,No,,Rare	Yes,Female,,"$100,000 - $149,999",Some college or Associate degree,Pacific
3234776545,Lottery B,No,Yes,No,No,Yes,No,,Medium rare	Yes,Male,> 60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3234776452,Lottery B,No,Yes,,No,Yes,No,,Medium rare	Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,
3234776407,Lottery B,No,Yes,Yes,No,Yes,No,,Well	Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
3234776298,Lottery B,No,Yes,No,No,Yes,No,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234776252,Lottery A,No,No,Yes,No,Yes,No,,Medium	Yes,Male,18-29,,Some college or Associate degree,
3234776218,Lottery B,No,Yes,No,No,Yes,No,,,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,New England
3234775971,Lottery B,,Yes,No,Yes,Yes,No,,Rare	Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,New England
3234775680,Lottery A,No,No,No,No,Yes,No,,Medium	Yes,Female,,,,East South Central
3234775639,Lottery A,No,Yes,No,No,Yes,No,,Medium Well	Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3234775369,Lottery A,No,No,Yes,No,Yes,No,,Medium Well	Yes,Male,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3234775298,Lottery B,Yes,Yes,Yes,No,Yes,No,,Medium rare	Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,
3234775196,Lottery B,No,No,No,No,Yes,Yes,,,Female,18-29,"$25,000 - $49,999",Graduate degree,East North Central
3234774743,Lottery B,Yes,Yes,No,No,Yes,Yes,,,,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234774587,Lottery B,No,Yes,,No,Yes,No,,Well	Yes,Female,30-44,,Bachelor degree,West South Central
3234774538,Lottery B,Yes,Yes,No,No,Yes,No,,Medium Well	Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3234774021,Lottery B,No,Yes,No,No,No,No,,,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3234773990,Lottery B,No,Yes,No,Yes,Yes,No,,Response	Response,Female,18-29,"$150,000+",Graduate degree,Mountain
3234773956,Lottery B,Yes,Yes,No,No,No,No,,,Female,30-44,"$25,000 - $49,999",High school degree,East South Central
3234773621,Lottery B,No,No,Yes,,Yes,No,,,Male,> 60,"$150,000+",Some college or Associate degree,Pacific
3234773593,Lottery B,Yes,Yes,Yes,No,Yes,No,,Medium rare	Yes,Female,18-29,"$100,000 - $149,999",High school degree,East North Central
3234773593,Lottery A,No,Yes,No,No,Yes,No,,Medium Well	Yes,Female,> 60,"$0 - $24,999",Some college or Associate degree,
3234772876,Lottery B,No,Yes,,No,Yes,No,,Response	Response,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,
3234772531,Lottery A,No,No,Yes,No,Yes,No,,,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3234772516,Lottery A,No,Response,Yes,No,Yes,No,,Medium rare	Yes,Female,30-44,,High school degree,East North Central
3234772461,Lottery A,No,No,No,No,Yes,No,,,Male,18-29,,Some college or Associate degree,Pacific
3234772458,Lottery B,Yes,Yes,No,No,Yes,No,,Rare	Yes,Female,18-29,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3234772271,Lottery B,No,Yes,Yes,No,Yes,No,,Medium Well	Yes,Female,30-44,,Graduate degree,West South Central
3234772149,Lottery A,No,No,No,No,Yes,No,,Well	Yes,Female,18-29,"$0 - $24,999",Graduate degree,Mountain
3234772136,Lottery A,No,No,No,No,Yes,Yes,,Rare	Yes,Male,30-44,,Graduate degree,East North Central
3234771294,Lottery A,No,No,No,No,Yes,No,,,Female,18-29,"$150,000+",Graduate degree,South Atlantic
3234770895,Lottery B,No,Yes,Yes,No,Yes,No,,,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3234770716,Lottery B,No,No,,No,Yes,Yes,,,Female,30-44,,Some college or Associate degree,Middle Atlantic
3234770700,Lottery A,No,Yes,No,No,Yes,Yes,,Rare	Yes,Male,> 60,"$25,000 - $49,999",,West North Central
3234770538,Lottery B,Yes,Yes,No,No,Yes,No,,,Female,> 60,,High school degree,Middle Atlantic
3234769829,Lottery B,No,No,No,No,Yes,No,,Medium	Yes,Female,,"$25,000 - $49,999",Bachelor degree,South Atlantic
3234769411,Lottery A,No,Yes,Yes,,No,Yes,,Medium	Yes,Female,18-29,"$150,000+",,New England
3234769202,Lottery B,No,Yes,No,Yes,Yes,No,,Medium Well	Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3234769007,Lottery B,No,Yes,No,No,Yes,No,,Medium Well	Yes,Male,> 60,"$25,000 - $49,999",Graduate degree,Mountain
3234768972,Lottery A,No,Yes,Yes,No,Yes,No,,,Female,30-44,"$100,000 - $149,999",Bachelor degree,Mountain
3234768898,Lottery B,No,Yes,No,No,Yes,No,,Medium Well	Yes,Male,30-44,,Graduate degree,Pacific
3234768832,Lottery B,No,Yes,No,No,Yes,No,,Well	Yes,,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3234768417,Lottery A,Yes,Yes,Yes,Yes,Yes,No,,Medium Well	Yes,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Mountain
3234768383,Lottery A,No,Yes,No,Yes,Yes,No,,,Female,18-29,,Some college or Associate degree,Mountain
3234768094,Lottery B,No,Yes,No,No,Yes,No,,Well	Yes,Female,> 60,"$100,000 - $149,999",Graduate degree,East South Central
3234768003,Lottery B,Yes,Yes,No,Yes,Yes,No,,,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific
3234767881,Lottery B,No,No,Yes,No,Yes,No,,Medium	Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3234767594,Lottery A,No,Yes,No,No,Yes,No,,Well	Yes,Male,30-44,,Bachelor degree,East South Central
3234767445,Lottery A,No,Yes,No,No,Yes,,,Medium Well	Yes,Female,18-29,,Graduate degree,West North Central
3234767413,Lottery B,No,No,Yes,No,Yes,No,,Response	Response,Male,18-29,,Some college or Associate degree,Pacific
3234767399,Lottery B,No,No,No,No,Yes,No,,,Male,,"$100,000 - $149,999",Bachelor degree,New England
3234767318,Lottery B,No,No,No,No,Yes,No,,Medium rare	Yes,Female,18-29,"$100,000 - $149,999",Graduate degree,East South Central
3234767231,Lottery B,Yes,No,Yes,,Yes,No,,Response	Response,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234767163,Lottery A,No,No,No,No,Yes,No,,Well	Yes,Male,30-44,"$50,000 - $99,999",,Middle Atlantic
3234767077,Lottery A,No,Yes,Yes,No,Yes,No,,Medium Well	Yes,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,
3234767035,Lottery A,No,Yes,Yes,No,Yes,No,,Medium	Yes,Male,> 60,,Bachelor degree,East North Central
3234767033,Lottery B,No,Yes,No,No,No,No,,Medium Well	Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3234766891,Lottery A,No,No,Yes,No,Yes,Yes,,Medium Well	Yes,Male,45-60,,Some college or Associate degree,New England
3234766879,Lottery B,No,Yes,Yes,No,Yes,No,,,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234766669,Lottery B,No,Yes,Yes,,Yes,No,,Medium rare	Yes,Male,30-44,,Some college or Associate degree,South Atlantic
3234766626,Lottery B,Yes,Yes,Yes,No,Yes,No,,Rare	Yes,,30-44,,Some college or Associate degree,Mountain
3234766560,Lottery B,No,Yes,No,No,Yes,Yes,,,Female,45-60,,Bachelor degree,South Atlantic
3234766436,Lottery A,No,Yes,Yes,No,Yes,Yes,,Medium rare	Yes,Male,45-60,,Some college or Associate degree,West North Central
3234766318,Lottery A,No,Yes,No,No,Yes,No,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3234766246,Lottery B,No,Yes,No,No,,No,,Medium Well	Yes,Female,,,Graduate degree,West North Central
3234766229,Lottery A,Yes,No,Yes,No,Yes,No,,,Female,> 60,"$150,000+",Bachelor degree,Pacific
3234765890,Lottery A,No,Yes,Yes,No,Yes,No,,Medium rare	Yes,Female,45-60,,Some college or Associate degree,East South Central
3234765882,Lottery A,No,No,,No,Yes,No,,Medium rare	Yes,Female,30-44,,Bachelor degree,Pacific
3234765604,Lottery B,Yes,No,No,No,Yes,Yes,,Well	Yes,Female,45-60,"$150,000+",Some college or Associate degree,East North Central
3234765593,Lottery B,No,Yes,Yes,No,Yes,No,,Medium Well	Yes,Female,> 60,"$50,000 - $99,999",High school degree,West South Central
3234765534,Lottery B,No,Yes,No,No,Yes,No,,Rare	Yes,Male,> 60,"$50,000 - $99,999",,South Atlantic
3234765379,Lottery B,No,Yes,No,No,Yes,Yes,,Medium rare	Yes,Female,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
3234765299,Lottery A,No,Yes,Yes,No,Yes,No,,Rare	Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3234765070,Lottery B,Yes,Yes,Yes,No,Yes,Yes,,Well	Yes,Male,30-44,"$150,000+",Graduate degree,East North Central
3234765033,Lottery B,No,Yes,No,No,No,No,,Response	Response,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,West North Central
3234764992,Lottery A,Yes,Yes,No,No,Yes,Yes,,Medium	Yes,Male,,"$25,000 - $49,999",,Pacific
3234764787,Lottery A,No,Yes,Yes,No,No,No,,Medium	Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,East South Central
3234764641,Lottery A,No,Yes,No,No,Yes,No,,Well	Yes,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3234764623,Lottery B,No,Yes,No,Yes,Yes,No,,Medium rare	Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3234764218,Lottery B,No,Yes,Yes,No,Yes,No,,Medium Well	Yes,Female,45-60,"$150,000+",Bachelor degree,New England
3234763894,Lottery A,No,No,Yes,No,Yes,No,,Medium rare	Yes,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234763872,Lottery A,No,Yes,,No,Yes,No,,Rare	Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3234763609,Lottery B,Yes,Yes,No,No,Yes,No,,Well	Yes,Male,45-60,"$25,000 - $49,999",,West North Central
3234763527,Lottery A,No,No,No,No,Yes,No,,Response	Response,Female,> 60,"$0 - $24,999",Graduate degree,Middle Atlantic
3234763520,Lottery B,No,Yes,No,No,Yes,No,,Medium Well	Yes,,18-29,"$150,000+",Bachelor degree,East North Central
3234762914,Lottery B,No,Yes,Yes,No,Yes,No,,Medium	Yes,Female,30-44,,Graduate degree,Mountain
3234762877,Lottery B,No,Yes,No,No,Yes,No,,,Male,> 60,"$0 - $24,999",Bachelor degree,East South Central
3234762587,Lottery A,No,No,No,No,Yes,No,,Response	Response,Female,45-60,"$0 - $24,999",Bachelor degree,East South Central
3234762305,Lottery B,No,Yes,Yes,No,Yes,No,,,Male,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3234762232,Lottery B,No,Yes,Yes,No,Yes,No,,,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3234762118,Lottery B,No,Yes,No,No,Yes,No,,Response	Response,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3234762017,Lottery A,Yes,Yes,Yes,No,Yes,No,,Well	Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3234761806,Lottery A,No,No,No,No,Yes,No,,Well	Yes,Male,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3234761623,Lottery A,No,Yes,Yes,No,Yes,No,,Rare	Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,East South Central
3234761451,Lottery A,Yes,Yes,Yes,No,Yes,No,,,Female,45-60,,Bachelor degree,Pacific
3234760971,Lottery B,No,Yes,Yes,No,Yes,No,,,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3234760815,Lottery B,No,Yes,No,No,Yes,Yes,,,Female,> 60,"$0 - $24,999",Some college or Associate degree,East South Central
3234760706,Lottery A,No,Yes,,No,Yes,No,,Response	Response,Male,45-60,,Graduate degree,South Atlantic
3234760544,Lottery B,No,Yes,Yes,No,Yes,No,,Well	Yes,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
