name,pop,lat,lon
South Pasadena,22277,36.7869399,-75.16593553
Parsons,22270,32.92482,-119.6048358
Groves,22243,41.8391294,-77.24415614
Glen Cove,22229,30.5360595,-116.25880171
Absecon,22204,40.3808439,-73.82212073
Westland,22187,38.0395627,-96.67927029
Spanish Fork,22177,34.8037155,-70.52460298
Anoka,22166,36.2055446,-115.91336158
New Port Richey,22163,40.5847107,-103.31300503
Brownfield,22128,40.5750446,-116.3534445
Yorkville,22124,39.0578048,-68.06449753
Little Falls,22105,36.9115304,-96.68881579
Connersville,22076,47.6423992,-92.20798599
Kennett,22072,34.9555575,-103.59524685
West Valley City,22072,40.106104,-72.76317555
Grand Forks,22070,41.0710123,-84.44286361
Mill Creek,21995,39.6623168,-122.82135623
Redondo Beach,21991,43.0183897,-89.33585883
Orange Cove,21986,37.8404601,-111.43454037
Manitowoc,21981,41.7407913,-82.55092684
La Crosse,21960,37.7961895,-101.19861443
Forest Acres,21953,47.5048843,-119.66311707
Hillside village,21947,46.8357214,-99.91872929
Petal,21913,26.7017279,-68.92499234
Morrisville,21911,32.923051,-96.7790458
Hawthorne borough,21907,40.8020457,-112.98850333
Alpharetta,21887,44.7055161,-77.93675339
Miles City,21876,41.6849061,-82.89881496
Seaside,21869,45.6673742,-79.96731201
Ellsworth,21843,46.1445318,-81.5608844
Lemoore,21815,40.1032705,-116.81176737
Plainfield village,21812,40.3769297,-68.8139261
DeRidder,21770,39.7951817,-76.37426243
Westchester village,21715,28.1021307,-100.57384126
Taft,21712,33.333608,-68.95667216
Waterloo,21689,39.6250607,-111.44382416
Chaska,21680,47.7879731,-72.03243537
Tulsa,21669,39.0701198,-95.61782994
Maywood,21639,31.5494709,-118.2410259
Jasper,21556,39.7187454,-109.3659167
DeLand,21555,42.4120103,-97.51530664
Boone,21531,37.4751347,-103.96392657
University Place,21526,34.4218488,-105.90577933
Kalamazoo,21525,45.6715359,-80.24787123
Clayton borough,21511,40.4453111,-87.04514607
Ludington,21502,33.0420386,-115.45271099
Fort Oglethorpe,21482,39.4395286,-73.67154912
Stanton,21473,38.0035979,-84.10968957
Center Line,21469,27.9124647,-98.03167268
Niles,21457,30.8426625,-79.14514877
Great Falls,21447,46.5904247,-103.95142763
Richfield,21436,43.1818983,-115.99178238
Front Royal,21430,42.103946,-103.10750289
Alvin,21400,45.9014999,-103.72633177
Lowell,21397,38.6115786,-90.51647527
Ogden,21320,37.2726841,-103.60730774
Muscatine,21288,35.5691921,-72.3917982
Denver,21242,45.824198,-70.15054855
Nebraska City,21233,33.7045838,-92.20296842
Moberly,21218,37.4018021,-115.58443621
Horn Lake,21217,42.9113253,-104.98836215
Collinsville,21193,37.2688977,-77.48023015
San Rafael,21162,36.8428439,-78.19691616
New Port Richey,21152,39.0152384,-111.69705246
Montgomery,21132,33.3103122,-109.90664987
Yakima,21122,37.606219,-73.65057772
Seattle,21108,41.2374649,-75.79484389
Oakley,21091,44.7785146,-109.6198877
University Place,21080,37.8928571,-75.62943603
Columbus,21068,41.1305414,-104.97277134
Paterson,21052,38.550533,-93.04252433
Groveland,21048,41.6505841,-109.34925714
Golden Valley,21017,42.8359689,-99.19677037
Cushing,21014,33.4963995,-112.25509733
Mint Hill,20999,32.9238092,-109.19951435
Moorpark,20987,38.1484887,-111.82118933
Devils Lake,20978,40.6943754,-76.1599924
Hinsdale village,20978,43.0507062,-120.45528075
Rock Island,20964,35.009988,-96.79582416
Blue Springs,20947,37.4259753,-69.08408305
Piedmont,20912,33.4571058,-92.48399202
Bloomsburg,20862,37.6968794,-97.49870354
Blue Ash,20840,39.7929028,-97.24244161
Peachtree City,20823,44.6027576,-96.11244044
Lake St. Louis,20822,36.6073073,-74.30274259
Findlay,20816,40.3831608,-78.58968711
Red Bank,20789,47.5745111,-81.75046421
Moody,20763,35.9634903,-73.50102842
Fergus Falls,20731,43.4179146,-101.7076756
Toccoa,20726,36.0635387,-78.60583425
Artesia,20709,44.7193231,-120.69266523
Bellefontaine Neighbors,20675,45.9991772,-96.93245268
San Diego,20671,35.3126253,-98.38123369
Mount Prospect village,20666,34.280256,-113.57338445
Parkersburg,20638,46.0830155,-98.32866264
Moundsville,20637,34.8883953,-115.22583207
Kernersville,20623,32.499152,-118.22645623
Chambersburg borough,20620,42.0258366,-92.97041488
Onalaska,20610,32.9111462,-94.36491806
Carson,20604,41.1501741,-121.99685312
San Bruno,20565,43.9199364,-93.70194234
Wyoming,20541,39.6133309,-116.95144271
Ukiah,20485,32.9655638,-94.54087019
Homewood village,20442,40.0642483,-116.33221657
Muskogee,20418,34.4878101,-107.18060962
Rogers,20412,31.6453804,-70.91076978
Clayton,20387,42.3006031,-119.19805512
Madisonville,20374,41.1042671,-70.34343857
Irondale,20370,39.4516182,-75.58190054
McKinney,20363,44.0271614,-89.05366773
Bellevue,20340,28.2845551,-109.91106096
Two Rivers,20335,37.0412726,-107.41185106
Bonita Springs,20331,36.2178032,-102.69639119
Anderson,20299,34.9625772,-68.55369353
Brecksville,20297,37.7278833,-70.0421382
Prospect Heights,20291,35.8993013,-68.74193253
Patchogue village,20282,44.7377097,-96.56024609
El Mirage,20282,43.94906,-73.78116782
Fargo,20235,44.3590482,-83.00809808
Washington,20226,39.1458262,-68.99637095
Harvey,20213,42.92122,-110.26244251
German village,20211,39.5857862,-94.57717714
Elkhart,20171,36.3431869,-103.37643278
Norcross,20164,41.4376413,-117.68349685
Charles,20091,41.8169925,-122.9360305
Byram,20045,33.4371812,-84.54043846
Brooklyn Park,20044,39.1638498,-105.7122838
Carlsbad,20035,48.4536188,-111.85573118
Demopolis,20034,37.3140097,-122.35125919
Oro Valley,20032,39.0849186,-88.42747144
Menomonie,20002,37.355098,-99.97018398
Daphne,19984,42.3313387,-113.34681977
Natchitoches,19941,43.0337962,-110.87764687
Ridgeland,19929,43.6298779,-124.18720821
Temple City,19860,37.9477896,-86.05438913
Northglenn,19835,36.3849181,-95.27281869
Grosse Pointe Farms,19810,45.160334,-79.009116
Missouri City,19807,34.1970556,-101.63206072
South St. Paul,19780,29.1261665,-105.76522779
Anderson,19776,42.0831479,-105.99771417
Blair,19766,25.7269679,-121.81116529
Castle Shannon borough,19759,35.2687479,-74.57241296
Avon,19753,49.1,-68.52675656
Sheboygan,19723,45.0879413,-76.20876359
Park Ridge,19712,36.1823354,-88.61535532
Starkville,19708,39.7453404,-88.65584361
Dallas,19703,43.1458381,-87.3211412
Helotes,19695,38.0635394,-122.58317295
Sutherlin,19675,35.5913864,-86.15474718
Sussex village,19651,33.8196046,-106.68193184
Antioch,19634,31.1105444,-88.98537382
Kennewick,19608,43.6744189,-73.1389757
Dardenne Prairie,19594,36.270402,-116.22176663
Susanville,19558,42.6800912,-114.80159143
Paducah,19557,40.6702391,-108.89317556
Jeffersonville,19554,34.070217,-98.08662615
Castle Shannon borough,19552,39.2359029,-94.89938737
Yucca Valley,19535,35.0823735,-72.26945111
Meadville,19495,43.1025333,-101.84759745
Cedar Rapids,19476,25.9885969,-112.64806626
Gallup,19457,35.1139283,-79.87966351
Huntsville,19435,32.2549104,-78.01810095
Lenexa,19427,39.0093089,-103.60227606
Webster Groves,19420,44.9144226,-89.88172895
Front Royal,19400,40.7575068,-76.06103101
Booneville,19390,41.0699264,-96.84053175
Chicopee,19386,33.9063608,-78.42821388
Huntsville,19360,40.0667677,-123.86141526
Altamonte Springs,19349,40.6397695,-98.36815448
Steubenville,19342,35.749519,-90.43987181
Logan,19305,43.3456715,-117.51704015
Cedar Park,19274,35.8381723,-99.6149723
Bellefontaine Neighbors,19270,37.0435855,-103.28994789
Totowa borough,19262,32.2670323,-84.07960376
Laredo,19214,32.5044535,-100.54828616
Mahtomedi,19201,37.5271281,-73.3299322
Peabody,19184,34.750934,-75.19982536
Crescent City,19166,46.7417929,-102.11969489
Metuchen borough,19154,48.1317537,-98.04702018
Spokane Valley,19133,40.8653667,-98.00979343
Chanhassen,19120,36.7669062,-83.11087064
Coronado,19094,39.3413175,-77.61464771
Vandalia,19057,32.2441285,-110.4750334
Lyndhurst,19037,30.9789588,-116.97017424
Hendersonville,19011,29.4183391,-109.31326079
Radford,19005,34.6344351,-110.78515167
Buford,18996,37.14177,-84.35393073
Clinton,18991,40.497249,-121.71330388
Winston-Salem,18985,43.7042488,-107.30256525
San Juan Capistrano,18964,39.1627675,-93.32558074
Fair Lawn borough,18920,40.1986939,-83.07269809
Norwalk,18916,40.7113519,-82.48740722
LaGrange,18899,31.6987233,-91.06041683
Garner,18898,33.6163389,-105.59264535
Wood-Ridge borough,18862,47.5439429,-84.14337976
Des Plaines,18856,32.5464341,-115.33477312
Nashville-Davidson,18851,32.8890086,-69.32262631
Ruston,18806,37.6422703,-86.78087398
Woods Cross,18788,45.4189754,-71.88556163
Port Angeles,18785,41.4270287,-68.61228667
Calexico,18782,45.2797083,-120.31557955
Valdosta,18776,38.9436341,-101.89010825
Southside,18756,30.9710672,-76.32649923
Fort Valley,18751,40.0910227,-109.13038387
Tullahoma,18751,35.373188,-106.44030676
Yreka,18728,33.1813602,-70.40825987
Glendale,18720,45.4242369,-105.41236696
Atwater,18708,34.1997897,-87.86750554
Muscatine,18667,33.0748546,-122.42144933
Beckley,18658,35.0575969,-83.8336891
Fort Stockton,18600,40.7148156,-69.62222277
Little Ferry borough,18579,35.1629503,-115.96391705
Columbia Heights,18577,36.8667918,-123.23926042
Roscoe village,18515,38.8947676,-77.11611326
Laconia,18510,42.0541855,-76.40460271
Natchitoches,18488,34.9005255,-81.76443683
Lombard village,18478,38.07515,-68.8225857
Booneville,18471,40.7168672,-74.02102889
Phoenixville borough,18469,44.7421417,-89.11359991
Palm Bay,18441,41.3706324,-115.79722317
Maumee,18401,38.0623273,-83.07749701
Winfield,18352,27.1366134,-89.26691356
Palm Beach,18326,36.3803303,-96.04675958
Burkburnett,18314,44.9491753,-106.6420212
Coconut Creek,18285,39.8764926,-96.12546886
Hubbard,18261,37.2112983,-92.1211024
Ruston,18256,37.3168537,-87.161949
Bryan,18252,36.4720182,-81.81733926
South Bend,18245,41.8289975,-122.00930491
El Segundo,18237,38.2914979,-112.92565879
Murrieta,18219,40.5694894,-94.29409425
Denton,18197,29.4636662,-69.52780221
Coolidge,18188,42.6895972,-79.04455076
Ephrata,18180,37.5774442,-114.82847621
Muskegon,18155,41.4293408,-104.74471518
American Fork,18137,43.28573,-86.99206807
Ludington,18131,42.0554923,-119.95915205
Bellingham,18100,30.7427757,-110.89684168
Cottonwood,18087,24.833333,-96.21532368
Sammamish,18080,44.3773803,-88.09088402
Caldwell,18073,36.6423061,-75.72987147
Alamosa,18069,40.9500568,-122.53592668
Center Line,18045,35.813208,-118.26332956
Cloverdale,18045,39.9226752,-119.53972874
Diamondhead,18022,44.254512,-71.02487232
Grand Blanc,18010,29.6938406,-110.81936996
Mason,17964,42.9147743,-114.25629677
Toccoa,17957,38.5806675,-119.38020048
Hailey,17955,29.8901947,-88.51890365
Zanesville,17954,40.0893696,-108.46522728
Yorkville,17954,34.1686813,-73.88785138
Perth Amboy,17939,47.2504444,-105.87660188
Alexander City,17927,43.6319082,-96.91906184
Pittston,17924,31.3725733,-68.97329822
Tremonton,17914,40.9026687,-115.63963143
Yankton,17900,33.489365,-116.1009793
Emmaus borough,17886,38.2616056,-75.48258763
Grain Valley,17884,37.2094861,-104.32039875
Cutler Bay,17878,40.302318,-84.51217245
Wyoming,17872,26.977865,-100.85313013
Lakeland,17871,40.8435481,-106.10155904
Lyndhurst,17829,33.2534125,-113.05105914
Fergus Falls,17816,37.8080786,-100.07991188
Eureka,17806,37.2214765,-79.64837051
Bernardsville borough,17789,43.6466407,-103.26249153
Pflugerville,17787,28.1479397,-116.01192971
Villa Rica,17753,39.8072141,-106.08466548
Sevierville,17749,36.1666459,-103.03995354
Opelika,17744,34.1518875,-93.72612662
Matteson village,17713,32.8141413,-101.52043605
Glendora,17705,40.6888365,-107.64464279
Longwood,17680,42.2898572,-87.03443931
Olney,17679,33.7655358,-84.62222187
Lake Station,17678,39.0197807,-102.5493727
Sylvania,17673,40.397166,-110.29857406
Winthrop Town,17648,39.2914665,-92.46365938
Duluth,17642,32.7502343,-84.3047579
Mount Carmel,17637,34.4404632,-116.07919082
White Oak borough,17544,41.2712316,-119.23698182
Hallandale Beach,17541,35.1124407,-75.16150281
Corsicana,17530,35.8945324,-109.67500927
Ingleside,17514,40.2779979,-102.34232375
Valdosta,17512,49.1,-86.7919974
Brockton,17509,46.7172442,-114.09896179
Del City,17487,38.0831539,-110.64276889
South Sioux City,17485,45.1346004,-77.86550326
Castle Pines,17463,35.7693991,-74.36802776
Washington,17450,28.3441888,-92.13605843
Palm Beach,17444,30.1994134,-94.20872488
San Anselmo,17423,33.3008778,-93.42699703
Papillion,17416,36.3933006,-97.15666088
Arvin,17410,33.3148702,-118.3638441
Oakland borough,17404,38.8082976,-118.65440538
Moorhead,17378,35.4657842,-73.934862
Owensboro,17366,42.0018747,-102.64808889
Garfield,17354,37.2767557,-100.23257807
Spotswood borough,17345,38.2772499,-69.07975162
Owosso,17341,40.5261071,-123.48179412
Cocoa,17327,40.6943043,-97.85136554
Perth Amboy,17310,38.5849281,-109.08501853
Cedar Hill,17275,44.6082314,-113.34283033
Stillwater,17247,45.8814974,-119.47268807
Martinsburg,17242,27.1025981,-102.10653814
Mexia,17231,33.8257239,-75.88060269
Grand Haven,17222,42.4385907,-79.94417181
Clemson,17211,37.1064363,-120.36422361
Clearfield,17210,40.8411836,-107.19170098
Palo Alto,17203,39.2807023,-69.21851017
Wickliffe,17172,36.7002749,-94.63731525
Princeton,17155,43.2435192,-104.63029774
Deltona,17139,38.2355424,-71.41437538
Lawndale,17139,36.2041644,-111.38506422
Muncie,17138,34.7349584,-69.78592355
Converse,17128,40.6239141,-103.71801858
Roswell,17118,45.7587302,-69.81368996
Chula Vista,17038,34.200159,-107.61686694
Reedsburg,17036,38.7533141,-117.62197242
Parlier,17030,34.9509441,-96.89428819
Kansas City,17026,37.2670199,-122.4888047
Hopatcong borough,17004,38.6834404,-79.8043416
Atlantic Beach,16991,38.5860241,-77.85816319
Donna,16974,42.2610461,-75.78421003
Greeneville,16956,39.3128957,-88.04330466
Bethany,16939,43.0155935,-97.12402752
Bolivar,16919,42.3874171,-82.74274141
Crestwood,16919,25.5933578,-118.403646
Westfield,16900,38.2182553,-68.70517862
Kingsport,16861,38.2433412,-120.90763161
Sheffield Lake,16860,42.1334692,-107.95224259
Fort Stockton,16841,35.4873091,-108.70958606
Taylorsville,16827,40.8502182,-68.5012658
Forney,16807,42.1734117,-93.76945955
Montpelier,16806,39.5817119,-111.98040464
Moraga,16799,36.7314018,-117.8736632
Thief River Falls,16791,32.6015744,-86.04306422
Roselle Park borough,16768,37.4337827,-101.89561113
Brentwood,16765,47.8314802,-114.81933583
Lake Forest,16753,36.6826176,-76.90521126
Frederick,16751,43.4352127,-99.19669992
Lady Lake,16747,33.0927412,-111.5518473
Plainfield village,16723,35.2114451,-101.81270214
De Pere,16713,44.7668073,-118.02348191
San Buenaventura (Ventura),16703,31.3251468,-82.55211177
Maple Valley,16699,33.2268342,-112.77811474
Simi Valley,16688,45.7906775,-116.82066383
Marion,16676,49.1,-77.76853307
Atlanta,16661,45.0256425,-98.07770402
Laurinburg,16659,42.075095,-93.94706344
Ashtabula,16659,29.7493322,-94.55478283
Aransas Pass,16658,40.5860041,-89.3842115
SeaTac,16643,34.9173633,-120.19125995
Archdale,16612,40.8214966,-76.14916393
Clayton,16604,42.3695889,-91.8257315
Hammond,16599,46.2445144,-109.07895369
American Fork,16548,31.7968755,-88.45344797
Wentzville,16524,39.3853544,-93.20428916
Bridgeton,16507,32.8116848,-115.58532715
Cody,16507,38.8097207,-123.35285777
Williamsport,16478,31.3083156,-77.01924676
Fernley,16473,39.7302252,-74.11192707
Longview,16471,39.8342165,-120.27754347
Tarboro,16456,35.9655856,-82.12856608
Hopatcong borough,16450,40.611367,-73.09655039
Grosse Pointe Woods,16445,40.8834265,-77.97757078
Water Town,16444,45.3788163,-122.4032786
Lompoc,16413,42.797475,-103.50012159
Amarillo,16410,40.3795585,-121.69933756
Alameda,16403,38.6013771,-79.32504932
Latrobe borough,16379,32.7879135,-109.09258854
North Haledon borough,16378,42.8727975,-88.58418842
Hinsdale village,16375,39.0814115,-71.39972547
Covina,16362,38.8532397,-88.95212093
Grand Terrace,16361,31.6916523,-107.36615484
Pataskala,16353,39.8222339,-121.30657179
Rio Vista,16353,31.4274335,-106.25824268
Centerton,16349,31.1003729,-85.82020994
Ocala,16326,30.2922036,-109.72282879
East Lansing,16316,30.9912329,-70.41664815
New Iberia,16299,39.0278818,-97.5339894
Punta Gorda,16298,24.833333,-74.93750468
Humble,16269,39.8063854,-71.69272146
Hartselle,16254,42.5935538,-106.7953073
Hamilton,16248,31.8863207,-114.43069608
Garden City,16205,32.9193308,-113.0864303
Bethany,16193,34.2131934,-92.93999185
South Plainfield borough,16191,43.3585689,-89.31499835
Wood-Ridge borough,16189,34.6985715,-83.84667007
Pinecrest village,16178,42.5424717,-97.12202959
North Las Vegas,16177,40.6436015,-114.35753692
Leominster,16174,24.833333,-90.56986738
North Port,16164,29.9718732,-107.61069079
Riverton,16163,34.7376562,-79.67617238
Hazleton,16135,43.676755,-110.60427341
Rockwall,16133,26.9295111,-81.85168909
Live Oak,16133,45.93056,-104.03424293
Grand Blanc,16126,40.4174153,-93.15821942
Lincolnton,16065,43.675559,-95.43958326
Irmo,16029,36.2390123,-100.35218643
Northglenn,16025,32.8257522,-90.17508425
Hollywood,15991,43.3524886,-74.92562643
Dallas,15973,39.5231711,-100.55011172
South St. Paul,15963,33.2088183,-89.41019506
Payette,15959,40.8210305,-111.48380713
Belton,15954,46.9539337,-70.41850599
Orange Park,15944,28.551505,-85.64262675
Rochester Hills,15934,45.0174609,-94.54971076
Parkersburg,15924,44.6742682,-92.59959468
Connellsville,15921,38.2607763,-84.20380442
Cottonwood,15906,45.4601257,-120.94034078
Seaside,15905,32.8188643,-72.08173866
Red Wing,15902,38.7436822,-97.34848366
Sedona,15897,39.9359871,-99.55393468
Port Townsend,15894,47.5448614,-68.43424021
Dunn,15885,38.5060164,-89.5008244
Niles,15856,36.8855561,-85.14730031
Stow,15834,38.179171,-79.31072693
Collingdale borough,15828,45.5328146,-82.86551081
West Jordan,15823,36.8730837,-77.98777167
Brownsburg,15816,37.7310054,-119.6074414
Beverly Hills,15813,38.358051,-80.810162
Slidell,15808,35.0897305,-122.63657651
North Richland Hills,15777,43.8585586,-104.08202874
Weddington,15775,36.2237169,-80.96774544
Rohnert Park,15741,28.9865634,-76.55463711
Solana Beach,15695,34.5721002,-71.07262058
Port Huron,15694,33.6692037,-103.77811721
Canyon Lake,15691,37.2855033,-85.10170092
Beverly Hills,15683,35.1793093,-82.83573708
Milton-Freewater,15680,36.3509583,-107.99268882
Duncanville,15679,38.2686026,-85.2762622
Hudson,15676,44.2938138,-96.47191745
Springville,15675,30.989153,-107.54461568
North Myrtle Beach,15670,43.8898488,-100.90944463
Barre,15660,33.7828125,-103.95916405
Florissant,15651,37.4667124,-109.76192876
Centerton,15638,42.090223,-72.68932089
Monticello,15631,44.1970252,-109.08365933
Gonzales,15618,44.6697059,-87.10087006
Muskogee,15611,29.3058117,-122.19306311
Lake City,15594,40.4655429,-92.49173078
Bangor,15589,38.7992091,-77.96930069
Warrenton,15575,40.4242797,-100.04728454
Joplin,15574,39.0046801,-77.48151883
North Richland Hills,15560,33.2500689,-114.41721635
Anoka,15519,40.8040886,-77.9221915
Naugatuck borough,15518,36.9945411,-115.15519046
Creve Coeur,15510,36.7571614,-108.01714691
Fraser,15497,41.3121146,-78.99746942
St. Peter,15492,33.2883889,-72.27514404
Texas City,15474,29.3232954,-76.52260577
Streetsboro,15462,39.0765267,-69.76895896
Tempe,15451,39.071649,-98.35449419
Baker,15405,35.4734102,-70.4770937
Mendota Heights,15391,41.8561617,-122.77773052
Farmingdale village,15389,40.0377146,-99.04139542
Imperial Beach,15374,49.1,-121.94411632
Ocala,15373,37.3789068,-71.27892284
Sachse,15373,39.9551038,-102.95029772
Alameda,15361,38.0684106,-122.12585607
DuPont,15359,32.0275906,-90.47571129
Appleton,15347,31.9815381,-114.64345977
Manitowoc,15345,32.613574,-81.68740701
Lewisburg,15340,35.0888418,-88.34277406
Republic,15333,39.0018476,-83.52706332
Plainview,15333,39.2810969,-102.92696895
New Philadelphia,15331,49.1,-114.16813958
Osceola,15305,39.951058,-86.35895266
Cedar,15290,36.2180316,-72.63095964
Universal City,15284,35.2032071,-113.63917002
Moorpark,15257,31.0688778,-77.50778322
Bay St. Louis,15237,44.2955133,-96.09530088
Del City,15228,33.5717239,-123.34367293
Delafield,15223,33.5356629,-101.32619007
Pasadena,15204,36.8116038,-80.72605728
Paramus borough,15195,39.6663892,-103.919563
Swissvale borough,15190,25.0651324,-80.7688802
Mayfield Heights,15176,41.1893264,-113.04675232
Aliquippa,15176,34.8645829,-112.09292492
Sheridan,15156,34.1792423,-93.4015364
Albion,15148,32.9477455,-96.50295232
Rowlett,15140,36.2820928,-111.27787552
Baraboo,15116,41.7034178,-114.64289847
Trinidad,15110,35.5569897,-73.96256752
Lakewood,15105,36.0932306,-121.84839705
Dubuque,15102,36.5916763,-89.16529041
Fort Worth,15095,35.2056315,-91.53935878
Roselle Park borough,15080,36.6318332,-78.33034494
Terrell,15068,36.2539258,-88.70076494
Findlay,15068,34.7225816,-89.72491206
Twinsburg,15065,40.226165,-70.25584278
Haverhill,15061,40.2302533,-93.20956006
East Palo Alto,15059,30.8203932,-96.46878502
Charles City,15058,44.7259197,-108.2285265
West Melbourne,15045,47.2176134,-122.65547895
Dearborn,15032,31.7372259,-121.95401669
Davenport,15022,33.4176879,-86.57854433
Pleasant Grove,15022,37.5585591,-102.84560204
Darien,15019,31.4079348,-117.73864986
Crystal Lake,15001,38.3689308,-113.33780179
Pasco,14992,40.9012251,-106.9989012
Hillsborough,14990,45.0780733,-84.12054907
Lynchburg,14989,36.824055,-80.08486537
Draper,14978,42.0162237,-81.88323466
Maple Valley,14963,46.6633497,-85.00604968
Woodridge village,14957,29.5731946,-119.87679164
Collingdale borough,14935,41.8311235,-109.30197851
Woodhaven,14921,46.2491505,-93.48327573
American Fork,14917,42.2691861,-72.47850234
Oak Creek,14882,38.6757444,-97.60845224
Chestnut Ridge village,14867,35.5577624,-100.31351193
Fishers,14855,46.0466079,-70.25222896
Mill Valley,14850,33.5153229,-97.54565766
Crestwood,14843,37.6722044,-103.0526985
Port St. Lucie,14825,29.4990763,-113.92571437
Spotswood borough,14799,42.4142569,-84.11275383
Maryville,14782,37.5955627,-74.33302717
Collegedale,14747,40.2799422,-100.723305
Indio,14746,29.4885758,-106.68493648
Rhinelander,14724,36.9367376,-82.17205773
Nanticoke,14722,40.8302609,-80.00034931
DeRidder,14717,38.5270608,-87.69155085
Clayton borough,14715,38.0611397,-70.1252054
Vandalia,14708,32.8489838,-95.9765459
Boston,14683,43.3479831,-96.04965157
Burlington,14680,42.9373735,-96.18821688
Harrisburg,14675,33.3130268,-79.51743644
Chicago Heights,14667,39.3793045,-113.72856312
El Cerrito,14666,33.0071289,-104.70645289
Blue Island,14663,34.8316521,-102.06845178
Middlesborough,14657,44.5410089,-101.53558857
Little Rock,14657,32.3999524,-98.56534689
National City,14656,33.2382791,-103.53356201
Fitzgerald,14639,37.7666823,-106.83560106
Ellisville,14637,46.9199439,-73.38195875
Sallisaw,14623,46.7802752,-106.8336762
Mount Prospect village,14619,35.322138,-89.60149707
Maywood,14612,44.5103214,-74.95330634
North Lauderdale,14606,36.063261,-97.21311959
Snyder,14602,44.9573921,-110.10596623
Merced,14595,35.0041513,-94.70429586
Bossier City,14590,30.4204144,-71.9999959
Diamond Bar,14588,39.9446802,-118.34972721
Show Low,14583,45.9138746,-72.92789486
St. Peter,14582,36.9984237,-104.72880808
Quincy,14558,44.8610606,-123.47450741
Woodstock,14541,42.1090673,-74.91698483
Hood River,14539,40.057325,-114.17157544
Glassboro borough,14534,32.2729482,-112.8440922
Northglenn,14528,30.4514852,-107.44781067
El Segundo,14521,30.6511053,-109.37496097
Creve Coeur,14520,34.623049,-79.95884449
Kaysville,14499,33.0385901,-74.42238073
Mercer Island,14478,37.4915464,-105.32257825
Perris,14475,36.8408736,-98.21183082
Coppell,14462,30.9085151,-103.09382638
College Station,14458,32.8045625,-116.66101512
Moore,14446,41.9698484,-82.86075435
Anthony,14439,35.2173219,-72.88800857
Tarboro,14433,41.9325076,-106.92838271
Canonsburg borough,14429,43.4856453,-122.29856646
Gulf Shores,14423,33.8472601,-74.11735753
Coral Springs,14417,37.866418,-78.71943368
Palm Beach Gardens,14413,47.7457107,-79.37115814
Tallulah,14411,35.7758452,-120.65546507
Burkburnett,14403,41.839405,-94.75849719
Southside,14384,38.6119266,-120.06109736
Jerseyville,14363,38.825914,-119.9969254
Temecula,14358,45.0186908,-88.11817602
Lamesa,14354,33.0746684,-103.90492914
Lone Tree,14325,34.5206785,-75.51362907
Fanwood borough,14319,43.8674805,-98.38042395
Rolling Hills Estates,14313,29.0730803,-108.29314591
SeaTac,14305,38.6237821,-73.91829179
Richland,14301,43.8801113,-100.83554274
Mandan,14293,35.1114004,-111.24610111
Plum borough,14287,38.8963508,-89.29640854
Bloomingdale borough,14280,36.2940112,-101.07101958
Fort Bragg,14261,37.3821258,-75.71697277
Peekskill,14257,32.5849852,-89.73701656
Pine Hill borough,14248,35.1440473,-110.91727647
Moss Point,14246,41.734191,-80.33938588
Beaumont,14243,33.5475814,-72.28997471
Boise City,14243,35.9934296,-78.48893844
Marathon,14233,38.2124288,-91.68126054
Opa-locka,14219,44.4578522,-84.78468368
Sweet Home,14190,36.9906976,-83.40140159
Groves,14182,29.2619337,-69.85565612
Godfrey village,14172,40.0270401,-112.18267308
Monroe village,14170,39.9837251,-90.77838361
Pismo Beach,14166,33.3574791,-107.69384942
Bound Brook borough,14160,37.2318973,-113.37041297
St. Clair Shores,14152,38.4151491,-69.82665379
Corning,14143,38.6265728,-87.63788372
Arden Hills,14141,36.7095168,-122.93594285
Des Peres,14129,35.7955993,-76.99101611
Carbondale,14125,32.6905197,-104.48812605
Sedona,14118,36.4992882,-83.06493545
North Richland Hills,14109,40.6173953,-106.32651039
Dumas,14096,34.4211095,-97.86898073
Kennewick,14095,29.7744299,-80.14948906
North College Hill,14093,37.7656291,-96.49643541
Huntington Park,14077,34.9921224,-77.26838959
Firebaugh,14072,37.0308312,-78.36792124
Madison Heights,14071,44.168675,-71.45619439
Sanford,14065,33.8117718,-97.5397627
Eaton borough,14057,42.2797024,-71.1609167
Wadsworth,14049,36.9794338,-77.99536139
Fitzgerald,14032,41.7789547,-80.8909122
Miami,14017,39.7925071,-82.24113897
Endicott village,14007,45.3016719,-81.84224532
Riverdale village,14007,29.1461085,-79.98558353
Spanish Fork,13988,37.2281949,-93.02739934
Yorba Linda,13984,44.5763977,-104.88282778
Prichard,13983,40.0166304,-93.02293247
Fort Valley,13974,33.8324931,-94.71897665
San Bruno,13966,35.8792056,-87.02682314
Martinez,13931,28.760636,-116.40089925
Punta Gorda,13929,39.6653034,-73.90531625
Waterloo,13919,40.6679441,-115.45983656
Lindenwold borough,13908,34.4796329,-116.37546207
Powder Springs,13907,33.7190414,-101.76511108
Keller,13906,39.5096058,-82.15830535
Holly Hill,13868,38.9947215,-78.71154666
West St. Paul,13846,36.3465646,-80.28347708
Tracy,13831,41.6617973,-85.64633944
Peachtree Corners,13830,36.6453936,-74.74534076
Clarksville,13819,42.6867056,-118.4566648
Mercer Island,13813,34.0256049,-100.45337153
Mapleton,13812,38.3106013,-79.36984312
Carroll,13811,35.5257547,-95.78858194
Cotati,13803,40.1746781,-122.7717176
