iata,name,city,state,country,latitude,longitude
DTL,Barnwell County,Lewisville,IA,USA,41.56067194,-91.37794198
BLV,Marysville Municipal,Charlotte,OR,USA,39.1881836,-93.89674806
PHO,Knoxville Downtown Island,Hialeah,NM,USA,42.75886103,-117.54693001
RMG,Taunton Municipal,Atlanta,MO,USA,29.66820795,-101.9974725
GEG,Bob Baker Memorial,Grand Rapids,AK,USA,41.30890965,-97.70805842
PGV,Picayune Municipal,Winston-Salem,AL,USA,25.4561691,-88.85833781
W96,Springer Municipal,Savannah,ID,USA,24.27483096,-104.31732487
3U7,Ocean City,Fontana,GA,USA,45.96734203,-122.20329494
1V6,Kongiganak,Saint Paul,TX,USA,26.88040356,-120.0131635
FFL,Craig Municipal,Gilbert,MI,USA,49.86056432,-42.12639303
ATL,Illinois Valley Regional,Naperville,CA,USA,32.13993723,-77.27652189
GKN,Walnut Ridge Regional,Tokyo,NY,USA,35.76269234,-91.52661246
HLC,Fosston Municipal,Eugene,MO,USA,36.74038834,-131.60989725
AFN,Sloulin Field International,San Diego,TX,USA,54.60599015,-84.89956608
TZR,San Carlos,Jersey City,AK,USA,37.39968267,-99.52460792
3JC,La Grande/Union County,Garland,CA,USA,45.65294893,-112.21679676
GUC,Granville,Minneapolis,OR,USA,43.92424569,-84.89280144
CZG,Geneva Municipal,Escondido,WY,USA,37.77025844,-116.86542684
EVV,Mesa Del Rey,Carrollton,AR,USA,44.3637404,-65.49566616
LOT,Highland County,Greensboro,CA,USA,30.54710749,-113.48429221
MO6,Minto (New),Seattle,OH,USA,62.9114458,-98.98170088
RHV,Space Cost Regional,Winston-Salem,NM,USA,39.98305554,-86.49543258
35S,Mena Intermountain Municipal,Henderson,MN,USA,45.07340451,-71.0536377
I43,City of Tulia/Swisher County Municipal,Macon,WA,USA,45.69375904,-59.17790314
2M8,Enterprise Municipal,Sunnyvale,CA,USA,43.0771258,-70.67643753
ASH,Gwinner-Roger Melroe,Plano,CO,USA,44.29596044,-99.25149598
O09,Rush City Regional,Pomona,NC,USA,37.4463779,-107.79254374
RDM,Ocean City,Savannah,OR,USA,34.70795373,-78.79231855
1S6,St. Louis Downtown,Reno,SD,USA,38.40357179,-48.78603555
UNK,Conway-Horry County,Albuquerque,NC,USA,21.98927593,-125.46798946
I40,Vermilion County,Akron,MO,USA,56.41718718,-68.25424074
77G,San Carlos,Winston-Salem,ND,USA,46.47397522,-94.88743555
RNV,Fort Atkinson Municipal,London,MO,USA,31.8189188,-142.63651835
IWD,Chanute,Baltimore,LA,USA,66.52578616,-132.63885349
WBQ,Guam International,Albuquerque,FL,USA,38.19187614,-121.78878039
0D8,Greenlee County,Arlington,GA,USA,42.16843641,-114.94806099
0AK,Blairsville,Paterson,TX,USA,49.17791368,-102.2887705
X46,Elko Regional,Dallas,NJ,USA,37.09059501,-92.39733185
8U8,Farmington Regional,Tampa,IA,USA,39.76586799,-81.7620327
L45,Chandler,Escondido,NJ,USA,45.68580402,-120.97289591
ULM,Bolivar Municipal,Toronto,OK,USA,40.41948758,-92.66223813
I63,Claremore Regional,Norfolk,TX,USA,30.70349299,-109.14332425
88C,Hamburg Inc.,West Valley City,HI,USA,36.80283927,-83.35283347
M77,St James Municipal,Las Vegas,NY,USA,16.4908636,-67.01252704
HYR,Calhoun County,Bakersfield,TX,USA,45.49916636,-86.5501578
80F,Clow,Fontana,MT,USA,30.25415918,-99.25209849
01G,Naknek,Murfreesboro,IN,USA,50.46692894,-127.26749133
1A5,Port Alexander SPB,Oxnard,AK,USA,36.49946984,-100.61553767
TLR,Cherokee Municipal,El Paso,GA,USA,37.58215419,-86.72626317
4B7,Joplin Regional,Baton Rouge,ND,USA,37.56145785,-89.74184951
SVA,Albertville Municipal,Torrance,OK,USA,34.69120471,-83.09372382
DBN,Hoonah SPB,Tampa,AL,USA,56.28269898,-83.70694955
PTN,Owensboro-Daviess County,Hampton,OH,USA,42.78482782,-51.48042532
SCD,Ocean City,Columbus,CA,USA,24.0287047,-83.53098062
C05,Missoula International,Roseville,AK,USA,38.22065214,-132.33092244
LBB,San Luis Valley Regional/Bergman,Sioux Falls,MI,USA,49.92225925,-71.52854512
GCT,Walker County,Hampton,AK,USA,44.99988061,-102.87116153
N00,Derby,Norfolk,NE,USA,28.51286533,-75.72704235
HDN,Portage County,Miami,AR,USA,33.21799803,-110.678647
3JC,Price County,Garland,UT,USA,35.34257798,-75.69186465
N68,Sulphur Municipal,Reno,MA,USA,55.19811409,-104.27049941
FCH,Lawrence J Timmerman,Paris,AR,USA,53.72794622,-129.01997334
S93,Greensburg-Decatur County,Fontana,TX,USA,53.08906688,-96.40707043
13K,South Naknek 2,Hampton,IA,USA,43.54398701,-91.08363156
MVN,Jamestown Municipal,Cincinnati,AK,USA,44.0388638,-110.15251396
MBL,Akron Fulton Intl.,Escondido,MN,USA,50.64988399,-111.64801035
S70,Hemet-Ryan,Lincoln,MO,USA,37.11563812,-85.89386301
NUL,Foley Municipal,Carrollton,WY,USA,54.21684128,-104.89333091
F56,Homerville,Tempe,SC,USA,38.1731517,-108.41142765
JSO,Middleton,Milwaukee,OH,USA,37.22605011,-121.69030159
PHT,Southland,Naperville,MA,USA,39.47561309,-37.73046366
GKJ,Charlottesville-Albermarle,Midland,LA,USA,26.31073255,-78.71563272
Y83,Crawfordsville Municipal,Madison,ID,USA,48.15994786,-106.05467636
DCK,Creston Municipal,Garland,NC,USA,47.13343122,-61.70781447
SLO,Cumberland Regional,Paterson,MI,USA,39.79337975,-134.64496115
EFW,Marshalltown Municipal,Newport News,ME,USA,37.8781886,-78.75298743
PUB,Columbus Municipal,West Valley City,GA,USA,51.35760988,-58.98675587
CEY,Mt Sterling-Montgomery County,Tucson,CA,USA,33.82798567,-93.98505529
TWM,Marion-Crittenden County,Buffalo,AK,USA,42.11182535,-90.31140972
5F1,Moore-Murrell,Knoxville,CO,USA,40.66698793,-84.80636259
HSP,Draughon-Miller Central Texas Regional,Madison,AK,USA,34.65395555,-107.34528463
CYO,Southeast Texas Regional,Chicago,CA,USA,33.43365239,-73.32257493
VNY,Ellendale Municipal,Plano,AK,USA,36.39351133,-112.45231769
7G0,Punxsutawney Muni,Mesa,MS,USA,44.07420412,-66.72910023
BNW,Natrona County Intl,Pueblo,KY,USA,43.94689652,-83.85202264
L67,Butler Memorial,Washington,KS,USA,47.33565779,-115.78002117
OWD,Woodlake,Garland,WA,USA,44.76132471,-71.74784334
0F2,Charlevoix Municipal,Jersey City,MI,USA,38.37745788,-77.69753341
6B0,Cameron Municipal Airpark,Torrance,OK,USA,48.22340065,-62.49362144
GYY,Byron,Philadelphia,NC,USA,45.6572169,-70.88126254
MDS,Vandenberg,Lewisville,PA,USA,32.53862721,-146.26660037
AMA,Siskiyou County,Minneapolis,AK,USA,54.08523746,-84.82640306
46D,Ortonville Municipal,Hayward,KS,USA,29.18929601,-105.00674938
OH21,Morrow County,Colorado Springs,MS,USA,46.75014075,-91.09803924
2A9,Early County,Saint Paul,CA,USA,40.32678551,-100.41600398
1C5,Theodore F Green State,Waco,AK,USA,26.07711865,-103.37442255
O53,Gillespie County,Carrollton,IN,USA,53.68317366,-82.25505575
DNS,Madera Municipal,Salt Lake City,OR,USA,40.30720013,-117.13996331
9V5,Sitka,Austin,NY,USA,32.0645544,-63.79437743
Q58,Charleston Municipal,Riverside,DE,USA,41.84056262,-116.70808807
ANI,Sioux Gateway,Stockton,KS,USA,32.24668982,-149.9820154
TWF,Abilene Municipal,Oxnard,ND,USA,36.83164412,-90.05722778
0O3,Kenosha Regional,Indianapolis,NH,USA,34.40447658,-71.33133809
CHS,Capital,Newport News,MO,USA,41.10263909,-78.51554176
0V7,Antrim County,Lakewood,ND,USA,43.62129984,-120.83445822
MQY,Haigh,Austin,IA,USA,35.56480877,-121.82825688
02A,Benton Municipal,Oklahoma City,TX,USA,46.64281837,-125.94539875
OBE,Chesapeake Municipal,Tallahassee,PA,USA,49.31899105,-127.66373505
FDR,Levelock,Grand Rapids,NY,USA,36.23194428,-98.44365106
TGI,Colorado City Municipal,Garland,CA,USA,39.42440641,-112.43041401
L31,San Marcos Municipal,Winston-Salem,IA,USA,41.1349883,-72.05519542
I25,Mackinac County,Carrollton,WA,USA,39.96014715,-113.25877994
FZI,Miller Municipal,Thornton,UT,USA,40.57435289,-111.98979997
00M,Babelthoup/Koror,Topeka,TN,USA,30.20813724,-92.81808058
9A3,Challis,Washington,MT,USA,44.62503991,-114.67349237
S21,County Memorial,Kansas City,TX,USA,33.40700083,-78.79594496
SCH,Redbird,Savannah,OH,USA,57.76074294,-96.56419396
L35,Pike County,New York,IA,USA,42.22676809,-73.45715611
UAO,Eloy Municipal,Odessa,MI,USA,37.37424898,-105.22538973
DDC,Le Mars Municipal,Houston,NE,USA,40.34467237,-94.33745308
EOS,Lawrenceburg Municipal,Hialeah,FL,USA,34.28971359,-58.61185545
MZZ,Covington Municipal,Knoxville,MS,USA,40.38224393,-122.13089691
T00,Paso Robles Municipal,Milwaukee,FL,USA,33.49833094,-100.00934495
CHU,Lynchburg Municipal-Preston Glenn,Pomona,MO,USA,33.71912783,-88.14897121
F12,Ripley,Aurora,LA,USA,41.28047977,-105.80142641
S34,Knoxville Municipal,Riverside,NE,USA,42.33926493,-96.42361179
2M8,Lodi,London,TX,USA,27.7866928,-93.6565497
X60,Pageland,Tempe,FL,USA,34.22420362,-93.9753233
MEY,Cherokee Nation,Toronto,OH,USA,45.24717536,-118.70545313
M77,Schenck,Nashville,KS,USA,36.04382359,-63.07910902
DDC,Adirondack,Atlanta,UT,USA,64.06370745,-66.15955645
19M,Fond Du Lac County,Little Rock,WA,USA,49.53059671,-96.16703253
SLB,Union County,New Orleans,ME,USA,46.26783884,-40.87706769
ISM,Jackson Hole,Sparks,IN,USA,45.54305328,-121.62255747
MIE,Winslow-Lindbergh Regional,Fresno,KS,USA,48.93081871,-65.13796983
8D7,Shenandoah Valley Regional,Baltimore,WI,USA,39.30241224,-86.41534711
CXU,James Clements Municipal,Chattanooga,CA,USA,47.6099895,-126.46078138
U82,Greensburg-Decatur County,Dayton,MT,USA,48.43244126,-111.32615459
X23,Wasilla,Memphis,PA,USA,27.59961383,-92.42455726
IGT,E 34th St Heliport,Jacksonville,SD,USA,50.20058368,-99.28497605
A04,Happy Camp,Visalia,NY,USA,47.20807731,-107.8580865
DET,Colonel James Jabara,Saint Paul,NY,USA,49.60912052,-108.30420969
ADU,Florence Regional,El Paso,NJ,USA,39.98610871,-113.84001477
OLF,Alliance Municipal,Salt Lake City,TN,USA,33.26184632,-126.72287911
DDH,Woodbine Muni,Fayetteville,FL,USA,31.81701238,-75.76360435
MRB,Center Municipal,Tempe,MS,USA,35.56619145,-146.77727107
4R9,Ely Arpt (Yelland),Winston-Salem,WA,USA,33.74805251,-87.8062438
PVF,Belle Fourche Municipal,Wichita,CA,USA,45.07108908,-34.57703193
SBS,Mapleton Municipal,Paterson,WI,USA,43.73915372,-121.54543581
70J,Thomson-McDuffie County,Colorado Springs,FL,USA,41.448626,-132.01527644
BIS,Bentonville Municipal,Moreno Valley,MI,USA,25.35703135,-104.56911929
97M,Shelbyville Municipal,Tempe,AS,USA,47.08115935,-100.01255002
1L9,San Antonio International,Sunnyvale,NV,USA,36.27696172,-44.76512532
ELM,Marked Tree Municipal,Wichita,MT,USA,36.61023439,-93.17741924
NC14,Minot International,Henderson,IL,USA,36.97379648,-94.6865763
VEL,Sunnyside Municipal,Nashville,OK,USA,33.89183293,-81.48038394
MDT,Worland Muni,Tallahassee,MN,USA,54.27367497,-82.62619895
I67,Webster Municipal,Sioux Falls,FL,USA,37.00521215,-89.08943904
ACB,Altus Municipal,Peoria,MI,USA,23.85697186,-108.41317278
I35,Boundary,Topeka,AR,USA,36.03738738,-88.06417589
KTN,Clear,Philadelphia,PA,USA,30.68256414,-110.91535945
MRN,Ofu,Rochester,MS,USA,31.11774386,-81.21382593
SBO,Daviess County,Tampa,AZ,USA,32.39431639,-97.13780654
AHP,Mason Jewett,Stockton,MS,USA,30.95250935,-52.40786405
57C,Oxford County Regional,Hayward,NC,USA,36.72135915,-109.48809457
SAV,Bowling Green-Warren County,Topeka,ND,USA,45.05061634,-97.65740235
PSM,Cherokee County,Santa Ana,RI,USA,40.41799976,-115.04393718
PHT,Blosser Municipal,Sparks,VA,USA,25.87620023,-128.52196563
EGQ,Woodward,Riverside,AR,USA,39.15315622,-88.68623614
42C,Middle Peninsula Regional,Knoxville,IA,USA,44.222889,-105.41772295
W41,Maryville Memorial,Winston-Salem,OH,USA,45.15131639,-70.28862085
U76,Four Corners Regional,Tokyo,MT,USA,49.69680974,-80.01921433
KNW,Moore County,Pomona,OR,USA,48.50360693,-106.9827342
M95,Lewis County Regional,Worcester,WV,USA,39.62806553,-74.1507117
LGB,Early County,Newport News,KS,USA,46.27139422,-104.56406734
MTM,Chillicothe Municipal,Providence,CA,USA,56.24684524,-83.74120434
GCT,Ozark-Franklin County,Riverside,WY,USA,44.11379585,-123.49095452
X95,Anaktuvuk Pass,Jacksonville,OK,USA,25.26977382,-120.55692053
BFD,Midland International,Washington,OK,USA,20.63891754,-90.61501431
VHN,De Quincy Industrial Airpark,Lewisville,IA,USA,37.78908481,-99.92508925
LHD,McPherson,Norfolk,SC,USA,47.41091621,-76.05613996
CMA,Bangor International,Indianapolis,IA,USA,46.53475329,-123.6546501
UDG,Lea County,Arlington,AK,USA,44.45927541,-131.99462409
FZG,Whidbey Air Park,Nashville,IN,USA,20.7720684,-125.32560611
JAU,Angwin-Parrett,Roseville,FL,USA,38.07376822,-100.51816458
ANW,Springfield State/Hartness,Washington,GA,USA,30.02701386,-48.61646482
O32,Jackson Municipal,San Francisco,AL,USA,28.66545859,-105.7273676
COM,Harry W Browne,Grand Rapids,IN,USA,40.53030007,-92.15553053
E19,Kalskag,Pittsburgh,VA,USA,53.20247382,-61.31419976
5R3,Abbeville Chris Crusta Memorial,Saint Paul,AK,USA,29.44231006,-152.96530311
SBM,Frederick Municipal,Carrollton,TX,USA,52.38019461,-80.25146159
CRP,Cairo,Tampa,ID,USA,36.71274986,-122.55108093
MEJ,Jasper County -Bell,Paterson,WA,USA,32.87847779,-95.7923919
OZW,Hope Municipal,Savannah,CA,USA,32.908193,-120.5981663
LBT,Luka,Oxnard,MN,USA,38.38865213,-63.25997568
ODX,Reno/Tahoe International,Glendale,SD,USA,37.46372201,-120.85596738
PSC,Driggs-Reed Memorial,Denton,OH,USA,33.88487235,-138.61626135
BML,Claremont Municipal,Riverside,OK,USA,49.99424144,-112.01208413
IPL,Deadhorse,Spokane,MS,USA,41.29449869,-115.29375561
HSB,Broken Bow Municipal,Rochester,TX,USA,39.48448502,-77.97411235
T56,University of Illinois-Willard,Miami,IN,USA,45.4070124,-104.6681965
D19,Trident Basin,Louisville,MI,USA,42.40140059,-129.43637284
ENL,Woodlake,Grand Rapids,NY,USA,56.62886734,-68.01861524
CUH,Knox County Regional,Surprise,AK,USA,37.66784519,-113.10048459
22N,Clow,Raleigh,ND,USA,39.76237013,-105.38687515
S10,Adirondack,Salt Lake City,PA,USA,28.69108887,-106.22461535
72S,International,Sparks,IL,USA,61.81540433,-102.51465559
4J6,Monmouth Municipal,New Orleans,WI,USA,22.65892452,-117.03663993
93F,Mount Comfort,Bridgeport,AK,USA,36.41488301,-98.68980148
IMT,Andrews Municipal,San Francisco,MD,USA,42.00257616,-105.63754363
TKI,Walterboro Municipal,Carrollton,MS,USA,30.40995964,-125.96574777
GBD,William M Tuck,Oklahoma City,ID,USA,46.98701942,-98.48614623
HCO,Freehold,Sacramento,MS,USA,39.62069169,-90.13113136
27J,Morton-Cochran County,Tempe,NA,USA,31.5662515,-69.29355516
13C,Hyder SPB,Washington,IL,USA,34.75071204,-97.64241183
TKX,Point Baker SPB,Reno,GA,USA,44.31914595,-109.52800823
9S5,Spadaro,Sydney,NE,USA,38.3744073,-103.4857531
0B5,St Landry Parish - Ahart,Washington,AK,USA,30.75084964,-81.86338218
BVI,Dean Griffin Memorial,Buffalo,MI,USA,26.87176433,-83.29429905
PAE,Daniel,Surprise,GA,USA,33.25998993,-101.84935166
1S5,Scott AFB/MidAmerica,Tacoma,CA,USA,33.62606833,-90.87133885
N29,Scott AFB/MidAmerica,Henderson,MO,USA,38.44938092,-121.5954843
2D5,Waimea-Kohala,Torrance,KY,USA,53.71119571,-105.15653121
JSO,Page,Cincinnati,NM,USA,47.87044106,-50.51645218
FOA,New York Skyports Inc. SPB,Plano,NM,USA,26.36383567,-85.44355223
EST,Council,Midland,MD,USA,19.37979714,-111.41888855
20N,Central City Municipal,Waco,NJ,USA,33.43572055,-100.25140119
TEX,Alva Regional,Denver,GA,USA,42.95177254,-118.76452786
M34,Sportsman Airpark,Colorado Springs,MO,USA,53.04999697,-105.56956566
36S,Shawano Municipal,Salem,CA,USA,51.03624461,-68.73455909
11IS,Montauk,New York,MO,USA,34.19158274,-112.89826823
HDN,Fairhope Municipal,Sacramento,AZ,USA,52.26844563,-48.05586623
F45,Delano Municipal,Milwaukee,TX,USA,34.6848682,-158.12457959
CKN,False Pass,Reno,MI,USA,35.4662644,-118.93251147
SET,Dexter Regional,Des Moines,MI,USA,42.98538506,-129.45995195
PDK,McMinn County,Durham,KS,USA,52.44315123,-148.4015729
HBC,Adams,Winston-Salem,MI,USA,39.61065126,-117.34873325
77G,Eastern Oregon Regional At Pendleton,Fort Wayne,OH,USA,26.80625184,-133.3005915
GLW,Atqasuk,Tucson,MD,USA,33.3954078,-70.66632327
LCI,Walhalla Municipal,Louisville,TX,USA,46.88383281,-97.04146969
DMW,Hampton Municipal,Murfreesboro,IL,USA,36.38521644,-100.27613141
9M4,Fitiuta,Tallahassee,VA,USA,34.54886808,-98.23780854
HWO,Kanab Muni,Toledo,NJ,USA,42.52760199,-75.89924598
7M7,Three Forks,Savannah,WI,USA,43.48062712,-62.45124068
EEN,Albert J Ellis,Des Moines,WV,USA,43.5510111,-152.6306631
MFR,Bowers,Greensboro,MT,USA,35.31798577,-102.94649445
RZN,Greensboro Municipal,Sterling Heights,TN,USA,46.68760791,-89.2886226
MKO,Byron,Omaha,MI,USA,36.77078701,-90.24082916
ISW,Tioga Municipal,Chicago,CA,USA,36.08161565,-140.46590518
MTJ,Raleigh Cty Memorial,Fayetteville,PA,USA,38.70127319,-93.34232563
CGF,Hamilton-Fairfield,Boston,AZ,USA,32.89965865,-129.08943885
HSI,General Mitchell International,Tampa,WI,USA,31.53695509,-74.1132656
BIE,Pine Mountain Lake,Anchorage,CA,USA,50.41711583,-103.16775492
48S,Monahans-Roy Hurd Memorial,Savannah,AL,USA,38.31729723,-121.19710859
MDZ,Hollis Municipal,Macon,OH,USA,37.93496537,-110.47841956
CHO,Marlboro County,Chattanooga,AZ,USA,34.54136826,-71.56386045
MNV,Colorado City Municipal,New York,NE,USA,29.65416971,-41.43043191
5J9,Hardwick,Minneapolis,CA,USA,28.72240414,-59.15442012
LNL,Black River Falls Area,Jersey City,AR,USA,43.07567659,-92.66793307
CEC,Eastern Oregon Regional At Pendleton,Paris,PA,USA,58.71006988,-134.08833667
BTN,Gruver Municipal,Sterling Heights,WI,USA,34.46320825,-75.15746828
F08,Griswold,Oxnard,UT,USA,30.92599834,-129.02245002
AIV,City-County,Pomona,AL,USA,53.06129071,-146.9304615
61C,Robert(Bob) Curtis Memorial,Sydney,MS,USA,23.20877701,-94.87177433
AMN,Robert J. Miller Airpark,Portland,IL,USA,49.33337142,-160.93106987
F44,Person County,Colorado Springs,MI,USA,55.21264097,-83.81015551
DXX,Gallia - Meigs Regional,Des Moines,MO,USA,33.16087171,-142.41236273
HBZ,Creston Municipal,Milwaukee,TX,USA,44.77330423,-118.81912745
A32,Goodnews,Hayward,MT,USA,34.8023239,-157.08699077
CMI,Lea County,Murfreesboro,CA,USA,50.22782135,-82.2300446
DLO,Kennett Memorial,Lincoln,CA,USA,48.34308208,-100.91300127
SNL,Hawkins,Bridgeport,MN,USA,32.42379633,-132.34396894
45R,Hughes,Paris,CA,USA,35.67500908,-78.62941498
1V5,Baxter County Regional,Sunnyvale,GA,USA,41.16245381,-91.02999985
DGW,Goose Bay,Newport News,AK,USA,26.33606334,-101.9624359
ARV,Webster Municipal,Tokyo,SD,USA,36.11532759,-98.8402902
9D7,Parowan,Peoria,FL,USA,31.46560474,-140.37870627
5NN,Cibecue,Colorado Springs,LA,USA,46.70036596,-91.05068042
VMR,Harrisburg-Raleigh,San Francisco,OK,USA,39.1586074,-79.98627322
BIE,Hatch Muni,Jacksonville,IA,USA,32.47278521,-86.56117029
LAM,Pangborn Memorial,Durham,MT,USA,46.72517895,-120.29532044
OGM,Eek,Austin,WI,USA,34.82293841,-135.81891144
4I9,Covington Municipal,Anaheim,WV,USA,38.48742889,-117.37236359
BFL,Manhattan Regional,Memphis,SC,USA,45.27398033,-108.37151343
VCV,Lusk Muni,Peoria,IA,USA,41.04018009,-108.72564
GKN,Marked Tree Municipal,Omaha,GA,USA,43.55191921,-110.90613956
4A4,Key West International,New Orleans,OH,USA,37.74903955,-93.27230049
PKF,Asheboro Municipal,San Jose,GA,USA,37.68115868,-114.3443956
72S,Coffey County,Salem,CA,USA,60.39300342,-100.46263749
BKE,Cloverdale Municipal,Surprise,TX,USA,55.07984061,-92.44425913
JEF,Kirksville Regional,Tallahassee,WA,USA,41.9649736,-129.75692755
MPE,Baraboo - Wisconsin Dells,Houston,OK,USA,31.21070335,-116.1415022
CRO,Chico Municipal,Stockton,AZ,USA,25.96902658,-89.56000168
17K,Hartington Municipal,Joliet,FL,USA,41.63378011,-114.02549812
X60,Laconia Municipal,Portland,IN,USA,44.71161215,-111.57553286
12C,Henry Tift Myers,Lubbock,MI,USA,41.90340114,-118.74817246
6A4,Greater Beardstown,Cincinnati,AK,USA,48.64805868,-89.31024502
TVL,Cashmere-Dryden,Washington,OH,USA,47.9900704,-59.92577814
THA,Oxnard,Las Vegas,MN,USA,34.26383663,-93.7256114
TVF,Killeen Municipal,Hialeah,MO,USA,30.38336205,-102.94883808
C05,Blanding Muni,Corpus Christi,PA,USA,47.2413093,-108.48050249
H45,Kalamazoo County,Oxnard,AK,USA,39.25027244,-132.94612239
Q00,Packwood,Pasadena,AK,USA,44.44373171,-77.02702534
TAL,Kelso-Longview,London,AK,USA,45.29947128,-57.71891666
WVL,Wellsville Muni Tarantine,Albuquerque,TN,USA,44.33030304,-103.95833867
BJJ,Freehold,Miami,CO,USA,26.80354213,-99.86002638
MNM,Hilton Head,Richmond,WA,USA,32.18520899,-102.76326643
WBW,Greenfield Municipal,Anchorage,IN,USA,42.24840442,-119.64788666
UDG,Bayport Aerodrome,Naperville,AL,USA,53.952158,-80.94908409
RBE,Kneeland,Santa Ana,IA,USA,40.07172892,-151.94899567
GNB,Furnace Creek,Hampton,SC,USA,48.11415267,-91.79508469
AIT,Kotlik,Winston-Salem,MT,USA,37.31611595,-102.81688374
T82,New Kent County,Naperville,TX,USA,27.94617971,-99.3163002
3U8,Ulysses,Santa Ana,TX,USA,44.66032471,-128.74272491
49Y,Sebastian Municipal,Sparks,OK,USA,39.77329794,-111.55015466
38U,North Las Vegas,Phoenix,AK,USA,34.45530972,-87.1618298
GHW,Skyhaven,Pomona,UT,USA,31.84054612,-74.36768823
AWO,Robert Gray AAF,Lubbock,AK,USA,39.18333585,-71.89058003
BFL,Cold Bay,Sterling Heights,NM,USA,37.14835913,-109.7850428
AJC,Crystal,Anchorage,MT,USA,46.32707849,-61.83929167
CVG,Ocean City Muni cipal,Philadelphia,OH,USA,46.9984467,-108.70016428
EYE,Pitt-Greenville,Lincoln,AK,USA,33.20403669,-132.29767021
F70,Cherokee Municipal,Philadelphia,IN,USA,57.09689505,-74.80739167
5V5,Roscoe Turner,Colorado Springs,AL,USA,34.92431837,-71.69669604
12C,Clinton Memorial,Sunnyvale,OH,USA,30.74046291,-120.80758071
6S3,Hampton Roads Executive,Spokane,KS,USA,50.46865169,-134.9736153
CZT,Hartington Municipal,Portland,MI,USA,57.64295469,-123.23799873
ONY,Summerville,Richmond,MN,USA,32.82191605,-70.83130461
U34,Sacramento Mather,Little Rock,PA,USA,46.41012067,-66.19489405
SD10,Big Sky,Wichita,AR,USA,38.87231352,-78.18478244
L06,Brookhaven-Lincoln County,Jersey City,OK,USA,54.53448381,-152.21274654
UES,Dubuque Municipal,San Francisco,MA,USA,21.44315272,-60.55585377
63A,Deming Municipal,Providence,TX,USA,55.35515627,-91.63263979
BIG,Springfield State/Hartness,Jacksonville,CA,USA,29.39622337,-119.42920841
Z17,Picayune Municipal,Hampton,KY,USA,35.87171584,-134.79538725
E05,South St.Paul Municipal,Modesto,IN,USA,44.13324768,-106.94293914
AHP,Roberts,Chandler,OK,USA,44.96059575,-85.46019486
1G5,Olympia,Pomona,NY,USA,43.53983115,-79.30874121
3JC,Houston Municipal,Houston,TX,USA,34.00931783,-83.4051986
LBO,Scott Municipal,Odessa,IL,USA,44.84277682,-109.95339308
O41,Kirk,Tallahassee,LA,USA,36.97861173,-113.25882357
DCY,Independence Municipal,Grand Rapids,OR,USA,33.953423,-87.00100911
T56,Hydaburg SPB,Little Rock,NV,USA,56.63316117,-105.46738033
USE,Twin Bridges,Winston-Salem,MO,USA,47.32938924,-86.399746
N51,Franklin,Seattle,MT,USA,41.0578497,-110.00945591
9I3,Charles W. Baker,Paterson,PA,USA,43.05355973,-100.17921351
RHV,South St.Paul Municipal,Pomona,NM,USA,38.56968207,-104.41163101
MCE,San Juan Pueblo,Tacoma,IN,USA,47.23053912,-142.57824231
LDJ,Nulato,Odessa,TN,USA,43.97635951,-130.7940574
COU,Point Lay Dew Station,Stockton,ND,USA,50.22114779,-105.93887106
C71,Birchwood,Birmingham,KS,USA,50.64444208,-82.57557746
SUN,Camden,Denver,CA,USA,31.34031243,-105.43886877
ALB,Harvard State,Topeka,ID,USA,43.76610066,-93.68319191
LHX,Grants Pass,Irvine,OH,USA,38.46553568,-125.97427878
U70,Victoria Regional,Oklahoma City,KS,USA,48.22751956,-105.35017506
7M3,Idaho Falls Regional,Gilbert,CA,USA,50.88274204,-60.76634634
3T3,Kokomo Municipal,Lincoln,ID,USA,29.00631706,-109.28438687
74S,Dauphin Island,Sydney,KY,USA,34.72691838,-96.27333611
O43,Water Valley,Paterson,NE,USA,32.33335334,-109.42153778
HOE,Downtown Heliport,Fresno,WV,USA,33.68294442,-98.50077289
FNT,Dekalb-Taylor Municipal,Huntington Beach,MN,USA,47.45313611,-120.2815705
CRP,Presho Municipal,Lewisville,OH,USA,40.154128,-113.63721746
EKA,Jesse Viertel Memorial,Dallas,MI,USA,30.89672064,-110.38105979
FDK,Frankfort,Honolulu,AK,USA,49.92099598,-85.58882756
HTL,Cheyenne County Municipal,Richmond,PA,USA,53.45544648,-130.29426587
HUT,Norfolk,Sioux Falls,NE,USA,36.16283419,-117.54906554
09W,Coulter,Cleveland,CA,USA,42.76949914,-50.98900532
CXO,Northway,Fresno,MA,USA,39.20351795,-115.72641299
GUP,Mid-State,Grand Rapids,FL,USA,29.23874986,-44.2437057
84K,Rogue Valley International,Phoenix,VT,USA,40.21107795,-98.16167033
CGS,Hesperia,Anaheim,TX,USA,40.76102344,-84.12843132
TEB,Ormond Beach Municipal,Lewisville,IN,USA,46.1851789,-89.39446944
E06,Hollister Municipal,San Jose,TN,USA,41.59848863,-54.55224872
26U,Marshall Muni - Ryan,Berlin,CA,USA,34.66518998,-76.06866718
JST,Elizabeth City CG Air Station/Municipal,Thornton,OH,USA,52.00592498,-97.41630624
RKR,Rickenbacker International,Charlotte,LA,USA,38.94360301,-99.15950163
SGH,Farington,Baton Rouge,OH,USA,18.61337945,-130.62688578
ELK,Cheyenne Eagle Butte,Des Moines,AR,USA,40.24211473,-108.01257181
