answer,question
"[""centroid""]",what is the oldest bank in the uk
"[""1974""]",where did the outsiders take place in the book
"[""Calcium ions""]",where did 6 degrees of separation come from
"[""Pom Klementieff""]",who played big red in the five heartbeats
"[""Anil Kumar Jha""]",what war was the movie patriot based on
"[""12""]",where do the ny yankees play home games
"[""Gabrielle Haugh""]",who plays emma on once upon a time
"[""1984""]",what is the fastest roller coaster at hershey park
"[""Saddam Hussein""]",who played sam tyler's mom in life on mars
"[""Prince Phillip""]",the world's oldest epic tale told in poetry is called the epic of
"[""six""]",who is the actor that plays the hound in game of thrones
"[""1980""]",journal of physics a mathematical and theoretical abbreviation
"[""China""]",who introduced a standardized system of weights and measures in china
"[""Lionel Messi""]",countries that won't let you in with israel stamp
"[""October 10, 2017""]",who plays the mom in everybody hates chris
"[""rose window""]",who played in the college football championship last year
"[""2002""]",when was daylight savings time created in us
"[""video editing""]",who is the actor that plays the tick
"[""the Cambrian explosion""]",who does howard's mother's voice on the big bang
"[""Amanda Shiflett""]",who did cubs beat to get to world series
"[""April 28, 2017""]",once upon a time season 7episode 11 release date
"[""Jimmy Cliff""]",who played atticus in to kill a mockingbird
"[""1939""]",where is the new double dare filmed at
"[""2017""]",who is the chief of staff at the white house
"[""the axon terminal""]",when is you get me coming out on netflix
"[""Marvin Gaye""]",who gave up their birthright in the bible
"[""constitutional republic""]",who wrote the song what's so funny bout peace love and understanding
"[""Ryan ten Doeschate""]",who played the monster in jeepers creepers 3
"[""West Indies""]",when does lara croft tomb raider come out
"[""George Hudson""]",what kind of beer is blue moon considered
"[""James Arthur""]",countries that won't let you in with israel stamp
"[""Dylan""]",when does it normally snow in north dakota
"[""eastward, in prograde motion""]",who sang if i could see the rhondda one more time
"[""Carole King""]",when does the winter season begin in chile
"[""13""]",who sings gran torino at the end of the movie
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did the first dodge charger come out
"[""Zaira Wasim""]",where does the story anne of green gables take place
"[""four""]",who sang don't fall in love with a dreamer
"[""the Ivrea Codex"",""the Apt Codex""]",who was the first super villain spiderman ever encountered
"[""July 16, 2017""]",when did get rich or die trying come out
"[""Greek""]",who does jenny slate play in star vs the forces of evil
"[""Parafollicular cells""]",when did the make a wish foundation start
"[""after a minor infringement""]",when was the women's army corps established
"[""Atlanta–Fulton County Stadium""]",when did ginny weasley join the quidditch team
"[""Lake Baikal""]",when did blackburn rovers win the premier league
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who did chris long play football for last year
"[""2018""]",who is the female lead in chitty chitty bang bang
"[""Australia""]",what is the population of belgium in 2018
"[""May 5, 1992""]",who has been appointed new president of the indian council of cultural relations
"[""Matthew Prokop""]",when did they start day light savings time
"[""Meredith Willson""]",running wild with bear grylls zac efron location
"[""Anderson Silva""]",what two serial killers lived at the cecil hotel
"[""March 25, 2011""]",who does jim carrey play in the grinch
"[""James Arthur""]",what is the combined sales tax rate in quebec
"[""Barbicide""]",who won season 13 of the biggest loser
"[""Anderson Silva""]",who win the dada saheb falke award in 2018
"[""1960""]",which one of saturn's moons has water
"[""1943""]",who has the power to declare a law unconstitutional
"[""Potassium chlorate""]",when does the school year start in israel
"[""PewDiePie""]",who sang you don't know me first
"[""18""]",list of most populous cities in andhra pradesh
"[""April 28, 2017""]",who composed the music for blade runner 2049
"[""35""]",where does the story of the trojan war come from
"[""Marley""]",who sang the power of love before celine dion
"[""1988""]",who plays the younger sister in what's eating gilbert grape
"[""Australia""]",the patriots and the french were unsuccessful in taking this city during the american revolution
"[""San Antonio""]",who have most followers on twitter in world
"[""1974""]",how many languages anne frank's diary is published in
"[""1943""]",which indian state is the first to get the morning rays of the sun
"[""18""]",which instrument is used to measure the weight of the body
"[""2024""]",when does vermintide 2 come out on xbox one
"[""In 1995""]",when is imagine dragons next album coming out
"[""Barbicide""]",who does maisie play in game of thrones
"[""Gal Gadot""]",who wants to be a millionaire 2018 most won
"[""A concerto""]",when did the cask of amontillado take place
"[""2024""]",where did you find the red pandas in india
"[""12""]",who wrote save a horse ride a cowboy
"[""Guaranteed Rate Field""]",when did los angeles kings win the stanley cup
"[""1980""]",who starred in the tv show room 222
"[""Islamic prophet Muhammad""]",who is the author of the buried giant
"[""July 16, 2017""]",when was last episode of this is us
"[""Eagles""]",one of the reasons they are so important is that all b vitamins function as
"[""July 16, 2017""]",who plays caputo on orange is the new black
"[""Jose Garces""]",what is the staute of liberty made of
"[""State governments""]",where is the reticular formation located in the brain
"[""Matthew Prokop""]",what type of printer has a nozzle like printhead
"[""Greek""]",who beat the texas rangers in the world series
"[""Elstree Studios""]",who sings i'll be loving you forever
"[""2015""]",who is the first person to classified galaxies into groups according to their structure
"[""2018""]",when was the hitchhiker's guide to the galaxy published
"[""Abigail Rokison-Woodall""]",who plays arizona robbins on grey's anatomy
"[""produces a lubricating mucus""]",what is the role of the secretary general of the un
"[""18""]",who played major kira on deep space nine
"[""10""]",how many seats are reserved for representatives of sc and st in lok sabha
"[""Billie Jean King""]",what is the nascar channel on sirius xm
"[""Spanish""]",who is pretending to be a in pretty little liars
"[""ground state""]",upland region that stretches from nj to alabama
"[""Bella Dayne""]",who sings beauty and the beast with ariana grande
"[""Miguel Cabrera""]",what is the largest village in the united states
"[""Lacey Turner""]",when does spiderman homcoming come out on dvd
"[""Sachin Tendulkar""]",when was the term surfing the internet coined
"[""May 5, 1992""]",name of the cat in hong kong phooey
"[""Parafollicular cells""]",when did the new shape audi a6 come out
"[""Elstree Studios""]",who is the voice of aurora in sleeping beauty
"[""August 27, 2017""]",a large collection of servers is called a(n)
"[""George Casper Homans""]",who moves first in chess black or white
"[""1988""]",in the bible who was thrown into the fiery furnace
"[""John O'Banion""]",when did the price is right first air
"[""1920 to 1933""]",who sings power rangers dino charge theme song
"[""A concerto""]",when did earth's population reached 6 billion
"[""May 5, 1992""]",what is the triangular shaped area at each end of the greek temple called
"[""a maroon Bristol 405""]",when was the first new pound coin made
"[""1950""]",apoptotic bodies are phagocytized without the process of
"[""Christopher Robert Evans""]",who wrote the song i put a spell on you
"[""West Indies""]",who was the first king in game of thrones
"[""Richard Dawson""]",when do the red hot chili peppers tour
"[""Eagles""]",who plays bill the banker on the ranch
"[""12""]",what is the name of the simpson's cat
"[""12""]",what are the four stages of human development
"[""13""]",what is the triangular shaped area at each end of the greek temple called
"[""179""]",what do you call a fish with four eyes
"[""10""]",how old is stasi from vander pump rules
"[""a compulsory governmental insurance system""]",who has the most shutouts in nhl history
"[""King Edward Peak""]",who is the present chairman of human rights commission in india
"[""1900""]",who wrote life is just a bowl of cherries
"[""July 16, 2017""]",where does dna replication begin on a chromosome
"[""Amanda Shiflett""]",bryan adams i do it for you year
"[""1967""]",where is the museo nacional de antropologia located
"[""centroid""]",who discovered the direction of magnetic field lines
"[""A concerto""]",how many workers died building the golden gate
"[""video editing""]",what is the name of the large city in southeastern nevada
"[""August 27, 2017""]",when was the last time brazil won miss universe
"[""Jesse Donald Knotts""]",who chooses the speaker of the house of representatives
"[""a maroon Bristol 405""]",when did the life of pablo come out
"[""South Side, Chicago""]",season 10 of real housewives of atlanta cast
"[""18 August 2011""]",what does mpv stand for in a cbc test
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when did india gain independence from british rule
"[""in 2018""]",who translated the song we shall overcome in bengali
"[""2017""]",what episode does charlie come back in saving hope
"[""Parafollicular cells""]",when did drinking age go from 18 to 21
"[""Elstree Studios""]",how much did it cost to land a man on the moon
"[""Constantine""]",when did the 4th generation ipad come out
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",what was the journey of the cherokee to indian territory called
"[""Billie Jean King""]",who sang tie a yellow ribbon round an old oak tree
"[""2–4 years""]",who kills tree gelbman in happy death day
"[""Lake Baikal""]",when was the last time chelsea won fa cup
"[""West Indies""]",who played josie in the movie wyatt earp
"[""January–July 1975""]",who wrote the song can't get no satisfaction
"[""Elstree Studios""]",where was the world's first commercial natural gas well drilled
"[""four""]",what part of the philippines is marawi city
"[""1988""]",where was a place to call home filmed
"[""Saddam Hussein""]",how many episodes in it's always sunny season 13
"[""1967""]",when did panama canal go back to panama
"[""Bella Dayne""]",who played luke skywalker in a new hope
"[""Bella Dayne""]",who did the music for blue planet 2
"[""Spectre""]",when does captin underpants the movie come out
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when is howard stern going on david letterman
"[""42""]",how many episodes of beyblade burst god are there
"[""2015""]",who played mrs. landers on leave it to beaver
"[""1967""]",the four noble truths presupposed what three characteristics of reality
"[""after a minor infringement""]",where did the last name castillo come from
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when does criminal minds season 13 finale air
"[""1982""]",what books are in the lord of the rings series
"[""2002""]",who won the men's 2009 australian open
"[""1962""]",who wrote the score for mission impossible fallout
"[""Gabrielle Haugh""]",when did i'm a celebrity first start
"[""Marvin Gaye""]",who conducted experiments to determine how much earth weighs
"[""Marley""]",who is left of the original walking dead cast
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",how many turbos does a bugatti veyron ss have
"[""volume of the container decreases""]",whos the girl in the basement in don't breathe
"[""2024""]",which country is called land of morning calm
"[""volume of the container decreases""]",who played ronnie barker's daughter in porridge
"[""Charles Young""]",which first lady found at a clinic for substance abuse recovery in rancho mirage california
"[""Dylan""]",who played luke skywalker in a new hope
"[""China""]",who played the thin man in the movies
"[""35""]",what part of florida is florida international university
"[""1,089 sq ft""]",backwards compatible xbox one games call of duty
"[""South Side, Chicago""]",ripened part of a flowering plant that contains seeds
"[""Marvin Gaye""]",the rod cells in the retina contain a light absorbing pigment called
"[""Pom Klementieff""]",who is the childhood prodigy who mastered the mandolin
"[""Guaranteed Rate Field""]",as a factor of production what is capital
"[""horses""]",when was the last time miami dolphins won in new england
"[""PewDiePie""]",when was the statue of liberty placed on ellis island
"[""Gal Gadot""]",where do i get a postal order from
"[""Sachin Tendulkar""]",who plays the general in the incredible hulk
"[""four""]",who plays spike in buffy the vampire slayer
"[""to perceive linear acceleration""]",who plays wilma's mother in the flintstones
"[""1962""]",when does the next episode of supernatural start
"[""1920 to 1933""]",name the city in brazil were confederates moved after the civil war
"[""179""]",who scored the most points in a playoff game
"[""Jose Garces""]",how to watch ru pauls drag race all stars season 3
"[""3 to 8 days""]",when does wicked tuna outer banks 2018 start
"[""the Ivrea Codex"",""the Apt Codex""]",when did the second republic in france end
"[""December 2003""]",who plays harold in captain underpants the movie
"[""18 August 2011""]",where is denali national park located in alaska
"[""2018""]",where do i find the gifts of the spirit in the bible
"[""1967""]",where did the term prayer warriors come from
"[""six""]",what does the ef stand for in tornado
"[""volume of the container decreases""]",when did the last pirates of the caribbean come out
"[""4""]",where do they make ben and jerry's ice cream
"[""1792""]",when did the orioles win the world series
"[""1981""]",who was the first black republican elected to us senate
"[""2000""]",when does america's got talent start live shows
"[""In 1995""]",where did gb come in the 2012 olympics
"[""in 2018""]",when did the mayflower first come to america
"[""ground state""]",who plays helen of troy fall of a city
"[""2018""]",who played jill's friend karen on home improvement
"[""Amanda Shiflett""]",name the city in brazil were confederates moved after the civil war
"[""Sarabi""]",who played aunt beru in revenge of the sith
"[""Niagara River""]",who is the voice actor for erza in fairy tail
"[""Lake Baikal""]",who is the owner of walt disney company
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when did pretty fly for a white guy come out
"[""Parafollicular cells""]",who ran on the democratic ticket in 2016
"[""the Cambrian explosion""]",how many episodes is there of death note
"[""12""]",when did 10 rupees coin launched in india
"[""John O'Banion""]",who sings the song video killed the radio star
"[""Christopher Robert Evans""]",who conducted experiments to determine how much earth weighs
"[""Ryan ten Doeschate""]",when did jack in the box buy qdoba
"[""Saddam Hussein""]",who played young richie in the original it
"[""1942""]",where was the first topgolf opened in the us
"[""December 2003""]",where does the filtrate go after it leaves the bowman's capsule
"[""January–July 1975""]",how much is a shot of espresso in ml
"[""Islamic prophet Muhammad""]",at present who is the speaker of lok sabha
"[""12""]",what is the name of the canal that separates central and south america
"[""2018""]",who plays the snake in the jungle book movie
"[""1980""]",when did they start putting vin numbers on cars
"[""Spanish""]",who holds the record for most inside the park home runs
"[""in 2018""]",who wrote i still can't say goodbye
"[""in 2018""]",sean and kaycee world of dance the duels
"[""35""]",who hoisted indian national flag for the first time
"[""Edwin Hubble""]",how many episode of lost in space netflix
"[""Elstree Studios""]",what type of economic system does thailand have
"[""1982""]",what were the two main causes of the dust bowl
"[""those that have died""]",when did st patrick's day become a holiday
"[""Charles Young""]",who did jessica jones kill in season 1
"[""10""]",what is nala and simba's baby's name
"[""April 28, 2017""]",who voices friday in captain america civil war
"[""Eagles""]",what is the next marvel movie after civil war
"[""New York Yankees""]",who is referenced in the song american pie
"[""James Arthur""]",which materials is used as anode in dry cell
"[""A mood swing""]",when is love bug mating season in florida'
"[""Thurl Ravenscroft""]",when is sims mobile coming out in usa
"[""2012""]",who played mark twain on star trek next generation
"[""in 2018""]",who wrote the song the boy is mine
"[""2018""]",who did the vikings play in their first playoff game
"[""Spectre""]",when was the us department of defense established
"[""August 17, 2018""]",who is the female lead in chitty chitty bang bang
"[""horses""]",who was the french general that signed the 1918 armistice
"[""Evaluation and management""]",who is the new york yankees hitting coach
"[""Sarabi""]",who is the comedian that says get er done
"[""George Hudson""]",what is the song anything you can do from
"[""after a minor infringement""]",when does the school year start in vietnam
"[""the Cambrian explosion""]",where does the last name montes de oca come from
"[""Islamic prophet Muhammad""]",what mechanism do you use to send a soap message over http
"[""Islamic prophet Muhammad""]",who wrote the song you make my dreams come true
"[""Spectre""]",when does the magician's nephew take place
"[""2010""]",which celestial bodies will isro's proposed aditya mission study
"[""1998""]",who sings gran torino at the end of the movie
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when did the lion king first come out
"[""Barbicide""]",who is the leader of ruling party in rajya sabha
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who is the woman astronaut who holds the world record of staying in the space for the longest time
"[""Matthew Prokop""]",what metal is on top of the washington monument
"[""South Side, Chicago""]",how many episodes of counting on are there
"[""Mary Kate Schellhardt""]",when did the usa last qualify for world cup
"[""Dev"",""Devin Star Tailes""]",who plays emily fields in pretty little liars
"[""Lake Baikal""]",who directed the oscar winning film 'the piano' in 1993
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",synthetic approaches to instruction are also known as what kind of approach to instruction
"[""Prince Phillip""]",where does dia de los muertos take place
"[""constitutional republic""]",prison break how many episodes in season 1
"[""Pom Klementieff""]",who came up with north south east and west
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",how many total games in an mlb season
"[""1890""]",who has the most no-hitters in major league baseball
"[""those that have died""]",how many stars is on the united states flag
"[""Sachin Tendulkar""]",who is the chairman of coal india limited
"[""Clemson\n1""]",who played darien in the last boy scout
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who was the japanese leader during world war ii
"[""Ireland""]",when did the green bay packers play in milwaukee
"[""Evaluation and management""]",who plays spike in buffy the vampire slayer
"[""after a minor infringement""]",where does the colorado river end in texas
"[""Monasteries"",""wealthy individuals"",""rulers""]",where was the film all the money in the world filmed
"[""Zone Improvement Plan""]",who played scarlette o'hara in gone with the wind
"[""August 27, 2017""]",when did nepal got temporary membership of un security council
"[""V8 engine""]",when did nba draft go to two rounds
"[""volume of the container decreases""]",when did the british east india company gain control over india
"[""Anderson Silva""]",which type of real estate investment trust is designed to deal exclusively in equities
"[""the Cambrian explosion""]",who played israel on the daniel boone show
"[""Josh Groban""]",how many pages does the book life of pi have
"[""Marvin Gaye""]",where was palm trees in the snow filmed
"[""pyramidion""]",who plays dina bergeron on the young and the restless
"[""9""]",where was the wonder years supposed to take place
"[""10""]",when did the república de yucatán declare independence from mexico
"[""China""]",who has the most holidays in the world
"[""1939""]",who was the mom on father knows best
"[""2024""]",who was the host of america's most wanted
"[""1962""]",who played elizabeth in pirates of the caribbean black pearl
"[""Mary Kate Schellhardt""]",who sings the theme tune to bulletproof on sky one
"[""Abigail Rokison-Woodall""]",when does it start warming up in houston
"[""Anil Kumar Jha""]",who wrote we belong together by mariah carey
"[""Atlanta–Fulton County Stadium""]",when did grocery stores start using plastic bags
"[""Edwin Hubble""]",who played the boy in kramer vs kramer
"[""ice caps""]",who plays kelly from saved by the bell
"[""oxidative phosphorylation""]",when does my friend dahmer come out in theaters
"[""the Cambrian explosion""]",what is the location of mars in the solar system
"[""2012""]",what states were hit the hardest by the dust bowl
"[""December 15, 2017""]",states elects the maximum number of members to the rajya sabha
"[""PewDiePie""]",who wrote a program for the analytical engine to calculate a series of bernoulli numbers
"[""2018""]",who translated the song we shall overcome in bengali
"[""1984""]",first european known to have crossed the mississippi river (2 wds.)
"[""March 15, 2013""]",when did 18 years olds get the vote
"[""Over 2,500""]",where does the pulmonary artery take blood to
"[""Christopher Robert Evans""]",who is related to the rock in wwe
"[""1967""]",when was the last time the canadiens won a stanley cup
"[""1974""]",who played marcia brady in the brady bunch tv show
"[""the Ivrea Codex"",""the Apt Codex""]",who wrote you don't know what it's like to love somebody
"[""Gal Gadot""]",who wrote the novel king solomon's mines
"[""Clayton Moore""]",who is peter from guardians of the galaxy father
"[""Guaranteed Rate Field""]",where have the olympics been in the us
"[""Jesse Donald Knotts""]",first woman judge in high court of india
"[""Mars Bonfire""]",who played charlie from charlie and the chocolate factory
"[""71%""]",first european known to have crossed the mississippi river (2 wds.)
"[""1920 to 1933""]",who played the flash in the original tv series
"[""oxidative phosphorylation""]",whos the 2nd most subscribed person on youtube
"[""Alex Rodriguez""]",what is the main language spoken in cuba
"[""Machilipatnam""]",who united all the sikh and founded a kingdom in the punjab
"[""San Antonio""]",who is the first person to go to the moon
"[""Citytv""]",who plays old henry in once upon a time
"[""in 2018""]",who became ceo of it company vipro in 2016
"[""Anderson Silva""]",when does a new dragon ball super episode come out
"[""China""]",where does the pulmonary artery take blood to
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",the period of transition between childhood and adulthood is known as
"[""10""]",vitamin b12 is essential for the proper functioning o
"[""1982""]",when was the last time steph curry played
"[""Citytv""]",how many seasons of blue heelers are there
"[""Jesse Donald Knotts""]",when did the drc gain independence from belgium
"[""constitutional republic""]",where was the movie 10 cloverfield lane filmed
"[""Lebanese""]",when does the mlb all star voting start
"[""1988""]",what is the age of consent in nsw
"[""Saddam Hussein""]",who won the season series between yankees and red sox
"[""1981""]",when did the new nintendo 3ds xl come out
"[""1900""]",who said stand on the shoulders of giants
"[""Guaranteed Rate Field""]",when was the last time houston astros were in the world series
"[""May 5, 1992""]",what is the name of the introduction to the constitution
"[""Jose Garces""]",where does the smell of vanilla come from
"[""1939""]",is the nissan gtr a v6 or v8
"[""2009""]",who has most superbowl wins afc or nfc
"[""18""]",who built the temple of bruhadiswara at tanjavore
"[""12""]",itc grand chola chennai is 5 star or 7 star
"[""2018""]",who is known as the first and last female rules of the delhi sultanate
"[""George Hudson""]",who played bette midler's son in first wives club
"[""PewDiePie""]",who has been the longest serving chief minister of rajasthan
"[""13""]",who has the least punishments on impractical jokers
"[""Marley""]",who played eric in head of the class
"[""Shirley Mae Jones""]",most points by a single team in an nfl game
"[""Guaranteed Rate Field""]",who is lead singer of fall out boy
"[""December 15, 2017""]",when will bendy and the ink machine chapter 5 be released
"[""Lebanese""]",where was the movie the last song filmed
"[""eastward, in prograde motion""]",when was the last episode of full house aired
"[""9""]",where does the movie great outdoors take place
"[""A mood swing""]",who is presenting national film awards in india
"[""West Bengal""]",in which year first census was conducted in india
"[""1981""]",who is the girl that plays in the movie shooter
"[""1981""]",who is in charge of a football match
"[""18""]",who won the most college football national championships
"[""James Arthur""]",who sings the song for stuck in the middle
"[""1,089 sq ft""]",who represents fresno in the california assembly and state senate
"[""Potassium chlorate""]",where does absorption take place in the small intestine
"[""Barbicide""]",what team did wilt chamberlain play for when he scored 100 points
"[""unknown""]",who sang over the rainbow in you've got mail
"[""13""]",who does the voice for the geico gecko
"[""Meredith Willson""]",who composed the famous song 'sare jahan se acha'
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",the 2000 presidential election came down to which state's electoral votes
"[""Anil Kumar Jha""]",who had the best batting average in baseball history
"[""2002""]",who has the highest minimum wage in the us
"[""1962""]",once upon a time season 7episode 11 release date
"[""4""]",when is the last time michigan beat ohio state
"[""1962""]",who is often considered america's most prolific composer
"[""Welton Academy""]",number of passengers on independence of the seas
"[""1988""]",who sang i'll do anything for love
"[""2015""]",what type of key does a hashing algorithm use
"[""Bella Dayne""]",the scattering of light by a colloidal suspension is called the
"[""1981""]",who pitched the last perfect game in baseball
"[""March 25, 2011""]",where did spain colonize in the new world
"[""Eli Marienthal""]",who played jason voorhees in friday the 13th
"[""Marvin Gaye""]",who wrote the song i never promised you a rose garden
"[""Citytv""]",what episode of army wives does emmalin graduation
"[""video editing""]",when do new episodes of impractical jokers start
"[""October 10, 2017""]",what is the real name of sleeping beauty
"[""3 to 8 days""]",what did spain send to attack britain in 1588
"[""George Hudson""]",who was the dictator who ruled spain for 40 years
"[""China""]",when did the movie the secret come out
"[""Carole King""]",when did get rich or die trying come out
"[""Marvin Gaye""]",how many nfl championships did the packers win
"[""Evaluation and management""]",who won the australian open women's title
"[""Amanda Shiflett""]",what year does the handmaid's tale show take place
"[""a maroon Bristol 405""]",6. what is the name of the danish goldsmith who founded the pandora jewelry company
"[""In 1995""]",the cells that undergo spermatogenesis and have 1 'c' dna content are
"[""1939""]",what is the american league record for most consecutive wins
"[""Sarabi""]",where did the term trick or treat come from
"[""eastward, in prograde motion""]",brazil is the world's largest exporter of what crop
"[""V8 engine""]",a port in north east italy the capital of the friuli-venezia giulia region
"[""Amanda Shiflett""]",who won the premier league 3 years ago
"[""12""]",where is last man standing based out of
"[""July 16, 2017""]",the type of shop outlawed by the taft-hartley act was the ____ shop
"[""2002""]",who is the first person to classified galaxies into groups according to their structure
"[""Anil Kumar Jha""]",how many puppies can a newfoundland dog have
"[""2–4 years""]",where did gb come in the 2012 olympics
"[""pyramidion""]",when was give me that old time religion written
"[""1984""]",the final electron acceptor for the electron transport chain of aerobic respiration is
"[""Gabrielle Haugh""]",what is the speed limit on the m5
"[""V8 engine""]",which hormone plays a significant role in appetite stimulation
"[""Phillip Alford""]",who plays young snow white in once upon a time tv show
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",what is the name of jacob tribe in twilight
"[""South Side, Chicago""]",where did most of the fighting take place in the war of 1812
"[""Molt Taylor""]",who owns the senkaku/diaoyu dao islands
"[""April 1, 1999""]",when was capital gains tax introduced in the uk
"[""University of South Carolina""]",when does the next season of once upon a time come on
"[""2000""]",who acted as harley quinn in suicide squad
"[""August 27, 2017""]",do i need a permit to purchase a handgun in nc
"[""Mary Kate Schellhardt""]",the sum of the kinetic and potential energies of all particles in the system is called the
"[""Constantine""]",when does hold the dark come out on netflix
"[""Jason Michael Lee""]",who was killed in i know what you did last summer
"[""Islamic prophet Muhammad""]",who plays eric brady on days of our lives 2017
"[""1988""]",after the second triumvirate who fought for control of rome
"[""1974""]",portion of hemoglobin associated with the production of bilirubin
"[""US$500""]",what is the largest of the lymphoid tissue found in the pharynx
"[""University of South Carolina""]",who drove the truck in the movie duel
"[""Phillip Alford""]",when was the last time real madrid won la liga title
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who is the top selling female artist of all time
"[""Marley""]",who does the voice of moana's mom
"[""April 28, 2017""]",where did aaron judge play baseball last year
"[""18""]",how many episodes are there in moon lovers
"[""2009""]",who are the guests on dancing with the stars this season
"[""Abigail Rokison-Woodall""]",who plays murray's brother in the goldbergs
"[""Ryan Guzman""]",when will lost in space be on netflix
"[""March 27, 2018""]",who plays in won't you be my neighbor
"[""1998""]",when did the cavs win their first championship
"[""a maroon Bristol 405""]",when did gen 2 come out pokemon go
"[""after a minor infringement""]",who scored the most goals in premier league
"[""China""]",what is the least common blood type in the usa
"[""2017""]",how many died in the las vegas shooting
"[""Molt Taylor""]",what are the team colors for the arizona diamondbacks
"[""2017""]",how far is summerville south carolina from charleston
"[""Bella Dayne""]",where was the last winter olympics held in the united states
"[""4""]",when does got season 7 ep 5 air
"[""redox reactions""]",how many episodes in the shooter on netflix
"[""New Netherland""]",who has the fastest nfl combine 40 time
"[""Abigail Rokison-Woodall""]",there are currently how many sitting members on the us supreme court
"[""Pom Klementieff""]",how many episodes of she gotta have it
"[""Molt Taylor""]",who produced it ain't hard to tell
"[""after a minor infringement""]",who plays the vulcan on star trek enterprise
"[""Lake Baikal""]",what is the abbreviation for an element called
"[""Lake Baikal""]",when did the new karate kid come out
"[""James Arthur""]",where did lyla go in girlfriends guide to divorce
"[""2000""]",when is the last time the celtics won a championship
"[""2017""]",trains from kings cross to central station sydney
"[""1900""]",what kind of guns can you own in the uk
"[""Thurl Ravenscroft""]",who is the pink hair girl in sailor moon
"[""PewDiePie""]",who wrote aerosmith i don't want to miss a thing
"[""2009""]",fifa world cup 2010 ball made in which country
"[""October 10, 2017""]",where was beauty and the beast tv show filmed
"[""Evaluation and management""]",when was daylight savings time created in us
"[""2000""]",when did the ford f150 raptor come out
"[""University of South Carolina""]",when was the first mechanical cotton picker invented
"[""Clayton Moore""]",who wrote the tune for the star spangled banner
"[""Jose Garces""]",who played lead guitar on fun fun fun
"[""copper""]",who is dr torres on grey's anatomy
"[""12""]",when did the metropolitan police force become a service
"[""Edwin Hubble""]",who played freddy krueger on nightmare on elm street
"[""Edwin Hubble""]",in what modern day country did the renassaince start in
"[""Jesse Donald Knotts""]",what term is used to describe a childs inability to see the world
"[""volume of the container decreases""]",when did they stop using cabooses on trains
"[""Over 2,500""]",how much data does the large hadron collider produce
"[""9""]",how many episodes are in this season of the walking dead
"[""2012""]",where was bury my heart at wounded knee filmed
"[""2–4 years""]",when was the last time kansas state university was in the elite 8
"[""Anderson Silva""]",who was the first lady magistrate of india
"[""Abigail Rokison-Woodall""]",where are salt marshes located in the us
"[""centroid""]",a language that used symbols to represent objects
"[""redox reactions""]",who used punch cards to create a new calculating system
"[""Ireland""]",where are most substances absorbed into the blood
"[""December 15, 2017""]",what's the name of a one piece ski suit
"[""unknown""]",how many times has marshall made the ncaa tournament
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who was the french general that signed the 1918 armistice
"[""Gabrielle Haugh""]",nilgiri himalayan and arabian are species of which animal
"[""Amanda Shiflett""]",who played sloane in ferris bueller's day off
"[""March 25, 2011""]",who wrote everything is fair in love and war
"[""Spanish""]",who has become the first batsman to score three hundreds in t20 internationals
"[""1967""]",who laid the foundation of space science in india
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",which country is the home of santa claus village
"[""Constantine""]",who was the pledge of allegiance written by
"[""Monasteries"",""wealthy individuals"",""rulers""]",when did alvin and the chipmunks come out
"[""Pom Klementieff""]",voice of tiana's mother in princess and the frog
"[""2002""]",the movie schindlers list takes place during which historical event
"[""oxidative phosphorylation""]",where is the champions league cup final being held
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",where was the hindenburg scheduled to fly and how many passengers were on the british airship
"[""13""]",who does the voice of the female chocolate m&m
"[""1950""]",when was the last time pistons won a championship
"[""2017""]",who needed a brain in the wizard of oz
"[""April 28, 2017""]",what was the tiger's name in jungle book
