answer,question
"[""35""]",which molecule initiates the halt of the cycle when damaged dna is detected in g1
"[""Barbicide""]",who rescued the flag at the battle of sullivan's island
"[""Zone Improvement Plan""]",when did the first ibm personal computer debut
"[""Barbicide""]",when was the first harry pitter book released
"[""Evaluation and management""]",the barkan waterfall is over which river in karnataka
"[""2–4 years""]",west bengal is in which side of india
"[""2015""]",ascomycetes reproduce sexually by forming a sac known as
"[""Season 4, Episode 8""]",who sings the song you find out who your friends are
"[""2002""]",highest clean sheet in epl in a season
"[""2018""]",when did we didn't start the fire come out
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who do you play as in farcry 5
"[""Jose Garces""]",when did fingerprints start being used by the police
"[""2018""]",who won the 2016 men's individual crossfit games
"[""Venus""]",who sang i got a little something for you
"[""in 2018""]",where does the pulmonary artery take blood to
"[""Richard Dawson""]",who sang does he love you like he loves me
"[""Australia""]",who plays in the first nfl football game
"[""St. Louis Cardinals"",""San Francisco Giants""]",who was the first saiyan to fight goku
"[""Thurl Ravenscroft""]",who was the union general who burned a path of destruction through georgia
"[""35""]",who beat the texas rangers in the world series
"[""2002""]",who is the punter for the dallas cowboys
"[""pyramidion""]",when was the grand canyon national park established
"[""13""]",who played ramsey bolton in game of thrones
"[""Eli Marienthal""]",who wrote book of acts in the bible
"[""Carole King""]",once upon a time season 7 hansel actor
"[""2018""]",how long did it take to make the movie paranorman
"[""the axon terminal""]",which type of real estate investment trust is designed to deal exclusively in equities
"[""Calcium ions""]",who fought in the western front in ww1
"[""12""]",when did the no child left behind act start
"[""July 16, 2017""]",when did the self balancing scooter come out
"[""Jimmy Cliff""]",who sings one way or another in coyote ugly
"[""Saleisha Stowers""]",who sings whole new world in aladdin movie
"[""2–4 years""]",who won the ncaa basketball championship in 1989
"[""1998""]",who sings the song it should've been me
"[""Saleisha Stowers""]",who plays lemon's mom in hart of dixie
"[""North Korea""]",who discovered the magnetic effect of electric current
"[""Mars Bonfire""]",when was the pyramid at the louvre built
"[""December 15, 2017""]",who came up with an atomic theory based on scientific evidence
"[""produces a lubricating mucus""]",where is eurovision 2018 going to be held
"[""after a minor infringement""]",when was the 1st king james bible written
"[""1974""]",where is the density of an atom concentrated
"[""1974""]",is uc berkeley a private or public school
"[""in 2018""]",who wrote if i was a carpenter and you were a lady
"[""1942""]",who is the highest goal scorer in the epl
"[""oxidative phosphorylation""]",who played the dead friend in the big chill
"[""the axon terminal""]",who was the member of the wampanoag tribe who helped the pilgrims grow key wampanoag crops
"[""New Netherland""]",where did the last name parker come from
"[""July 16, 2017""]",where will future mlb all star games be held
"[""1967""]",when was uncle toms cabin published in book form
"[""Evaluation and management""]",who has the highest free throw percentage in the nba
"[""10""]",who recorded heard it through the grapevine first
"[""2017""]",who was thrown in the lion's den
"[""Marley""]",who gave the slogan swaraj is my birth
"[""1974""]",who starred in lost and the vampire diaries
"[""State governments""]",where can i take the bar exam without going to law school
"[""Eagles""]",who has the most points scored in an nba game
"[""1988""]",what are these little white balls in the back of my throat
"[""10""]",during which phase of sdlc are the test cases developed
"[""West Bengal""]",at which battle did the french navy help
"[""Zaira Wasim""]",when does there's something about megan start
"[""Clemson\n1""]",who played gerry bertier in remember the titans
"[""1998""]",top 10 highest grossing movies of all time
"[""Prince Phillip""]",who wrote the song out in the country
"[""produces a lubricating mucus""]",where does the last name bates come from
"[""October 10, 2017""]",when was the last time manchester united won a trophy
"[""Mexico"",""Soviet Union""]",the djoser pyramid was unique in the old kingdom in being
"[""1950""]",who is supreme leader in new star wars
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who wrote take it easy by the eagles
"[""2010""]",1 kilohertz is equal to how many hertz
"[""122""]",when is the new bleach movie coming out
"[""35""]",where does the mac in fleetwood mac come from
"[""produces a lubricating mucus""]",who won the fifa under 17 world cup 2017
"[""Lionel Messi""]",who does the voice of jessie in toy story 2
"[""pyramidion""]",who played primrose everdeen in the hunger games
"[""six""]",where is gobi desert located on a map
"[""2015""]",who played young kate on this is us
"[""Australia""]",who played alan bennetts mother in the lady in the van
"[""12""]",in greek mythology who solved the riddle of the sphinx
"[""John O'Banion""]",what is the term that is used to describe a person’s overall sense of worth and well-being
"[""James Arthur""]",who played mr banks in mary poppins movie
"[""John O'Banion""]",when did the last star wars come out
"[""Shirley Mae Jones""]",what book comes after glass in the crank series
"[""China""]",when did it don't matter to me come out
"[""Pom Klementieff""]",who plays andrea's sister in the walking dead
"[""those that have died""]",what is the population of toronto ontario canada
"[""Matthew Prokop""]",what is the first light in the night sky
"[""ground state""]",when does new series of dr who start 2018
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who is the new president of india olympic association
"[""San Antonio""]",who plays denny duquette on grey's anatomy
"[""1974""]",who went to the super bowl in 1999
"[""Zaira Wasim""]",who played barry gordy on the temptations movie
"[""1890""]",who plays the female lead in the movie raam leela
"[""A concerto""]",which amusement park holds the record for most rides
"[""2010""]",who is the girl that sings in what lovers do
"[""horses""]",who will be inducted into the baseball hall of fame in 2018
"[""13""]",where did the tradition of the christmas tree originate
"[""Lebanese""]",who played mckenna in mckenna shoots for the stars
"[""the Cambrian explosion""]",who is known as the human computer of india
"[""Jimmy Cliff""]",when did islam begin its spread overland into south asia quizlet
"[""Zone Improvement Plan""]",hawaii is in what region of the us
"[""Christopher Robert Evans""]",where is the common site for obtaining a pulse rate
"[""Marley""]",who sang the song if it's meant to be
"[""Spectre""]",when was god put in the pledge of allegiance
"[""six""]",where does the mississippi river start in minnesota
"[""South Side, Chicago""]",when was the first internal combustion engine created
"[""China""]",the loop which execute once before condition is checked
"[""a compulsory governmental insurance system""]",a roman dictatorship was supposed to last a maximum of
"[""12""]",who won the ncaa basketball championship in 1989
"[""1960""]",when was the last time a goalie scored in the nhl
"[""Calcium ions""]",how many huey helicopters were shot down in vietnam
"[""the Cambrian explosion""]",who is the highest goal scorer in the epl
"[""China""]",three athletic events that use the si system of measurement
"[""University of South Carolina""]",what is the candlesticks name on beauty and the beast
"[""17""]",who starred in the inn of the sixth happiness
"[""2009""]",who wrote the hymn all hail the power of jesus name
"[""Gal Gadot""]",what is the least common blood type in the usa
"[""A concerto""]",which team won the ncaa mens basketball championship in april 2015
"[""179""]",who is the new chairman senate of pakistan
"[""2002""]",tremors a cold day in hell filming location
"[""E. M. Forster""]",who wrote the music for somewhere over the rainbow
"[""July 16, 2017""]",who sang whose bed have your boots been under
"[""Mary Kate Schellhardt""]",who is given the credit for establishing deaf education
"[""2002""]",when is howard stern going on david letterman
"[""centroid""]",what are the team colors for the arizona diamondbacks
"[""1984""]",where does the show the goldbergs take place
"[""August 17, 2018""]",where did twenty one pilots film tear in my heart
"[""A mood swing""]",when did manchester united win the uefa super cup
"[""a maroon Bristol 405""]",who is chief of defence staff in india
"[""the Ivrea Codex"",""the Apt Codex""]",what is the city in italy that is under water
"[""oxidative phosphorylation""]",which territory held a referendum on independence from the united kingdom on 18 september 2014
"[""January–July 1975""]",who won the national championship in college football in 2016
"[""Miguel Cabrera""]",who plays steve in peter kay's car share
"[""volume of the container decreases""]",when was last episode of this is us
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",what is the border name between india and pakistan
"[""April 1, 1999""]",the side chain for valine is classified as a
"[""12""]",who has got the most followers in instagram
"[""1980""]",where did the last name castillo come from
"[""1988""]",when did nyc get the statue of liberty
"[""18""]",where did the umayyads move the capital of the muslim empire
"[""Sarabi""]",when did the united states declare war on great britain
"[""Lebanese""]",which team won the most la liga titles
"[""V8 engine""]",who sang the song coat of many colors
"[""West Bengal""]",famous literary works and their authors in europe
"[""December 15, 2017""]",who sang original i put a spell on you
"[""State governments""]",where did top gear build the bridge in thailand
"[""1974""]",ok google who was the second president of the united states
"[""ground state""]",how many times has arsene wenger won the fa cup
"[""Elstree Studios""]",when did the original psycho movie come out
"[""produces a lubricating mucus""]",how many oscars did the film titanic win
"[""Jason Michael Lee""]",what type of money has value based on intrinsic worth
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",where did the tebhaga movement occur in 1946
"[""pyramidion""]",who asserted that man is product of earth surface
"[""Mexico"",""Soviet Union""]",when was the first car navigation system invented
"[""10""]",who plays the younger sister in what's eating gilbert grape
"[""1988""]",what's the name of the eighth sims 3 expansion pack
"[""produces a lubricating mucus""]",when does the movie my little pony come out
"[""1900""]",who is the giffgaff mobile network run by
"[""2015""]",who starred in the greatest show on earth
"[""New York Yankees""]",when was the song as time goes by written
"[""Carole King""]",who is the author of wind in the willows
"[""oxidative phosphorylation""]",1971 rolling stones album with a working zipper
"[""2018""]",who did the charlotte hornets trade kobe bryant for
"[""Citytv""]",how many babies did dolly the sheep have
"[""Lebanese""]",who plays the clown in the 2017 movie it
"[""Prince Phillip""]",when did michael jackson started his music career
"[""December 15, 2017""]",how many episodes are in seven seconds season 1
"[""3 to 8 days""]",where does the pancreatic duct connect to the duodenum
"[""2024""]",in which book is scheherazade a story teller
"[""Lacey Turner""]",when did jurassic world the fallen kingdom come out
"[""Billie Jean King""]",when did the allies break out of normandy
"[""April 28, 2017""]",which musical is send in the clowns from
"[""Jimmy Cliff""]",when was the birds nest stadium built for the beijing games
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",what are saturn's rings mostly made of
"[""US$500""]",how many lanes in a olympic swimming pool
"[""Marvin Gaye""]",who has scored most runs in t20 matches
"[""4""]",who wrote song take me out to the ballgame
"[""Marvin Gaye""]",olaf's frozen adventure when does it come out
"[""July 16, 2017""]",who sings the song it's been a while
"[""12""]",first year for fuel injection on harley davidson
"[""Over 2,500""]",where are sister chromatids attached to one another
"[""constitutional republic""]",when did mine that bird win the kentucky derby
"[""2009""]",who developed a useful staining method to identify bacteria
"[""1942""]",where is the volleyball hall of fame located
"[""March 15, 2013""]",what country did america fight in world war 1
"[""Marvin Gaye""]",when was puerto rico added to the usa
"[""China""]",who has scored the most goals in soccer history
"[""2000""]",who has the power to remove a senator from the senate
"[""originally from the Greek""]",why is the congo river not navigable for its entire course
"[""March 15, 2013""]",who's winning the cowboys or the redskins
"[""Anil Kumar Jha""]",who is the president of the united nations 2017
"[""1981""]",how old is huck finn in the adventures of huckleberry finn
"[""2–4 years""]",what type of poem is to his coy mistress
"[""Anderson Silva""]",who did the song once bitten twice shy
"[""in 2018""]",who is known as the leader of an orchestra
"[""George Casper Homans""]",who played the prime minister in rogue nation
"[""four""]",when did new zealand last host the commonwealth games
"[""in 2018""]",who plays carol on last man on earth
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who are the voices on the phone walking dead
"[""North Korea""]",noel gallagher's high flying birds full album
"[""Marvin Gaye""]",the longest wavelengths in the visible spectrum are
"[""V8 engine""]",who wrote the song demons by imagine dragons
"[""Jesse Donald Knotts""]",when was the last time man utd won champions league
"[""1981""]",how many episodes of counting on are there
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who was the bad guy in dudley do right
"[""2024""]",what episode do eddie and patricia get back together
"[""18""]",what are the names of the three pedals on a piano
"[""Jimmy Cliff""]",when did the cult of chucky come out on netflix
"[""Clemson\n1""]",when was the baikal-amur mainline (bam) railroad completed in the russian domain
"[""10 one-hour episodes""]",example of one dimensional array in data structure
"[""1988""]",where is the movie peace love and misunderstanding filmed
"[""1981""]",original singer of how am i supposed to live without you
"[""1982""]",who stars in the movie when in rome
"[""Prince Phillip""]",what must a scientist do prior to generating a hypothesis
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who played pastor dave on that 70s show
"[""Richard Dawson""]",what was the largest single public works project in the history of america
"[""2018""]",pakistan is the part of which region in asia
"[""John von Neumann""]",who does the voice of hogarth in the iron giant
"[""Miguel Cabrera""]",what is snake's name in jungle book
"[""originally from the Greek""]",the principal balkan country in which ethnic cleansing took place in the mid-1990s was
"[""2000""]",how many ap courses are there to choose from
"[""constitutional republic""]",explorer who found a sea route to india around africa
"[""1998""]",which afl team hasn t won a premiership
"[""West Indies""]",what animal was used as a code name for mac os x 10.3
"[""Charles Young""]",is the 49ers in the afc or nfc
"[""1967""]",how many books are in stephen king's dark tower
"[""oxidative phosphorylation""]",who has the most wins in the pga tour
"[""Lake Baikal""]",dolce and gabbana based on which italian city
"[""2015""]",different types of materials used by the florist for making bouquets
"[""Anil Kumar Jha""]",who played rick forrester on bold and beautiful
"[""13""]",when will the lion king remake be released
"[""July 16, 2017""]",in the bible where are the 10 commandments
"[""1982""]",who was the author of yogadarshan which volume did he write
"[""2015""]",when does season 5 of senora acero come out
"[""1939""]",the river narmada rises in the amarkantak plateau of
"[""122""]",when did the state of texas reinstate the death penalty
"[""the Cambrian explosion""]",who played sue in the movie open range
"[""PewDiePie""]",how many states in us still have death penalty
"[""New Netherland""]",when did haiti and the dominican republic split
"[""1974""]",when is camila cabello new album coming out
"[""Marvin Gaye""]",who played ellie on the andy griffith show
"[""originally from the Greek""]",who is the kid that played in big daddy
"[""New York Yankees""]",where does the last name fraser come from
"[""January–July 1975""]",when does law and order svu come back on
"[""1920 to 1933""]",where will the 2020 super bowl be held
"[""Marvin Gaye""]",who holds the record for most confirmed sniper kills in history
"[""71%""]",what real life mission returned a sample from a comet
"[""Lacey Turner""]",who wrote don't know why i didn't come
"[""2000""]",where does the blastocyst implanted in the female human reproductive system
"[""Welton Academy""]",where is the final of u17 world cup
"[""Alex Rodriguez""]",where will future mlb all star games be held
"[""1981""]",when is series 3 of 800 words being aired
"[""Edwin Hubble""]",which indian social reformer was also a judge
"[""2015""]",who played norma desmond in sunset boulevard on broadway
"[""Monasteries"",""wealthy individuals"",""rulers""]",what language is spoken in halifax nova scotia
"[""A mood swing""]",who plays terry crews brother in law in brooklyn nine nine
"[""US$500""]",backwards compatible xbox one games call of duty
"[""1981""]",when did the i pad mini come out
"[""71%""]",when was the last episode of mafs filmed
"[""West Bengal""]",who played lead guitar on sweet home alabama
"[""July 16, 2017""]",who is prime minister of india in 1992
"[""9""]",most followed person on instagram in world 2018
"[""2015""]",what do the numbers on a dartboard mean
"[""South Side, Chicago""]",who has the most stage wins in tour de france
"[""Molt Taylor""]",when was the first samsung mobile phone released
"[""Elstree Studios""]",a sea route from the atlantic to the pacific that passed through or around north america
"[""oxidative phosphorylation""]",who was the highest paid actor in 1971
"[""Lacey Turner""]",who won icc t 20 world cup 2016
"[""10""]",who proposed the indefinite as the structure of reality
"[""Richard Dawson""]",when does rupauls drag race season 10 start
"[""originally from the Greek""]",who wrote the book of love american pie
"[""2010""]",who has the fastest nfl combine 40 time
"[""1974""]",who are the actresses in thelma and louise
"[""Calcium ions""]",who played angelina the waitress on everybody loves raymond
"[""Marley""]",when was the taming of the shrew written
"[""in 2018""]",when is next olympic games to be held
"[""Jesse Donald Knotts""]",where is switched at birth supposed to take place
"[""12""]",who won the national championship in college football in 2016
"[""Mars Bonfire""]",who invested in the green fresh patch pitch
"[""Marvin Gaye""]",where does nectar come from in a flower
"[""Anil Kumar Jha""]",star left at the core of a planetary nebula
"[""Spectre""]",how many episodes are in season 8 of modern family
"[""Shirley Mae Jones""]",topiramate (topamax trokendi) is used to treat which of the following diseases
"[""Miguel Cabrera""]",when did they stop making the crown victoria
"[""pyramidion""]",what is the staute of liberty made of
"[""St. Louis Cardinals"",""San Francisco Giants""]",what years did trinidad and tobago won miss universe
"[""ice caps""]",who plays miranda sings in haters back off
"[""March 25, 2011""]",who won the college baseball world series 2017
"[""Bella Dayne""]",what is the country of siam called today
"[""Pom Klementieff""]",when did west ham last win at old trafford
"[""George Casper Homans""]",supreme court case which established the clear-and-present danger test for restricting expression
"[""A concerto""]",the walking dead mika and lizzie real names
"[""12""]",when did the japanese surrender in the philippines
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when did the black death occur in europe
"[""2012""]",in which year wild life act comes in india
"[""Marvin Gaye""]",who played the lead role in to kill a mockingbird
"[""Evaluation and management""]",which preservationist was instrumental in establishing a national park to protect yosemite valley
"[""1939""]",who plays nora in cheaper by the dozen
"[""7""]",the four noble truths presupposed what three characteristics of reality
"[""1967""]",the real name of the hotel in the shining
"[""Gal Gadot""]",where did pretty little liars go to college
"[""Meredith Willson""]",who is the owner of walt disney company
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who plays murray's brother in the goldbergs
"[""a maroon Bristol 405""]",when does far cry 5 come out for playstation 4
"[""Shirley Mae Jones""]",where was the movie the ugly truth filmed
"[""Ryan ten Doeschate""]",what was the venue of 2015 cricket world cup's final match
"[""John von Neumann""]",how often do we have a census in the uk
"[""March 27, 2018""]",who is on the back of a £5 note
"[""Islamic prophet Muhammad""]",who played daniel in the bible mini series
"[""1984""]",who is hope engaged to on days of our lives
"[""Christopher Robert Evans""]",where is the main campus of gmc located
"[""March 25, 2011""]",who fought in the western front in ww1
"[""March 27, 2018""]",when was the film the wizard of oz made
"[""Billie Jean King""]",when did the stop the boats campaign start
"[""Venus""]",who won the mens money in the bank match
"[""Machilipatnam""]",what do you call the fear of the dark
"[""Queen's Park""]",which city is called the city of flowers in pakistan
"[""A concerto""]",who sings the theme song for casino royale
"[""a wild Pikachu""]",who has won the most trebles in scottish football
"[""Citytv""]",what is the meaning of joie de vivre
"[""US$500""]",when does the next episode of supernatural start
"[""rose window""]",who won the 2018 us golf open championship
"[""four""]",what season does izzie stevens leave grey's anatomy
"[""six""]",which is first silence of the lambs and hannibal
"[""Carole King""]",who has played mackenzie on young and the restless
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",how many floors in the john hancock tower boston
"[""12""]",who played the green girl in star trek
"[""In 1995""]",who was required to have affirmative action programs
"[""April 1, 1999""]",when did us space program resumes after challenger tragedy
"[""after a minor infringement""]",where is the band mumford and sons from
"[""produces a lubricating mucus""]",when does marvel's the gifted come out
"[""six""]",where was brawl in cell block 99 filmed
"[""Calcium ions""]",who does patrick stewart play in star trek
"[""China""]",who plays reese witherspoons daughters in home again
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who sang the original version of without you
"[""Billie Jean King""]",how is death penalty carried out in singapore
"[""State governments""]",where did the battle of chattanooga take place
"[""produces a lubricating mucus""]",who is the oscar-winning star of the film the song of bernadette
"[""2000""]",who wins the 2017 australian open women's single title
"[""1962""]",the largest state capitol building in the u.s. is located in which state
"[""Ryan ten Doeschate""]",who has been on the 100 dollar bill
"[""the Ivrea Codex"",""the Apt Codex""]",who wrote east of the sun west of the moon
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",which is the biggest airport in saudi arabia
"[""Sarabi""]",what was the war between sparta and athens
"[""December 15, 2017""]",when did india become a member of the un
"[""eastward, in prograde motion""]",when did wesley leave last of the summer wine
"[""originally from the Greek""]",when does madden 2018 come out for playstation 4
"[""Alex Rodriguez""]",where is the 2017 baseball all-star game being played
"[""unknown""]",how many layers in the earth's core
"[""Tuticorin (Thoothukudi)""]",who played marcia brady in the brady bunch tv show
"[""2017""]",who has won the most nfl championships ever
"[""April 1, 1999""]",who is our current president of the senate
"[""17""]",where did england come in world cup 2014
"[""Anderson Silva""]",who has been elected next president of the united nations in first week of june 2018
"[""centroid""]",when was the first watch made and by whom
"[""to perceive linear acceleration""]",who wrote the lyrics to nutshell by alice in chains
"[""1974""]",one side effect of price ceilings is that they produce
"[""December 2003""]",when was the us national park system established
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who wrote harry styles sign of the times lyrics
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who holds the world record for most world records
"[""Richard Dawson""]",in which year wild life act comes in india
"[""April 1, 1999""]",real name of isha in savitri devi college and hospital
"[""1900""]",who plays dory's dad in finding dory
"[""12""]",who plays richard webber on grey's anatomy
"[""Zone Improvement Plan""]",when does thrill of it all come out
"[""four""]",what is the strongest type of nuclear bomb
"[""1962""]",what is the date for this year's wrestlemania
"[""unknown""]",who fired the first shot during the civil war
"[""Lacey Turner""]",who starred with john travolta in saturday night fever
"[""18""]",who is the most payed player in the nba
"[""Citytv""]",when did the palestinian and israeli conflict start
"[""A mood swing""]",what is the nz rugby league team called
"[""December 15, 2017""]",what was the codename for the persian gulf war
"[""constitutional republic""]",who sings on don't look back in anger
"[""1939""]",who has the most pga tour wins of all time
"[""E. M. Forster""]",who is the actor that plays jamie on blue bloods
"[""2017""]",who played young snow white in once upon a time
"[""August 27, 2017""]",when does the next last man on earth air
"[""Richard Dawson""]",when did thanksgiving start as a national holiday
"[""2018""]",who plays evan parks in the client list
"[""April 1, 1999""]",how long is a representatives term of office
"[""Spanish""]",who was the leader of the people's republic of china answers.com
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",where does the last name harris originate from
"[""horses""]",what is nala and simba's baby's name
"[""Eli Marienthal""]",who is the highest paid major league baseball player today
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",what film did barbra streisand win for best director
"[""1792""]",expansion of a perfect gas into vacuum is related with
"[""1974""]",when does season 4 of the ranch on netflix come out
"[""2010""]",actor who played gavin in gavin and stacey
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who wrote the sanford and son theme song
"[""August 27, 2017""]",who has won the icc world cup 2011
"[""Carole King""]",who plays alex in power rangers time force
"[""2017""]",who wrote book of acts in the bible
"[""ground state""]",where did the allies hold the german advance at the battle of bulge
"[""2010""]",who was the leader of italy during the second world war
"[""Venus""]",what kind of horse was mentioned in like a rolling stone
"[""Amanda Shiflett""]",who plays hunter's grandmother on home and away
"[""John von Neumann""]",who played the landlord in coming to america
"[""Niagara River""]",when did duke win the national championship in basketball
"[""Venus""]",who played freda in dumb and dumber 2
"[""1962""]",where was what we do in the shadows filmed
"[""Gal Gadot""]",who plays the vulcan on star trek enterprise
"[""Spectre""]",who's the second most subscribed person on youtube
"[""March 9, 2018""]",who is singing in the background of gold digger
"[""Matthew Prokop""]",when did the washington capitals last go to the stanley cup
"[""2012""]",what's the bottom part of your leg called
"[""17""]",who did the french fight in the french and indian war
"[""PewDiePie""]",where is the thymus gland located in the human body
"[""Shirley Mae Jones""]",who was the original singer of the song hallelujah
"[""Constantine""]",how much did 300 make at the box office
"[""Australia""]",what side of the road to they drive on in australia
"[""Jimmy Cliff""]",who played young jane in jane the virgin
"[""a compulsory governmental insurance system""]",where does the last name waters originate from
"[""New York Yankees""]",which team scored the most goals at world cup 2018
"[""December 2003""]",who was the chief minister of kpk after the election of 1946
"[""Australia""]",where did 1 direction finish in x factor
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who is running for mayor of st louis
"[""a compulsory governmental insurance system""]",when did the ottoman empire drop out of ww1
"[""George Hudson""]",who holds the most triple doubles in nba history
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who has scored the most la liga goals ever
"[""2000""]",when was the big 5 personality test created
"[""ground state""]",where was the movie the way west filmed
"[""Potassium chlorate""]",where do they grow wheat in the us
"[""New York Yankees""]",when did the steel and aluminum tariffs start
"[""Lionel Messi""]",where is california located in the region of the united states
"[""Barbicide""]",when was barbra streisand in a star is born
"[""1984""]",the side chain for valine is classified as a
"[""1982""]",who has the most number one hits country
"[""Sachin Tendulkar""]",which is the largest country in asia by population
"[""1943""]",who is the most paid athlete in 2017
"[""December 2003""]",who sings its to late to turn back now
"[""1980""]",who sings this is what it feels like
"[""March 9, 2018""]",who won the michigan vs michigan state game last year
"[""a compulsory governmental insurance system""]",who has broadcast rights to the super bowl
"[""10""]",what is the most expensive car ever sold at barrett jackson
"[""Anderson Silva""]",when was the euro introduced as legal currency in the world market
"[""March 27, 2018""]",who did luka modric play for in england
"[""Mary Kate Schellhardt""]",where was the dad's army film filmed
"[""Clemson\n1""]",which is the most read newspaper in uk
"[""four""]",how many seasons of svu law and order are there
"[""Niagara River""]",name of the three headed dog in greek mythology
"[""Gal Gadot""]",who is jorah mormont father on game of thrones
"[""Lionel Messi""]",when did the song american woman come out
"[""after a minor infringement""]",what was the name of the book darwin published
"[""eastward, in prograde motion""]",who was the first woman minister of foriegn affairs in india
"[""Clayton Moore""]",who was fired or forced to resign in the massacre
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",chennai express one two three four get on the dance floor dancer
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who did tom brady's voice on family guy
"[""Islamic prophet Muhammad""]",where do you find pepsin in the body
"[""the Cambrian explosion""]",when did billy elliot the musical come out
"[""Monasteries"",""wealthy individuals"",""rulers""]",which fast and furious does letty die in
"[""13""]",critical angle of an interface between a dense medium and air
"[""State governments""]",where is the great sphinx located in egypt
"[""West Indies""]",who has scored the most runs in ashes history
"[""Prince Phillip""]",who is the authorized signature on a cashiers check
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",when is quantico season 3 episode 4 airing
"[""2024""]",where are the ping pong shows in phuket
"[""2002""]",who drove the skoal bandit car in nascar
"[""centroid""]",the study of the bumps on the skull to determine personality traits is known as
"[""Calcium ions""]",who has won the most races in f1
"[""Mexico"",""Soviet Union""]",which is largest state in india by population
"[""Richard Dawson""]",who was the founder of gajapati dynasty of orissa
"[""Lake Baikal""]",where are the 2020 summer olympic games being held
"[""4""]",when was the last time chelsea won the epl
"[""John O'Banion""]",who is the director for the last jedi
"[""Christopher Robert Evans""]",when were the articles of confederation put into effect
"[""New York Yankees""]",what do you call the fear of the dark
"[""Gabrielle Haugh""]",what does thou shalt not bear false witness against thy neighbour mean
"[""constitutional republic""]",when did the us send troops to europe in ww1
"[""1962""]",who played the guitar solo on can you hear me knocking
"[""Clemson\n1""]",who does barney marry in how i met your mother season 7
"[""Lacey Turner""]",olaf's frozen adventure when does it come out
"[""2018""]",when is legend quest season 2 coming out
"[""Australia""]",when does episode 10 of seal team come on
"[""Christopher Robert Evans""]",who played young jane in jane the virgin
"[""Greek""]",which type of plate boundary is in the southern california region
"[""Jesse Donald Knotts""]",where is new year's eve celebrated first
"[""2018""]",who is the killer in the movie zodiac 2007
"[""Queen's Park""]",the one that got away music video cast
"[""1982""]",when did mississippi become part of the united states
"[""video editing""]",who does the voice of murray on sesame street
"[""2015""]",who plays emma on once upon a time
"[""13""]",when was the song as time goes by written
"[""in 2018""]",who played coma girl in life of the party
"[""John von Neumann""]",who is in charge of a football match
"[""Spectre""]",where were cane toads first introduced in australia
"[""Mary Kate Schellhardt""]",when does the last jedi come out in the united states
"[""Carole King""]",when does a function not have a limit
"[""Phillip Alford""]",how many cards do you draw in canasta
"[""St. Louis Cardinals"",""San Francisco Giants""]",who support swaraj party in central legislative assembly in pre independent india
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who wrote you don't know what it's like to love somebody
"[""E. M. Forster""]",how many episodes in american horror story season 1
"[""San Antonio""]",where did the steel industry first emerge in the united states
"[""Lebanese""]",when did your man by josh turner come out
"[""Clemson\n1""]",what movie is zippity doo dah song from
"[""Christopher Robert Evans""]",who played marcia brady in the brady bunch tv show
"[""1939""]",who has taken the most hat tricks in cricket
"[""A concerto""]",who won the most superbowls in the nfl
"[""Edwin Hubble""]",who plays shere khan in the jungle book 2016
"[""Anderson Silva""]",who plays the mother in how i met your mother
"[""Mexico"",""Soviet Union""]",who has the largest number of followers on instagram
"[""1981""]",who gave the concept of ingroup and outgroup
"[""1981""]",what was the name of the projects in good times
"[""originally from the Greek""]",what was dan aykroyd's name in trading places
"[""9""]",who wrote all we are is dust in the wind
"[""1980""]",what is the difference between minority and majority government
"[""Spanish""]",who sang it's a wonderful world first
