answer,question
"[""rose window""]",where did the battle of the philippine sea take place
"[""E. M. Forster""]",who is the voice of cleveland brown on the cleveland show
"[""2000""]",where do geysers and hot springs come from
"[""December 15, 2017""]",where is the scrotum located on a man
"[""Sachin Tendulkar""]",what side of the road to drive in sweden
"[""Queen's Park""]",how many puppies did the mom have in 101 dalmatians
"[""horses""]",who played the bird lady in mary poppins
"[""the Cambrian explosion""]",when was guess who's coming to dinner made
"[""Edwin Hubble""]",who has won the most titles in wwe
"[""1998""]",who is the lead actor in upcoming jack ryan prime series
"[""Guaranteed Rate Field""]",who has been to the most world cup finals
"[""1890""]",the munsters today and mcmillan & wife star john
"[""1998""]",where can you find india's only floating casino
"[""John von Neumann""]",when does stranger things season 1 take place
"[""the Cambrian explosion""]",who played mel on the tv show alice
"[""Spanish""]",who issues currency notes and coins in india
"[""1950""]",when are the fa cup semi finals played
"[""George Casper Homans""]",who sings whole new world in aladdin movie
"[""2017""]",who plays mary poppins in the new film
"[""Bella Dayne""]",when did man in the mirror come out
"[""1967""]",buddhism was transmitted to japan by way of
"[""New Netherland""]",what is the gmc version of the suburban
"[""1988""]",who plays young lily bass in gossip girl
"[""9""]",who wrote all the songs in the sound of music
"[""unknown""]",whose diary describes the great plague of london
"[""December 15, 2017""]",movie with will smith and tommy lee jones
"[""Marley""]",who sang i was kaiser bill's batman
"[""October 10, 2017""]",who is the presiding officer of the house of reps
"[""South Side, Chicago""]",when did the last person from the titanic die
"[""Niagara River""]",which team is on top in fifa 2018
"[""March 25, 2011""]",who played mrs. landers on leave it to beaver
"[""April 28, 2017""]",who was responsible for the home invasions on sons of anarchy
"[""Lionel Messi""]",who represents the government in front of the supreme court
"[""December 15, 2017""]",who illustrated the original winnie the pooh books
"[""Bella Dayne""]",who is the actual president of the supreme court of justice
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who is the attorney general of new hampshire
"[""Anil Kumar Jha""]",who sang rock and roll is here to stay
"[""1792""]",what does acd mean in a call center
"[""42""]",who won the popular vote in the 2016 u.s. presidential election
"[""May 5, 1992""]",when do sorry to bother you come out
"[""Molt Taylor""]",when is the last time the mariners made the playoffs
"[""eastward, in prograde motion""]",who wrote his eye is on the sparrow song
"[""originally from the Greek""]",when does the 16 days of activism campaign start
"[""Thurl Ravenscroft""]",where is most of earths fresh water located
"[""China""]",what is the meaning of yellow card in fifa
"[""Prince Phillip""]",when did heritage day start in south africa
"[""July 16, 2017""]",who has the longest win streak in the nba
"[""1920 to 1933""]",in which episode do mike and rachel get together
"[""China""]",when is love bug mating season in florida'
"[""Billie Jean King""]",who plays will on the bold and beautiful
"[""Lebanese""]",when was around the world in 80 days published
"[""1981""]",who sang it's such a perfect day
"[""Lebanese""]",the dark part of a shadow where light from a source is completely blocked is called the
"[""Over 2,500""]",what type of government did european settlers create in south africa in 1909
"[""January–July 1975""]",who played hannibal lecter in silence of the lamb
"[""Lake Baikal""]",distance from victoria coach station to victoria rail station
"[""2018""]",who wrote it's getting hot in here
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",where did the term prayer warriors come from
"[""Tuticorin (Thoothukudi)""]",who invented the first mouse driven graphical user interface
"[""a wild Pikachu""]",who was the last person to be hanged drawn and quartered
"[""the axon terminal""]",avengers infinity war first release in which country
"[""2002""]",an increase in the average level of prices is called
"[""a wild Pikachu""]",who is tee tee on growing up hip hop
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who plays darla's mom on queen sugar
"[""December 2003""]",what are the five ships of ferdinand magellan
"[""Lionel Messi""]",what country did america fight in world war 1
"[""produces a lubricating mucus""]",before merger with himachal pradesh on 1st july 1954 bilaspur was a
"[""1950""]",who wrote the music for avatar the last airbender
"[""George Casper Homans""]",who plays howard's mom's voice on big bang
"[""Clemson\n1""]",when was the last amendment made to the us constitution
"[""Greek""]",when did the song drift away come out
"[""1980""]",the longest of the state constitutions in total words is the state of
"[""Ryan ten Doeschate""]",what does cam stand for in property management
"[""Jason Michael Lee""]",stars on the main sequence produce energy by fusing hydrogen into
"[""John von Neumann""]",what episode of southpark does cartman sing poker face
"[""2010""]",what happened to darrell from ice road truckers
"[""Alex Rodriguez""]",who carries the nuclear football for the president
"[""12""]",from the land of the moon movie cast
"[""after a minor infringement""]",what port is associated with the dns service
"[""March 25, 2011""]",when was the first harry pitter book released
"[""1900""]",number of episodes in the flash season 4
"[""Spanish""]",who was responsible for the home invasions on sons of anarchy
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when was the last time england reached the world cup quarter finals
"[""1960""]",when were the game of thrones books released
"[""Dylan""]",what airs first chicago med fire or pd
"[""10 one-hour episodes""]",what is the size of the angles of an equilateral triangle
"[""copper""]",where did we first land on the moon
"[""oxidative phosphorylation""]",who wrote the song easy to be hard
"[""Carole King""]",how many spanish super cup has barcelona won
"[""Atlanta–Fulton County Stadium""]",who sang the answer my friend is blowing in the wind
"[""18""]",who played freddy krueger in the 2010 nightmare on elm street
"[""Jesse Donald Knotts""]",what kind of roof does the at&t stadium have
"[""Lebanese""]",who has the most strike outs in mlb
"[""Gal Gadot""]",who was the prime minister of united kingdom when india become independent
"[""Guaranteed Rate Field""]",who were involved in the battle of trenton
"[""Carole King""]",what is the 2nd most viewed video on youtube
"[""1982""]",who plays dyson's son on lost girl
"[""centroid""]",who plays the cop in american horror story
"[""3 to 8 days""]",who became ceo of it company vipro in 2016
"[""a wild Pikachu""]",when did the new pokemon movie come out
"[""Constantine""]",what kinds of cases are heard in district court
"[""Molt Taylor""]",critical angle of an interface between a dense medium and air
"[""May 5, 1992""]",who played mrs. landers on leave it to beaver
"[""Anderson Silva""]",who chooses the speaker of the house of representatives
"[""1981""]",when did they stop making the dodge viper
"[""Thurl Ravenscroft""]",is a pontiac vibe a car or suv
"[""University of South Carolina""]",who did the first voice of meg on family guy
"[""oxidative phosphorylation""]",who holds the record for the fastest pitch in baseball
"[""35""]",who lives on the west bank and gaza strip
"[""Evaluation and management""]",where did the 2017 tour de france start
"[""1998""]",who wrote the letters to the 7 churches
"[""13""]",who sang honey won't you open that door
"[""1981""]",who sang at the super bowl 2017 half time show
"[""Queen's Park""]",when was puerto rico added to the usa
"[""Ryan ten Doeschate""]",when did scotland get knocked out of the world cup
"[""Tuticorin (Thoothukudi)""]",who sings mama rock me like a wagon wheel
"[""A concerto""]",where did god helps those who help themselves come from
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who plays the mother in a series of unfortunate events
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who won the grammy for best rap album in 2001
"[""Ryan ten Doeschate""]",who sings they shoot horses don't they
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who played wildor in masters of the universe
"[""Sachin Tendulkar""]",what was the last year chevy made the trailblazer
"[""12""]",who killed marquis in tale of two cities
"[""rose window""]",who does belle's voice in beauty and the beast
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",what does ar stand for in a rifle
"[""2015""]",present minister of environment and forest of india
"[""1974""]",who has the most lithium in the world
"[""John von Neumann""]",what's the tallest roller coaster in the us
"[""1942""]",who did the music for a quiet place
"[""Jesse Donald Knotts""]",which structure in the urinary system carries urine to the bladder
"[""Miguel Cabrera""]",who played uncle fester in the addams family movies
"[""13""]",who did wil wheaton play in stand by me
"[""7""]",who plays anakin skywalker in the phantom menace
"[""ice caps""]",where does the last name peinado come from
"[""South Side, Chicago""]",who wrote the hitchhiker's guide to the galaxy
"[""originally from the Greek""]",how many episodes are there in patrick melrose
"[""Saleisha Stowers""]",how much did it cost to build old trafford
"[""1792""]",who wrote the poem twinkle twinkle little star
"[""1950""]",who voices masha in masha and the bear
"[""2018""]",what nba team did joel berry go to
"[""1939""]",who is playing rachel in sana dalawa ang puso
"[""1981""]",who sings you're a mean one mr grinch song
"[""42""]",the rod cells in the retina contain a light absorbing pigment called
"[""North Korea""]",who won the most states in the 2016 presidential election
"[""January 11, 1970""]",when was the first tom and jerry cartoon released
"[""Josh Groban""]",who wrote dont be tardy for the party
"[""Venus""]",who does the voice of hayley smith on american dad
"[""1943""]",when was the last time cleveland browns were in the playoffs
"[""Islamic prophet Muhammad""]",who is the actress in the movie hitch
"[""2009""]",who sings the theme song of the wonder years
"[""V8 engine""]",topiramate (topamax trokendi) is used to treat which of the following diseases
"[""Spanish""]",when are new fairy tail episodes coming out
"[""rose window""]",when does dragon ball super episode 110 come out
"[""March 9, 2018""]",who sings gran torino at the end of the movie
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",what is the current world record for shot put
"[""Sarabi""]",who played left ear in the italian job
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what chapter in the bible has the 10 commandments
"[""a wild Pikachu""]",who is pretending to be a in pretty little liars
"[""PewDiePie""]",who plays young lily bass in gossip girl
"[""St. Louis Cardinals"",""San Francisco Giants""]",when was the last time the bengals went to the superbowl
"[""1974""]",who were the leaders of the battle of fort ticonderoga
"[""Charles Young""]",what are the three main factors of production
"[""1962""]",who is rodrigo in mozart in the jungle
"[""John von Neumann""]",grey's anatomy when does izzie get cancer
"[""Bella Dayne""]",tatler a literary and a society journal begun by which essayist
"[""18 August 2011""]",where does the phosphorus found in living things originate
"[""Potassium chlorate""]",why were interest rates so high in 1990
"[""Saleisha Stowers""]",who has the largest number of followers on instagram
"[""18""]",when did the us buy the louisiana territory
"[""West Indies""]",who has the largest number of followers on instagram
"[""1988""]",what ground will the final of the 2011 world cup be played on
"[""Potassium chlorate""]",who owns the russian consulate in san francisco
"[""1998""]",who played mel on the tv show alice
"[""Jose Garces""]",who is the ceo of nedbank south africa
"[""April 1, 1999""]",what order do you watch bring it on
"[""1792""]",when did the last season of one tree hill air
"[""12""]",what is the theme song for the tv show s.w.a.t
"[""Jesse Donald Knotts""]",what does the e stand for in wile e coyote
"[""in 2018""]",who has the power to declare a law unconstitutional
"[""1980""]",the degree to which a test actually measures what it supposed to measure
"[""March 25, 2011""]",what is the minimum number of days holiday
"[""Venus""]",who plays rachel's sister in the bodyguard
"[""ice caps""]",who votes to elect member of rajya sabha
"[""Anil Kumar Jha""]",when does becky tells jesse she's pregnant
"[""Carole King""]",when did the last godzilla movie come out
"[""122""]",noel gallagher's high flying birds full album
"[""2018""]",when does the rest of season 7 of suits start
"[""Matthew Prokop""]",who starred in lost and the vampire diaries
"[""Christopher Robert Evans""]",who played bill cosby's father on the cosby show
"[""those that have died""]",where did the rolling stones lips come from
"[""after a minor infringement""]",where did the bubonic plague start in europe
"[""to perceive linear acceleration""]",what's the name of a one piece ski suit
"[""Greek""]",how old is the speaker of the house
"[""2018""]",who sings i've done everything for you
"[""12""]",whats the name of the new avatar movie
"[""those that have died""]",what is the 1st lord of the rings movie
"[""18""]",what is the newest set of magic the gathering
"[""1981""]",architect who brought italianate renaissance architecture to england crossword clue
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what's the dog's name from toy story
"[""1988""]",what do you call a person from lebanon
"[""Jason Michael Lee""]",what was the war between sparta and athens
"[""PewDiePie""]",what is the value of absolute zero on the celsius scale
"[""Barbicide""]",who won the smackdown tag team champions at money in the bank
"[""the Ivrea Codex"",""the Apt Codex""]",who is the faster car in the world
"[""7""]",identify the colonies that are classified as new england
"[""1984""]",when was to kill a mocking bird made
"[""originally from the Greek""]",how old was ruth in the bible when she married boaz
"[""oxidative phosphorylation""]",who played galadriel in lord of the rings
"[""2012""]",who played george in back to the future
"[""after a minor infringement""]",who is morgan freeman in the lego movie
"[""1998""]",where did the austro prussian war take place
"[""Over 2,500""]",where does the us rank in the world in terms of life expectancy
"[""Marvin Gaye""]",who sings for steve smith on american dad
"[""122""]",who does the voice of moana's mom
"[""August 27, 2017""]",who sings the wire theme song season 1
"[""42""]",who first described the idea of natural rights
"[""April 28, 2017""]",why the koeberg power plant was built in the western cape
"[""10""]",who won the olympics men's figure skating
"[""1890""]",who has won rte sports person of the year five times
"[""Eli Marienthal""]",who plays cami harris on last man standing
"[""Saddam Hussein""]",term of non permanent member of un security council
"[""the axon terminal""]",how many lord if the rings movies are there
"[""2000""]",what should be the heart rate of a normal person
"[""State governments""]",. who among the following won the honorary award at the 1st academy awards
"[""1962""]",who plays henry tudor in the white princess
"[""1962""]",who has been the longest serving chief minister of rajasthan
"[""Queen's Park""]",where does doctor strange go to get his powers
"[""12""]",who played the artful dodger in oliver in 1967
"[""Ryan ten Doeschate""]",why do leaflets of mimosa fold when touched
"[""PewDiePie""]",where does can't buy me love take place
"[""December 15, 2017""]",who plays caputo on orange is the new black
"[""six""]",who sang mcdonalds kentucky fried chicken and a pizza hut
"[""1962""]",who played bb 8 in the force awakens
"[""2015""]",1 litre is equal to how many centimetre cube
"[""Bella Dayne""]",who holds the record for the most formula 1 drivers champion titles
"[""13""]",how many points did leicester win the premier league with
"[""Niagara River""]",what is the wall of a ship called
"[""2010""]",who sang life is a three ring circus
"[""Tuticorin (Thoothukudi)""]",who used to play in the alamo dome
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when was the last time the eagles made the playoffs
"[""1,089 sq ft""]",the tallest man that ever lived on earth
"[""12""]",who is the winner of american got talent 2017
"[""13""]",when was the last time denver broncos won the superbowl
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who owned nevada before it became a state
"[""to perceive linear acceleration""]",what is the first book of the 5th wave series
"[""1967""]",who wins season 1 of abby's ultimate dance competition
"[""Charles Young""]",a procedure involving the surgical repair of the eyelid is called
"[""Jimmy Cliff""]",who plays captain hook in once apon a time
"[""Jason Michael Lee""]",where did dressed to the nines come from
"[""Greek""]",what is the prince's name in princess and the frog
"[""Carole King""]",how many ncaa basketball championships has indiana won
"[""7""]",how many stars does the american flag has
"[""1982""]",who plays josie on nicky ricky dicky and dawn
"[""Ireland""]",who holds the most passing yards in the nfl
"[""Zaira Wasim""]",who sang why is everybody always pickin on me
"[""Mars Bonfire""]",how many episodes is hunting hitler season 3
"[""October 10, 2017""]",who has hit the most inside-the-park home runs
"[""In 1995""]",when was the wizard of oz first released
"[""Spanish""]",who is rated the best president of the united states
"[""2018""]",who is the most capped england football player
"[""the axon terminal""]",who is the best rapper of the year
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",into the badlands season 2 number of episodes
"[""1998""]",what is the population of williston north dakota
"[""7""]",1971 rolling stones album with a working zipper
"[""1890""]",how many episodes in the mick season 2
"[""unknown""]",when was the last time alabama lost to lsu
"[""October 10, 2017""]",who plays andrea's sister in the walking dead
"[""a compulsory governmental insurance system""]",when was the wellness recovery action plan developed
"[""Venus""]",when was the last time pistons won a championship
"[""2018""]",who owns the sls casino in las vegas
"[""2010""]",when was the first harry pitter book released
"[""Matthew Prokop""]",who chooses the speaker of the house of representatives
"[""1792""]",who plays jack abbott on the young and the restless
"[""1981""]",when did america first land on the moon
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when does the women's college basketball season start
"[""Jesse Donald Knotts""]",when was just the way you are released
"[""3 to 8 days""]",where are the houses from full house located
"[""Tuticorin (Thoothukudi)""]",who wrote the song try a little kindness
"[""Alex Rodriguez""]",when did the church of the nazarene start
"[""Jesse Donald Knotts""]",when did the cult of chucky come out on netflix
"[""Zaira Wasim""]",who is the girl that sings in what lovers do
"[""Alex Rodriguez""]",who did france transfer the louisiana territory to after the french and indian war
"[""1974""]",what is the opposite side of a right angle triangle
"[""Elstree Studios""]",who presided over the congress session in 1905
"[""April 28, 2017""]",who played helen in when harry met sally
"[""2000""]",where does a cello sit in an orchestra
"[""Gabrielle Haugh""]",which team won the most la liga titles
"[""pyramidion""]",when did channel islands became a national park
"[""10""]",who spread the theory that one is a product of the mind and body
"[""horses""]",what is the another name of sahara desert
"[""Islamic prophet Muhammad""]",what is the liquid in the brain called
"[""18""]",when was the last time the giants went to the super bowl
"[""1967""]",pitt players in the nfl hall of fame
"[""July 16, 2017""]",when did fred hollows get australian of the year
"[""John von Neumann""]",who did the people's party nominate for president in 1892
"[""PewDiePie""]",organic molecules that end in the suffix ase
"[""Amanda Shiflett""]",when does season 2 of the dragon prince come on netflix
"[""to perceive linear acceleration""]",the truth about the harry quebert affair tv show release date
"[""18""]",when were the articles of confederation put into effect
"[""John von Neumann""]",who reports to the presidents chief of staff
"[""horses""]",when does persona 5 dancing all night come out
"[""4""]",who plays philip in shaun of the dead
"[""Anderson Silva""]",when did the supreme court ruled that bus segregation was unconstitutional
"[""2015""]",what is the theme song for the tv show s.w.a.t
"[""12""]",whose 47-ball century against england was the only hundred of the main world t20 competition
"[""2015""]",where does rent a center get their furniture
"[""1988""]",when was the first radio put in a car
"[""7""]",when new delhi become the capital of india
"[""1942""]",who was heading indian army during bangladesh libration war 1971
"[""2002""]",who won the men's singles title of the us open tennis grand slam 2014
"[""Gal Gadot""]",how old is was the oldest person to ever live
"[""1967""]",when would you have to be born to be a millennial
"[""Gal Gadot""]",whos the green witch in once upon a time
"[""July 16, 2017""]",who played robb stark's wife in game of thrones
"[""V8 engine""]",where is honey i shrunk the audience in disney world
"[""Richard Dawson""]",what was the famous window called in the notre dame cathedral in paris france
"[""2015""]",when was a whiter shade of pale recorded
"[""PewDiePie""]",when did spider man first appear in comics
"[""1988""]",who sang i'll leave a light on
"[""A concerto""]",what do you call someone from new guinea
"[""Queen's Park""]",number of passengers on independence of the seas
"[""Saleisha Stowers""]",who said what's done is done in macbeth
"[""Australia""]",when was the current onate high school building built
"[""Marley""]",what type of lizard can walk on water
"[""Calcium ions""]",what is joy's job in what happens in vegas
"[""12""]",what number was texas to join the united states
"[""12""]",when did the us mint stop making 500 dollar bills
"[""3 to 8 days""]",when did we start singing god save the queen
"[""the Ivrea Codex"",""the Apt Codex""]",who is the minister of interior in ghana 2018
"[""Zone Improvement Plan""]",who plays lillian in the unbreakable kimmy schmidt
"[""2012""]",when did symphony of the seas set sail
"[""Evaluation and management""]",who wrote i want you to want me
"[""2–4 years""]",when did the smoking ban come into ireland
"[""1942""]",where did the vegas hockey team come from
"[""1920 to 1933""]",who was the song night shift dedicated to
"[""Monasteries"",""wealthy individuals"",""rulers""]",how far did colombia make it in the 2014 world cup
"[""Machilipatnam""]",who played bubba on the heat of the night
"[""six""]",where does active transport occur in the membrane
"[""1982""]",who plays woody guthrie in alice's restaurant
"[""Ryan ten Doeschate""]",when does the govenor die in the walking dead
"[""18""]",who has the authority to set the salaries of members of congress
"[""1962""]",who's won the league cup the most
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",which country is sponsoring the president of the un general assembly
"[""1967""]",where is the ossicles located in the ear
"[""Mary Kate Schellhardt""]",when was the last time england got to semifinals
"[""7""]",who wrote lord of the rings theme music
"[""Tuticorin (Thoothukudi)""]",what was the third battle of the american revolution
"[""1981""]",who sings let it rain down on me
"[""10""]",who wrote a program for the analytical engine to calculate a series of bernoulli numbers
"[""Calcium ions""]",what is the highest elevation town in colorado
"[""West Indies""]",who did marion bartoli beat in the wimbledon final
"[""1988""]",where did the term trick or treat come from
"[""Thurl Ravenscroft""]",when was bring it on fight to the finish filmed
"[""A mood swing""]",where does the talented mr ripley take place
"[""Miguel Cabrera""]",who played mckenna in mckenna shoots for the stars
"[""Amanda Shiflett""]",one of the four components of the core self-evaluation is
"[""35""]",how many medals have great britain won in winter olympics
"[""the axon terminal""]",who wrote the song someone to remember me
"[""18 August 2011""]",what is the elevation of uluru-kata (in meters) in australia
"[""1939""]",who are the teams in the gold cup
"[""Matthew Prokop""]",who is the punter for the dallas cowboys
"[""constitutional republic""]",when did peru last qualify for world cup
"[""Zone Improvement Plan""]",who does jason sudeikis play on the cleveland show
"[""Evaluation and management""]",when did little shop of horrors come out
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what capital is home of the red house
"[""1980""]",who were the shudras was dedicated to whom
"[""4""]",what channel is the new yellowstone series going to be on
"[""2002""]",when was the peace treaty signed in ww2
"[""January–July 1975""]",who is guest judge on america got talent
"[""Molt Taylor""]",who wrote aaj jane ki zid na karo
"[""Islamic prophet Muhammad""]",the most intense roller coaster in the world
"[""October 10, 2017""]",where do baseball players go when they get ejected
"[""12""]",which club is the highest champions league winner
"[""2018""]",who has been on the 100 dollar bill
"[""Niagara River""]",who won the national championship last year in college football
"[""copper""]",when did black panther come out in marvel
"[""122""]",where does the euphrates river begin and end
"[""Alex Rodriguez""]",who is doc brown in back to the future
"[""Lacey Turner""]",how many episodes in the final season of the leftovers
"[""1981""]",when was the last time england was in the world cup
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who wrote the song counting flowers on the wall
"[""10""]",who's the singer in avicii hey brother
"[""Australia""]",what date is the ides of march 2015
"[""Prince Phillip""]",who plays the daughter in santa clarita diet
"[""Potassium chlorate""]",how many books are in stephen king's dark tower
"[""Machilipatnam""]",who were the scientists who developed the cell theory
"[""four""]",who played sebastian the crab in the little mermaid
"[""Thurl Ravenscroft""]",visa free countries list for pakistani passport holders
"[""17""]",where are noble gasses found on the periodic table
"[""2000""]",who is the singing voice of jasmine in aladdin
"[""after a minor infringement""]",who was the first army chief of nepal
"[""Marley""]",who said we hold these truths to be self evident that all are created equal
"[""9""]",who sang the james bond theme song live and let die
"[""produces a lubricating mucus""]",who wrote the lyrics to mary did you know
"[""1982""]",who has won the nobel peace prize twice
"[""1998""]",who composed the famous song 'sare jahan se acha'
"[""a maroon Bristol 405""]",who has the best winning percentage in nfl history
"[""12""]",who is cate blanchett's character in lord of the rings
"[""Carole King""]",what's the drivers name in driving miss daisy
"[""Guaranteed Rate Field""]",what was the name of clarks african american helper
"[""Prince Phillip""]",who is the narrator in disappeared on id
"[""after a minor infringement""]",when was the last time the capitals won the cup
"[""volume of the container decreases""]",where does the desplaines river start and end
"[""18""]",what number is rhode island out of the 50 states
"[""1984""]",where is dna stored in the cell as chromatin
"[""2000""]",when did kevin durant sign with the golden state warriors
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who has been appointed as the new chief of board of control for cricket in india (bcci)
"[""1984""]",who was in the crows nest when the titanic struck the iceberg
"[""1998""]",who played roo stewarts mum in home and away
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",sbestos is commonly found in buildings and structures built before what year
"[""John von Neumann""]",who played leatherface in the new texas chainsaw massacre
"[""after a minor infringement""]",where is the washington post based out of
"[""Lebanese""]",what position did russell wilson play as a baseball player
"[""2017""]",where does the salt come from in utah
"[""Elstree Studios""]",who plays the man in the yellow hat in curious george
"[""University of South Carolina""]",how many episodes in series 7 of once upon a time
"[""10""]",who is the mlb all time hits leader
"[""James Arthur""]",when did the british east india company gain control over india
"[""West Bengal""]",when does season 3 of live pd start
"[""13""]",when did ipad pro 2nd generation come out
"[""Bella Dayne""]",when was taylor swift's first album released
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did eddie guerrero win the wwe championship
"[""April 28, 2017""]",who plays in won't you be my neighbor
"[""Dylan""]",where is hamleys toy shop in london located
"[""December 2003""]",the upper chamber of the georgia general assembly consists of how many members
"[""six""]",grey's anatomy season 14 ep 13 release date
"[""China""]",what is the 1st lord of the rings movie
"[""in 2018""]",what is the lowest place in north america
"[""Shirley Mae Jones""]",what is the chip they put in dogs
"[""Over 2,500""]",who was the movie white boy rick based off of
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when did charleston become the capital of west virginia
"[""Ireland""]",what is the standard enthalpy of formation of nitromethane in kj/mol
"[""2000""]",when is camila cabello new album coming out
"[""those that have died""]",what is the top speed of a yamaha blaster
"[""San Antonio""]",what's the name of the eighth sims 3 expansion pack
"[""horses""]",who won the popular vote 2016 presidential election
"[""2002""]",what war broke out after texas became the 28th state
"[""Clayton Moore""]",what were the cause of the american civil war
"[""Machilipatnam""]",who did chris long play football for last year
"[""North Korea""]",who sang walking in the air in the snowman
"[""10 one-hour episodes""]",what episode of southpark does cartman sing poker face
"[""unknown""]",how many inches of rain did hurricane allison bring to houston
"[""1967""]",what episode of grey's does addison go to la
"[""Prince Phillip""]",when did the development of atomic theory begin
"[""after a minor infringement""]",where has conan filmed conan without borders special
"[""James Arthur""]",what is the term for the onset of the first menstrual cycle
"[""Eagles""]",how many episodes in it's always sunny season 13
"[""unknown""]",where in the plant cell does the calvin cycle take place
"[""originally from the Greek""]",who talks for lotso in toy story 3
"[""Anderson Silva""]",when is the last time the mariners made the playoffs
"[""Mexico"",""Soviet Union""]",who is left of the original walking dead cast
"[""Edwin Hubble""]",who was the voice of clifford the big red dog
"[""18""]",when was the last burning at the stake in england
"[""1981""]",who plays captain hook in once apon a time
"[""1943""]",who is the actor that plays the hound in game of thrones
"[""Charles Young""]",when is the new shrek movie coming out
"[""St. Louis Cardinals"",""San Francisco Giants""]",how long did david beckham play for psg
"[""US$500""]",what are the qualifications for the president according to the constitution
"[""Barbicide""]",how many seats ppp have in national assembly
"[""Greek""]",what is the first book of pretty little liars
"[""35""]",when was under god added to the texas pledge
"[""1998""]",the dna directed synthesis of an rna molecule is called
"[""122""]",where was the world according to garp filmed
"[""unknown""]",what is the highest mountain in costa rica
"[""Atlanta–Fulton County Stadium""]",who wrote the essay on the shaking palsy
"[""Thurl Ravenscroft""]",who is going on tour with taylor swift 2018
"[""March 27, 2018""]",who is the singer in 4 non blondes
"[""71%""]",who wants to be a millionaire question format
"[""Dylan""]",who was the mother on lost in space
"[""1974""]",who wrote the song where have all the flowers gone
"[""March 9, 2018""]",who plays saul in ad kingdom and empire
"[""July 16, 2017""]",what two bodies of water does the isthmus of panama separate
"[""13""]",who dies in svu season 17 episode 5
"[""2015""]",where is glucose stored in the human body
"[""Calcium ions""]",where did they film the cowboys with john wayne
"[""Thurl Ravenscroft""]",who is the first caption of indian team
"[""Barbicide""]",who is the redhead on grey's anatomy
"[""Anil Kumar Jha""]",when does wicked tuna outer banks 2018 start
"[""Eli Marienthal""]",who wrote not all who wander are lost
"[""to perceive linear acceleration""]",grace and frankie season 4 has how many episodes
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when does the school year start in israel
"[""US$500""]",who played davy jones in the pirates of the caribbean
"[""Lacey Turner""]",when was the north american free trade agreement signed
"[""1988""]",who sings bad things with machine gun kelly
"[""Lacey Turner""]",who is playing abigail on days of our lives
"[""Marvin Gaye""]",when was last episode of this is us
"[""2010""]",presents peptides to t cells and is only found on specific types of nucleated cells
"[""constitutional republic""]",how many national parks are there in england and wales
"[""Australia""]",who is the actor in kevin probably saves the world
"[""January–July 1975""]",scarlets first love in gone with the wind
"[""18""]",names of the metropolitan municipalities in south africa
"[""New York Yankees""]",who plays cuff in stuck in the middle
"[""Lionel Messi""]",how many episodes for season 14 grey's anatomy
"[""2–4 years""]",when was the national flood insurance program created
"[""Spanish""]",where do the kilchers from alaska the last frontier live
"[""1974""]",who won the national championship in 2018 basketball
"[""Phillip Alford""]",what did the hudson bay company do for canada
"[""1981""]",who is the actress who plays flo in the progressive commercials
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what are the public holidays in hong kong
"[""Welton Academy""]",what is the largest state in the us by area
"[""A mood swing""]",who sings the theme song of the wonder years
