answer,question
"[""1988""]",who played dr. benton's mother on er
"[""2012""]",the joy of life was painted in which style
"[""35""]",number of states in the south during civil war
"[""Abigail Rokison-Woodall""]",who is the founder of the wounded warrior project
"[""2015""]",james taylor long ago and far away backing vocals
"[""in 2018""]",who played molly ringwalds father in pretty in pink
"[""Jason Michael Lee""]",what award is given to the top goal scorer at the world cup
"[""1981""]",when does season 3 of the 100 come out
"[""December 15, 2017""]",who has the most losses in nba finals
"[""Welton Academy""]",who played helen on life of the party
"[""2024""]",who's the actor that plays the night king
"[""Lake Baikal""]",who is given the credit for establishing deaf education
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what us state does not have daylight savings
"[""Welton Academy""]",what awards did the things they carried win
"[""US$500""]",who chose the 7 wonders of the ancient world
"[""Australia""]",when was the last time the cleveland browns was in the playoffs
"[""ice caps""]",identify the author of sanskrit drama abhigyan shakuntalam
"[""1981""]",who was the god of fire greek mythology
"[""Eagles""]",when did the drc gain independence from belgium
"[""Carole King""]",who is next in line if president dies
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who plays the female lead in the movie raam leela
"[""Thurl Ravenscroft""]",who is the president in london has fallen
"[""January 11, 1970""]",executive director of the american civil liberties union of virginia
"[""Charles Young""]",who voiced bloo in fosters home for imaginary friends
"[""Marvin Gaye""]",where did they film ash vs evil dead
"[""1998""]",who played catherine banning in the 1999 remake of the thomas crown affair
"[""ice caps""]",who was the last person to be hanged drawn and quartered
"[""Eagles""]",where is emily from pretty little liars from
"[""12""]",who wrote i feel like a natural woman
"[""July 16, 2017""]",how many pirates of the carribean movies are there
"[""1962""]",where did the braves play during the olympics
"[""State governments""]",on whose leadership is founded the university at pondicherry
"[""2018""]",when did kevin garnett win defensive player of the year
"[""71%""]",where does the monkey's paw come from
"[""Niagara River""]",who is the bad wizard in lord of the rings
"[""Parafollicular cells""]",who says cry havoc and let slip the dogs of war
"[""Dev"",""Devin Star Tailes""]",who sings power rangers dino charge theme song
"[""Josh Groban""]",who was the shortest president and how tall was he
"[""James Arthur""]",who created the first quality street sweet and where was the shop
"[""Ireland""]",top goal scorer in football world cup history
"[""1900""]",who did half time at super bowl 2017
"[""Mary Kate Schellhardt""]",what happened to the little boy from bronx tale
"[""Australia""]",the sutures in the skull are what kind of joints
"[""those that have died""]",bay of bengal is a sea or ocean
"[""Jose Garces""]",how long is a round in ufc fight
"[""George Hudson""]",who sang the song how much is that doggie in the window
"[""13""]",when did the colonies officially become the united states
"[""Jose Garces""]",who did chris carter play for last year
"[""John O'Banion""]",where does the ribeye come from on a cow
"[""Miguel Cabrera""]",how many carbons are in the longest chain
"[""Dylan""]",who plays beau on days of our lives
"[""2000""]",who are all the presidents on mount rushmore
"[""2000""]",who created the first quality street sweet and where was the shop
"[""1943""]",the type of shop outlawed by the taft-hartley act was the ____ shop
"[""1980""]",who built the kaaba stone according to the quran
"[""1890""]",when was under god added to the texas pledge
"[""1988""]",february was called solmonath by the anglo-saxons. what does this mean
"[""four""]",who won the most nba all star games
"[""2012""]",who kept fairytale of new york from number 1
"[""Potassium chlorate""]",where did they film the wonder woman movie
"[""Dylan""]",the age of pyramid with broad base indicates
"[""A mood swing""]",when did h2o just add water come out
"[""Lake Baikal""]",brazil is the world's largest exporter of what crop
"[""Greek""]",who sings backup in ride like the wind
"[""March 15, 2013""]",who was the redskins quarterback when they won the superbowl
"[""March 27, 2018""]",what is the name of thor's hammer in the movie
"[""December 2003""]",spermatids mature into spermatozoa by the process of
"[""Niagara River""]",what is the first known polyphonic setting of all the sung movements of the mass ordinary
"[""Richard Dawson""]",where does it talk about mary magdalene in the bible
"[""1974""]",which country won the icc under 19 cricket world cup 2018
"[""China""]",who plays miranda sings in haters back off
"[""in 2018""]",who is the present union tourism and culture minister of india
"[""Gabrielle Haugh""]",what do you call animals live in water
"[""Saleisha Stowers""]",who sings i'll be loving you forever
"[""six""]",where are the badlands located into the badlands
"[""after a minor infringement""]",when was the last time germany went out in group stages
"[""January–July 1975""]",what does the color of guyana flag mean
"[""December 2003""]",when is new wonder woman movie coming out
"[""In 1995""]",who composed the music of the national anthem of mauritius
"[""China""]",how many stars in the milky way nasa
"[""2015""]",when did dinosaur ride open at animal kingdom
"[""April 28, 2017""]",unix command for copying a file from a directory to another
"[""Meredith Willson""]",who played the opera singer in the fifth element
"[""7""]",who played the mermaid in pirates of the caribbean
"[""42""]",who played the grandson on mama's family
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who pitched in the most major league games
"[""the axon terminal""]",fire and fury inside the trump white house publisher
"[""13""]",who sings the song never be the same
"[""John O'Banion""]",who plays karma on how i met your mother
"[""six""]",who is the new actress plays hope on bold and beautiful
"[""Josh Groban""]",when was la casa de bernarda alba written
"[""North Korea""]",who is the data protection commissioner in ireland
"[""1967""]",who played helen on life of the party
"[""copper""]",who is the catcher for the st louis cardinals
"[""Molt Taylor""]",who was the pledge of allegiance written by
"[""March 15, 2013""]",who came in 2nd in the first presidential election
"[""Amanda Shiflett""]",where is the american conference basketball tournament being played
"[""John O'Banion""]",who played anakin in revenge of the sith
"[""Ryan ten Doeschate""]",in which state rastriya rakshak dal was established
"[""Calcium ions""]",who did the music for blue planet 2
"[""1967""]",who has won rte sports person of the year five times
"[""Australia""]",who gives the first opening statement in a trial
"[""March 9, 2018""]",who's the first president of the united states
"[""March 27, 2018""]",where did the first kentucky fried chicken restaurant open
"[""Molt Taylor""]",which train has the highest speed in india
"[""July 16, 2017""]",which discipline of neuroscience studies nervous system disorders
"[""China""]",when was the national world war ii memorial built
"[""Josh Groban""]",who's running for lieutenant governor in georgia
"[""Miguel Cabrera""]",orange is the new black cast transgender actress
"[""Ryan Guzman""]",when did witney carson start dancing with the stars
"[""rose window""]",when did the packers play at camp randall
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",bryan adams i do it for you year
"[""Lake Baikal""]",when did man utd last win the premier league
"[""July 16, 2017""]",who's the actress that plays kevin costner's daughter on yellowstone
"[""V8 engine""]",when did jennifer lopez released her first single
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",where is switched at birth supposed to take place
"[""V8 engine""]",who is the current secretary of department of homeland security
"[""Clemson\n1""]",who acted as harley quinn in suicide squad
"[""Alex Rodriguez""]",in the first half of the nineteenth century the united states gained the most territory through
"[""Eli Marienthal""]",who was the original voice of fred flintstone
"[""horses""]",who invaded kuwait for allegedly drilling iraq oil
"[""four""]",who played zira on planet of the apes
"[""Molt Taylor""]",who does julie andrews play in princess diaries
"[""Ireland""]",who averaged a triple double in the nba
"[""December 15, 2017""]",song how sweet it is to be loved by you lyrics
"[""2015""]",who played floyd on the andy griffith show
"[""Dev"",""Devin Star Tailes""]",where did red cross the border in shawshank
"[""3 to 8 days""]",who played long john silver in the pagemaster
"[""Gabrielle Haugh""]",which country's team always leads the olympic opening procession
"[""1942""]",where was who'll stop the rain filmed
"[""January–July 1975""]",when does the new show legacies come out
"[""Queen's Park""]",who plays richard webber on grey's anatomy
"[""Zone Improvement Plan""]",where did the last name parker come from
"[""1980""]",who won the most grammys in the world
"[""10""]",what is the highest immigrant population in australia
"[""May 5, 1992""]",who does nick foles play for in the nfl
"[""2012""]",who was the last surviving soldier of the civil war
"[""Eagles""]",when does boku no hero academia anime come out
"[""1962""]",when does basketball wives season 7 episode 6 start
"[""Spectre""]",where does the salt come from in utah
"[""centroid""]",who introduced the concept of providing alu in the computer system
"[""Amanda Shiflett""]",who introduced a standardized system of weights and measures in china
"[""1960""]",when did jennifer lopez released her first single
"[""Ireland""]",who has scored the fastest goal in world cup
"[""2000""]",when was the bible first translated in english
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who is the faster car in the world
"[""Saddam Hussein""]",who was the first person to win the ballon d'or
"[""Niagara River""]",when did baby car seats become law uk
"[""1982""]",who is the kid that played in big daddy
"[""PewDiePie""]",what is the actual street name of the strip in las vegas
"[""Spanish""]",where is the source of the river yare
"[""Islamic prophet Muhammad""]",when did the song dream weaver come out
"[""Christopher Robert Evans""]",when does the regular season start for football
"[""2015""]",when did they start to build the great wall of china
"[""James Arthur""]",who is considered to be the founder of professional nursing
"[""E. M. Forster""]",when was capita fully listed as a public company on the london stock exchange
"[""9""]",who won dancing with the stars season 10
"[""Ryan ten Doeschate""]",when did the nashville predators come to nashville
"[""Prince Phillip""]",who wrote the music for the mighty boosh
"[""West Bengal""]",where is the long island railroad in jamaica
"[""Shirley Mae Jones""]",who is the founder of johns hopkins hospital
"[""Lionel Messi""]",when did the salvation army start in australia
"[""2018""]",large trash island in the middle of the pacific
"[""4""]",america's best dance crew season 6 winners
"[""eastward, in prograde motion""]",who did miami play in the bowl game
"[""1890""]",what do you call a fish with four eyes
"[""redox reactions""]",who founded the church of jesus christ of the latter day saints quizlet
"[""122""]",when was the death penalty reinstated in california
"[""2018""]",what does s s stand for on a boat
"[""centroid""]",1 kunta is equal to how many square feet
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",how many super bowls did san francisco win
"[""John von Neumann""]",the rate at which rbi lends money to commercial banks
"[""Charles Young""]",bryan adams i do it for you year
"[""1792""]",when do season 8 of shameless come out
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",what is the deadliest hurricane to hit the us
"[""PewDiePie""]",when will transformers the last night be released on dvd
"[""Shirley Mae Jones""]",how many medals did canada win at the vancouver olympics
"[""Zone Improvement Plan""]",who gets to vote on the heisman trophy
"[""July 16, 2017""]",what kind of joint is the si joint
"[""July 16, 2017""]",who legalized the practice of christianity in the roman empire
"[""PewDiePie""]",when did 8 track tapes stop being produced
"[""Marley""]",in which year did djokovic win roland garros
"[""Islamic prophet Muhammad""]",what metric unit is used to describe the mass of an object
"[""Jason Michael Lee""]",who won the last 4 majors in golf
"[""Jason Michael Lee""]",who plays the tiger in the jungle book 2016
"[""1900""]",where did its a wonderful life take place
"[""six""]",who invaded kuwait for allegedly drilling iraq oil
"[""Carole King""]",how many episodes are in season 5 the curse of oak island
"[""Ireland""]",when was the mouse and the motorcycle published
"[""US$500""]",where is the volleyball hall of fame located
"[""Ireland""]",when does perks of being a wallflower take place
"[""Molt Taylor""]",when did man utd last win the premier league
"[""Mary Kate Schellhardt""]",who made the song i wish i was a baller
"[""Gabrielle Haugh""]",which country is the champion of fifa world cup 2014
"[""12""]",who owns the russian consulate in san francisco
"[""John von Neumann""]",who plays emma on once upon a time
"[""179""]",when does the new season of love and hip hop atlanta come on
"[""Lacey Turner""]",who sang the mcdonald's jingle im lovin it
"[""A mood swing""]",who is i can only imagine based off of
"[""Anil Kumar Jha""]",how old was paige when she left dance moms
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",dynasty that built the great wall of china
"[""Calcium ions""]",who has the most superbowl wins in nfl history
"[""to perceive linear acceleration""]",when did atlantis the lost empire come out
"[""13""]",when did the us ratify the kyoto protocol
"[""in 2018""]",who won the toss in 2003 world cup final
"[""Niagara River""]",what season of bachelor was jamie from married at first sight on
"[""April 28, 2017""]",where is the long island railroad in jamaica
"[""Josh Groban""]",where does the saying calling the kettle black come from
"[""originally from the Greek""]",why did the st louis cardinals move to arizona
"[""Richard Dawson""]",who wrote i still can't say goodbye
"[""Guaranteed Rate Field""]",how many episodes in sense 8 season 1
"[""122""]",where do the checks and balances come from
"[""42""]",when does the new series of wentworth come out
"[""ground state""]",president are allowed to issue which kind of orders without the approval of congress
"[""Jimmy Cliff""]",who sang the song with or without you
"[""George Hudson""]",what is the name of the ae symbol
"[""2000""]",who drove the skoal bandit car in nascar
"[""Tuticorin (Thoothukudi)""]",who plays the mother in a series of unfortunate events
"[""18""]",when did america first land on the moon
"[""Edwin Hubble""]",elvis presley songs used in lilo and stitch
"[""179""]",when did the 100 season 3 come out
"[""12""]",where did 4th impact come in the x factor
"[""Dev"",""Devin Star Tailes""]",when did the maple leafs last win the stanley cup
"[""Niagara River""]",how many stars in the milky way nasa
"[""2015""]",who stars in the new magnum pi tv series
"[""December 15, 2017""]",where does the term spirits for alcohol come from
"[""James Arthur""]",where was stephen king's it 2017 filmed
"[""A concerto""]",song how sweet it is to be loved by you lyrics
"[""Charles Young""]",when did it become mandatory to have a social security number
"[""August 17, 2018""]",who wrote life is just a bowl of cherries
"[""10 one-hour episodes""]",who sings the doc mcstuffins toy hospital theme
"[""1943""]",who did the voice of vinnie on family guy
"[""Sachin Tendulkar""]",who played daniel in the bible mini series
"[""2009""]",who used punch cards to create a new calculating system
"[""Marley""]",who owns pf chang's and pei wei
"[""Queen's Park""]",when did the vietnam war start and end
"[""10""]",who sings climb every mountain in the sound of music crossword
"[""Ireland""]",when did the wonderful world of disney air
"[""4""]",where did the song santa claus is coming to town come from
"[""redox reactions""]",the first editor of the assamese periodical magazine jonaki
"[""V8 engine""]",who hosts let's make a deal now
"[""Matthew Prokop""]",where was the tv series yellowstone filmed at
"[""1960""]",when was the last time miami dolphins won in new england
"[""2018""]",maximum goal by a player in fifa world cup
"[""Tuticorin (Thoothukudi)""]",who plays duke in she's the man
"[""Carole King""]",who wrote o lord my god when i in awesome wonder
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",which side of the white house is the front
"[""Queen's Park""]",who was defeated in second battle of tarain
"[""July 16, 2017""]",when is steven universe save the light coming out
"[""18""]",who did the choreography for the movie the greatest showman
"[""Shirley Mae Jones""]",what type of joint is formed between the radius and ulna
"[""John von Neumann""]",when did they break out of prison in prison break
"[""In 1995""]",who wrote the byrds song turn turn turn
"[""Mexico"",""Soviet Union""]",what christian denomination was illegal in the colony of virginia
"[""Josh Groban""]",what year did the last civil war vet die
"[""Greek""]",when did the audi a3 have a facelift
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",when did the new russian calendar go into effect
"[""Evaluation and management""]",where is the anus located on a woman
"[""Shirley Mae Jones""]",when did grand canyon become a national park
"[""Australia""]",who abolished the dual system of government in bengal
"[""volume of the container decreases""]",what happened to darrell from ice road truckers
"[""eastward, in prograde motion""]",who won the first series of x factor uk
"[""Eli Marienthal""]",who plays angel in x-men the last stand
"[""PewDiePie""]",where was total eclipse of the heart filmed
"[""December 15, 2017""]",who played mr. o'hara in gone with the wind
"[""John von Neumann""]",when did the i phone 6 s come out
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",in georgia how old do you have to be to get a tattoo
"[""Spanish""]",when did the home service became radio 4
"[""Gal Gadot""]",who led the hebrews out of their captivity in egypt
"[""13""]",who played the cowboy in the indian in the cupboard
"[""13""]",the calculation of the poverty line is based on
"[""a maroon Bristol 405""]",when was the last time eagles were in playoffs
"[""July 16, 2017""]",who found a route to india by sailing around the horn of africa
"[""Molt Taylor""]",where is the i am feeling lucky button
"[""April 28, 2017""]",who won the womens world cup in 2015
"[""Gabrielle Haugh""]",who played casey on as the world turns
"[""a maroon Bristol 405""]",name the world's largest riverine island formed by the brahmaputra
"[""1984""]",who plays the detective in wisdom of the crowd
"[""2–4 years""]",who said those who cannot remember the past are condemned to repeat it
"[""1988""]",when did new zealand hold the commonwealth games
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who does rayna end up with in nashville
"[""China""]",who sings the song never be the same
"[""Pom Klementieff""]",who laid the foundation of space science in india
"[""Mexico"",""Soviet Union""]",if you are from dubai what are you called
"[""Jesse Donald Knotts""]",who played the cigarette smoking man on the x-files
"[""April 28, 2017""]",who sings the theme song for family ties
"[""Saleisha Stowers""]",who is cate blanchett's character in lord of the rings
"[""2–4 years""]",a karyotype with an extra set of chromosomes indicates
"[""Clayton Moore""]",who sings its to late to turn back now
"[""Charles Young""]",who plays charlie on it's always sunny
"[""Molt Taylor""]",when was the last time halley's comet came by
"[""2012""]",who is the actor in boy meets world
"[""Zone Improvement Plan""]",where did the us get the statue of liberty
"[""2012""]",who does michelle pfeiffer play in ant man
"[""Pom Klementieff""]",which preservationist was instrumental in establishing a national park to protect yosemite valley
"[""2009""]",who's sitting on the pole for the daytona 500
"[""George Hudson""]",when does greenhouse academy season 2 come out
"[""copper""]",memorial day was originally created to honor fallen soldiers of which war world war i
"[""1981""]",when did the santa clause movie come out
"[""San Antonio""]",who was the actor that played napoleon dynamite
"[""Edwin Hubble""]",what kind of plane does the secretary of state fly on
"[""July 16, 2017""]",roles and functions of the south african reserve bank
"[""State governments""]",how many pages are in all of the game of thrones books
"[""2010""]",when was star wars attack of the clones made
"[""Greek""]",who did cole swindell write you should be here for
"[""Miguel Cabrera""]",when was the lend lease act extended to the soviet union
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who has the most splash hits at at&t park
"[""Abigail Rokison-Woodall""]",who is rodrigo in mozart in the jungle
"[""six""]",who sings how can this happen to me
"[""Jason Michael Lee""]",who plays archie on once upon a time
"[""originally from the Greek""]",i sleep better in the morning than at night
"[""1981""]",what is the proper name of a foot doctor
"[""1982""]",who was a major figure in the evolutionary perspective
"[""Bella Dayne""]",when did the indian constitution come into being
"[""Australia""]",who won the popular vote 2016 presidential election
"[""1962""]",how many times has arsene wenger won the fa cup
"[""Zone Improvement Plan""]",about how many japanese planes attacked pearl harbor on december 7 1941
"[""Citytv""]",when was a whiter shade of pale recorded
"[""constitutional republic""]",who is the chief minister of rajasthan 2017
"[""2012""]",where has conan filmed conan without borders special
"[""New Netherland""]",who sang the best is yet to come
"[""to perceive linear acceleration""]",who play brady black in days of our lives
"[""12""]",who worked as a constitutional advisor for constitutional assembly
"[""October 10, 2017""]",when did the movie lake placid come out
"[""Marley""]",where does america's got talent take place in 2017
"[""1998""]",who won the last food network star 2017
"[""2015""]",when did the wichita state football team plane crash
"[""1939""]",when do live shows start on america's got talent
"[""George Hudson""]",who was honoured with bharat ratna before he became president of india
"[""Dev"",""Devin Star Tailes""]",when is the last time the celtics won a championship
"[""Lionel Messi""]",who is the founding father of modern psychology
"[""2000""]",who dies in svu season 17 episode 5
"[""July 16, 2017""]",how old did you have to be to put your name in the goblet of fire
"[""Eli Marienthal""]",where do most of the immigrants to canada come from
"[""Monasteries"",""wealthy individuals"",""rulers""]",who was required to have affirmative action programs
"[""2017""]",when is the carter 5 supposed to be released
"[""West Indies""]",when was the last time boston red sox won the world series
"[""Matthew Prokop""]",how many korean athletes in winter olympics 2018
"[""State governments""]",who was heading indian army 1971 bangladesh war
"[""4""]",where does the light reaction in photosynthesis take place
"[""122""]",who is the owner of warner bros records
"[""Lebanese""]",when is the next episode of summer camp island
"[""13""]",when did the boston celtics win their first championship
"[""March 27, 2018""]",who plays zoya in the movie 'jannat'
"[""2012""]",how many stories is the tallest building in nigeria
"[""2000""]",when does the new solo movie come out
"[""those that have died""]",where is this year's world cup being held
"[""Calcium ions""]",japan referred to its expansionist policy during the 1930s and early 1940s as
"[""12""]",who was eliminated from worst cooks in america
"[""1942""]",who composed the famous song 'sare jahan se acha'
"[""Lionel Messi""]",when will game of thrones season 7 episode 7 air
"[""Monasteries"",""wealthy individuals"",""rulers""]",when does season 5 of blacklist come out
"[""1981""]",in the otolith organs the otoliths are calcium carbonate particles that ____
"[""in 2018""]",what was the first year of the nissan gtr
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",backwards compatible xbox one games call of duty
"[""Marvin Gaye""]",who's running for the governor of california
"[""Mexico"",""Soviet Union""]",where is lake victoria on a world map
"[""A concerto""]",which amendment is central to understanding the debate concerning the right to bear arms
"[""10""]",who gets killed in the shower in psycho
"[""18 August 2011""]",when were air brakes first used on trucks
"[""2002""]",who said we hold these truths to be self evident
"[""1962""]",during which phase of sdlc are the test cases developed
"[""12""]",when did the draft began for the vietnam war
"[""New Netherland""]",who built the first train in the world
"[""1962""]",who was the british brigadier general that captured lighthouse
"[""1939""]",halloween 6 who is the man in black
"[""71%""]",who has won rte sports person of the year five times
"[""9""]",who is the actress that plays amy on big bang theory
"[""1980""]",when does new episodes of the handmaids tale come out
"[""October 10, 2017""]",in which plate of the earth is india located
"[""Eli Marienthal""]",who won so you can dance season 14
"[""1988""]",who makes the paper money is printed on
"[""Thurl Ravenscroft""]",who is the living oldest prime minister in history
"[""Lacey Turner""]",how old is the kid that plays bruce wayne on gotham
"[""18""]",where is the oldest refinery in india located
"[""12""]",where is james scott from days of our lives
"[""after a minor infringement""]",what war is the charge of the light brigade
"[""December 15, 2017""]",when was the little drummer boy song written
"[""Thurl Ravenscroft""]",which witch is the bad witch in oz
"[""January 11, 1970""]",who won season 2 of project runway all stars
"[""Meredith Willson""]",night at the museum 3 ben stiller characters
"[""2012""]",what two japanese cities were bombed in ww2
"[""Edwin Hubble""]",where is the bigg boss tamil house located
"[""2009""]",when does the 16 days of activism campaign start
"[""March 9, 2018""]",how many seasons of northern exposure are there
"[""ground state""]",who sang the original you're gonna love me
"[""Jimmy Cliff""]",when will transformers the last night be released on dvd
"[""Zaira Wasim""]",the chihuahua is a breed of dog believed to originate from what country
"[""Matthew Prokop""]",nilgiri himalayan and arabian are species of which animal
"[""Australia""]",black panther comic when did it come out
"[""12""]",when does season 2 of dragon ball super come out
"[""Australia""]",who is playing rachel in sana dalawa ang puso
"[""redox reactions""]",when is game of thrones season 7 starting
"[""2010""]",when was the last time a battleship was used
"[""7""]",where is shenandoah national park located in virginia
"[""Clemson\n1""]",when did the us take possession of hawaii
"[""redox reactions""]",how much is a pack of cigarettes in japan
"[""122""]",what degree do you get out of medical school
"[""Jesse Donald Knotts""]",which pictogram is used to warn about the oxidizer class of chemical hazards
"[""1,089 sq ft""]",when was television made available to the public
"[""July 16, 2017""]",who gave women's right to vote first
"[""Ryan ten Doeschate""]",when do you need to do decompression stops
"[""Barbicide""]",who is the narrator for the tv show snapped
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who worked as a constitutional advisor for constitutional assembly
"[""China""]",how many episodes of sea patrol are there
"[""1950""]",what cut of meat is new york strip steak
"[""St. Louis Cardinals"",""San Francisco Giants""]",major westward moves in sports franchises began in earnest in the major sports in
"[""2–4 years""]",when is sword art online ordinal scale coming out
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who has scored the most goals for brazil
"[""12""]",who played mother firefly in house of 1000 corpses
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when was beauty and the beast 2017 released
"[""PewDiePie""]",who wrote didn't we almost have it all
"[""Monasteries"",""wealthy individuals"",""rulers""]",who plays sonya on law and order svu
"[""1998""]",which country is sponsoring the president of the un general assembly
"[""March 15, 2013""]",who plays damon wayans wife on lethal weapon
"[""1967""]",who was the first king of egypt to use the title pharaoh
"[""Abigail Rokison-Woodall""]",who played ross poldark in the original tv series
"[""2–4 years""]",who is the owner of warner bros records
"[""Spanish""]",who won icc t 20 world cup 2016
"[""March 15, 2013""]",what is the latest season of marvel agents of shield
"[""horses""]",who wrote rockin pneumonia and the boogie woogie flu
"[""2018""]",who holds the record for the most formula 1 drivers champion titles
"[""1,089 sq ft""]",where did one direction shoot you and i
"[""Anderson Silva""]",who is the star of the movie wonder
"[""four""]",over which bridge is the london marathon run
"[""Barbicide""]",where did lyla go in girlfriends guide to divorce
"[""Niagara River""]",what is the record field goal in the nfl
"[""Barbicide""]",when was the song as time goes by written
"[""Calcium ions""]",where did the last name castillo come from
"[""1981""]",where is american pie 2 supposed to take place
"[""Ireland""]",when did the song you should be here come out
"[""Gabrielle Haugh""]",when was under god added to pledge of allegience
"[""In 1995""]",how many episodes does tokyo ghoul season 2 have
"[""10 one-hour episodes""]",what is the full name of nigerian president
"[""West Bengal""]",how many episodes in the itv series girlfriends
"[""9""]",do you know what the capital of djibouti is
"[""video editing""]",who plays albus potter in the cursed child
"[""those that have died""]",who starred in breakfast at tiffany's 1961
"[""1960""]",when is the peach bowl played this year
"[""1981""]",who sings the songs on get him to the greek
"[""Sarabi""]",when is the last time the mariners made the playoffs
"[""March 15, 2013""]",what type of car is eleanor in gone in 60 seconds
"[""the Cambrian explosion""]",when does pokemon the movie i choose you come out
"[""January–July 1975""]",which nfl team has the most super bowls
"[""the Cambrian explosion""]",who plays travis on if loving you is wrong
"[""1988""]",what sort of story is the scarlet letter
"[""Sarabi""]",who wrote the original story of phantom of the opera
"[""18""]",is a t rex a carnivore or herbivore
"[""A mood swing""]",who plays dr. ben on the bold type
"[""1967""]",what is the highest denomination of the us dollar
"[""Carole King""]",who did the charlotte hornets trade kobe bryant for
"[""Lionel Messi""]",who's winning the cowboys or the redskins
"[""pyramidion""]",who was the last horse who won the triple crown
"[""12""]",when did tampa bay win the last stanley cup
"[""George Casper Homans""]",eliminated contestants of khatron ke khiladi season 8
"[""2018""]",when did the game of thrones books come out
"[""Australia""]",who sang the theme song from half and half
"[""Billie Jean King""]",what was the name of the telephone operator on green acres
"[""9""]",when was the last time the eagles made the playoffs
"[""Billie Jean King""]",which channel is world cup 2018 on in india
"[""Sarabi""]",when did little rock become the capital of arkansas
"[""18""]",which is first silence of the lambs and hannibal
"[""Matthew Prokop""]",who is the highest goal scorer in the confederation cup 2017
"[""Spanish""]",who is the lead singer of one republic
"[""E. M. Forster""]",who wrote the original song red red wine
"[""John von Neumann""]",when did the records take over the production of the phonographs
"[""North Korea""]",where did the name kellogg's come from
"[""Lebanese""]",who is in the band all that remains
"[""eastward, in prograde motion""]",when was the last time houston astros were in the world series
"[""July 16, 2017""]",which country's head visit to pakistan first
"[""9""]",when did they stop using cabooses on trains
"[""Evaluation and management""]",who sings i want to rock with you
"[""Abigail Rokison-Woodall""]",how many stars in the milky way nasa
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when did the ottoman empire drop out of ww1
"[""the Cambrian explosion""]",dry ice (solid co2) is which type of solid
"[""1974""]",is a pontiac vibe a car or suv
"[""Spanish""]",in which episode do mike and rachel get together
"[""Gal Gadot""]",who played mother nature in santa claus 2
"[""Marley""]",the trophy known by the name of grand prix is associated with
"[""PewDiePie""]",when did they ban asbestos in popcorn ceilings
"[""Over 2,500""]",dolce and gabbana based on which italian city
"[""13""]",presented the idea of indian constituent assembly in pre independence day
"[""Pom Klementieff""]",where does the saying dressed to the nines come from
"[""Clayton Moore""]",the degree to which a test actually measures what it supposed to measure
"[""Mars Bonfire""]",when does season 4 of younger come out
"[""December 15, 2017""]",family guy and then there were fewer movie reference
"[""West Indies""]",what article of the constitution provides that the executive power shall be vested in
"[""March 15, 2013""]",who were the leaders of the battle of chickamauga
"[""Over 2,500""]",who is jack in a star is born
"[""China""]",who played mickey pearce in only fools and horses
"[""2000""]",who sings you say it best when you say nothing at all
"[""horses""]",who is supreme leader in new star wars
"[""1998""]",who wrote the song have a little faith in me
"[""Jason Michael Lee""]",when did the drc gain independence from belgium
"[""Mars Bonfire""]",where is switched at birth supposed to take place
"[""Australia""]",which of the six main organs of the united nations was suspended in 1994
"[""Potassium chlorate""]",last time canadian dollar was at par with us
"[""six""]",whats the name of the new avatar movie
"[""E. M. Forster""]",who has qualified for next round world cup
"[""eastward, in prograde motion""]",the book one part woman has been authored by whom
"[""in 2018""]",who is buried at the tennessee state capitol
"[""3 to 8 days""]",what allies suffered the greatest military and civilian loss of life during world war ii
"[""produces a lubricating mucus""]",the thin contractile protein of a muscle cell is known as
"[""2017""]",who owns the rights to shazam the superhero
"[""71%""]",when did the war in vietnam take place
"[""1981""]",when was don't ask don't tell established
"[""18""]",who played trumpet in princess and the frog
"[""1950""]",what episode of the flash is crisis on earth x
"[""in 2018""]",what happened to the chicago world's fair buildings
"[""in 2018""]",what issues did the various new deal programs address
