answer,question
"[""Parafollicular cells""]",where did the detroit pistons play before little caesars arena
"[""James Arthur""]",where does the white house get their christmas tree
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who do you play as in kingdom hearts 2
"[""2015""]",three athletic events that use the si system of measurement
"[""Ryan Guzman""]",what book comes after glass in the crank series
"[""Spectre""]",who plays professor buck awe on sesame street
"[""Jesse Donald Knotts""]",where did ac/dc get their band name
"[""Evaluation and management""]",who played judy in lost in space movie
"[""Jason Michael Lee""]",what is the opposite side of a right angle triangle
"[""Australia""]",who are all the presidents on mount rushmore
"[""Lacey Turner""]",when would you have to be born to be a millennial
"[""Queen's Park""]",what are the four stages of human development
"[""4""]",who played buffy and jody on family affair
"[""42""]",how many buick grand national gnx were made
"[""in 2018""]",when is the new bleach movie coming out
"[""1950""]",where are the olfactory receptor neurons are located
"[""2012""]",who plays leslie knope on parks and recreation
"[""12""]",who has the most shutouts in nhl history
"[""17""]",who played barney on how i met your mother
"[""Billie Jean King""]",who won the oscar for best movie last year
"[""2–4 years""]",who organized the elements in a periodic table for the first time where was he from
"[""North Korea""]",which side of the civil war does baron represent
"[""1981""]",who sings backup in ride like the wind
"[""a maroon Bristol 405""]",where does easy jet fly from in uk
"[""ice caps""]",blank madly deeply number one hit for savage garden
"[""Welton Academy""]",who plays the wasp on ant-man and the wasp
"[""Tuticorin (Thoothukudi)""]",what is the cause of smog in china
"[""10 one-hour episodes""]",who in the bible had the coat of many colors
"[""constitutional republic""]",what is the population of oak ridge tn
"[""12""]",who played jesus in the movie mary magdalene
"[""Amanda Shiflett""]",who wrote the music for land of hope and glory
"[""35""]",when is sonu ke titu ki shaadi releasing
"[""horses""]",who holds the record for most 3 pointers in a finals game
"[""Barbicide""]",who played lindsay lohan s mother in freaky friday
"[""35""]",who did denver play in the super bowl
"[""Zone Improvement Plan""]",when was the first mcdonalds opened in the uk
"[""August 27, 2017""]",how many episodes are in star wars the clone wars season 1
"[""1988""]",which country has the highest rate of per capita energy use
"[""Mary Kate Schellhardt""]",how many chipotle restaurants are there in the us
"[""Miguel Cabrera""]",where is the gene located in the chromosome
"[""redox reactions""]",how long was the cosby show on the air
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",what type of epithelial tissue forms the lining of the stomach
"[""New York Yankees""]",where does the heart's electrical stimulus originate from
"[""Clemson\n1""]",mountain from which moses saw the promised land
"[""13""]",who wrote rockin pneumonia and the boogie woogie flu
"[""Sachin Tendulkar""]",who was the primary author of the federalist papers written 51 of the 85 articles
"[""after a minor infringement""]",what was the name of the dog of dennis the menace
"[""2000""]",who wrote do they know it's xmas
"[""12""]",psychology emerged as a science from the field of
"[""Potassium chlorate""]",who does the voiceover on how i met your mother
"[""Season 4, Episode 8""]",when were u boats first used in ww1
"[""US$500""]",when are the rams moving to las vegas
"[""Pom Klementieff""]",who directed the oscar winning film 'the piano' in 1993
"[""pyramidion""]",where does the last name hanes come from
"[""7""]",fastest goal in the history of the premier league
"[""10""]",who sings evermore on beauty and the beast
"[""Tuticorin (Thoothukudi)""]",who is the winner of did season 3
"[""Guaranteed Rate Field""]",when was the hymn in the garden written
"[""1939""]",who sings the theme tune to bulletproof on sky one
"[""San Antonio""]",do i need a permit to purchase a handgun in nc
"[""August 17, 2018""]",who wins the great british baking show season 3
"[""eastward, in prograde motion""]",when did billy elliot the musical come out
"[""San Antonio""]",who voices the kid in the new god of war
"[""Josh Groban""]",how many episodes of attack on titan season 2
"[""Mary Kate Schellhardt""]",what cell division process is responsible for the formation of gametes
"[""four""]",when does damon first develop feelings for elena
"[""in 2018""]",who played lincoln in the 2012 film lincoln
"[""San Antonio""]",when does the new my hero academia movie come out
"[""Dev"",""Devin Star Tailes""]",name the fields in which nobel prize is given
"[""December 15, 2017""]",when was the old testament translated from hebrew to greek
"[""San Antonio""]",final step of the dhcp discovery process is known as
"[""Pom Klementieff""]",who came up with fluid and crystallized intelligence
"[""2000""]",where does absorption take place in the small intestine
"[""Machilipatnam""]",when did the nashville predators come to nashville
"[""10""]",describe how soil damage due to salinity could be reduced
"[""9""]",who played the lead role in famous film bandit queen
"[""May 5, 1992""]",what do you call a religion without god
"[""unknown""]",who is the only kaurava who survived the kurukshetra war
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who has the most grammys of all time
"[""2017""]",when did south carolina and north carolina split
"[""those that have died""]",alan parsons project intro eye in the sky
"[""Bella Dayne""]",who scored the most goals in premier league
"[""Ryan Guzman""]",who has won the most album of the year grammys
"[""1939""]",who is the chief secretary of united nation
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who played drums on everybody wants to rule the world
"[""Zaira Wasim""]",who performed the first open heart surgery in america
"[""ice caps""]",who sang mcdonalds kentucky fried chicken and a pizza hut
"[""12""]",most number of national awards for best actress
"[""George Casper Homans""]",who won wicked tuna outer banks season 4
"[""unknown""]",what does the r in hvacr systems refer to
"[""Saddam Hussein""]",where was the battle of bunker hill actually fought
"[""December 15, 2017""]",where did the disease come from in cabin fever
"[""Saleisha Stowers""]",when did castle in the sky come out
"[""Venus""]",what is the other name of golden temple
"[""University of South Carolina""]",who sang don't go chasing waterfalls first
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when is season 2 of ballers coming out
"[""Josh Groban""]",who has been appointed as chairman of the 15th finance commission
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",which one is the poorest state in usa
"[""St. Louis Cardinals"",""San Francisco Giants""]",who illustrated the original winnie the pooh books
"[""1962""]",which indian festival from the state of maharashtra is associated with the neem juice
"[""George Hudson""]",who is on the back of a £5 note
"[""Mary Kate Schellhardt""]",when did the lion king first come out
"[""horses""]",when was the last time real madrid won la liga title
"[""1900""]",separation of church and state who said it
"[""North Korea""]",how long does it take to film a season of planet earth
"[""12""]",when was the last fifa world cup held
"[""in 2018""]",the centers of most cities became business areas after the invention of what
"[""Dev"",""Devin Star Tailes""]",who played anthony on dr quinn medicine woman
"[""In 1995""]",who played molly in she's out of my league
"[""April 1, 1999""]",who came up with the idea of rudolph the red-nosed reindeer
"[""a compulsory governmental insurance system""]",red flag is the newspaper of which country
"[""Mexico"",""Soviet Union""]",what movie was the song runaround sue in
"[""constitutional republic""]",who is the lead actor in upcoming jack ryan prime series
"[""University of South Carolina""]",who is the rapper that wears a clock
"[""12""]",when did god of war ascension come out
"[""2000""]",who played the pigeon sisters on the odd couple
"[""Josh Groban""]",who played catherine banning in the 1999 remake of the thomas crown affair
"[""17""]",where does it talk about joseph in the bible
"[""St. Louis Cardinals"",""San Francisco Giants""]",who plays brick in the sitcom the middle
"[""1950""]",who has designed the symbol of indian currency
"[""10""]",name of member who wrote constitution of india
"[""1981""]",when does new episode of dragon ball super come out
"[""Marvin Gaye""]",when does the mlb regular season start in 2018
"[""1982""]",who won the bathroom on block all stars
"[""1962""]",where does spring water found in mountains come from
"[""Charles Young""]",when was the linq hotel and casino built
"[""New Netherland""]",when did seat belts first appear in cars
"[""July 16, 2017""]",who played snape in harry potter and the cursed child
"[""West Indies""]",who plays yondu in guardians of the galaxy
"[""1,089 sq ft""]",when was pi first used in its present form
"[""Phillip Alford""]",when does mulder come back from being abducted
"[""Anderson Silva""]",who plays summer newman on the young and the restless
"[""centroid""]",where is the new double dare filmed at
"[""122""]",aurangazeb road in heart of new delhi was renamed after which personality
"[""Australia""]",when was the san andreas fault line discovered
"[""Anderson Silva""]",when does series 6 of the next step start
"[""Richard Dawson""]",percentage of high school students in national honor society
"[""Jason Michael Lee""]",when did boston red sox start playing sweet caroline
"[""Zaira Wasim""]",what animal was used as a code name for mac os x 10.3
"[""1980""]",how many seasons of happy tree friends are there
"[""Ryan ten Doeschate""]",1971 rolling stones album with a working zipper
"[""10 one-hour episodes""]",where are the 2018 winter olimpics being held
"[""2012""]",who played phil in phil of the future
"[""1981""]",what is the definition of low birth weight
"[""redox reactions""]",are metals mostly solid liquid or gas at room temperature
"[""Marvin Gaye""]",how old is the kid that plays bruce wayne on gotham
"[""Matthew Prokop""]",what episode of bleach does the fullbring arc start
"[""V8 engine""]",the only depolarizing muscle relaxant in clinical use is
"[""in 2018""]",who has the highest approval rating for president
"[""San Antonio""]",how many episodes are in series 7 game of thrones
"[""a compulsory governmental insurance system""]",who won the most fa cup in england
"[""A concerto""]",where does the water from slide rock come from
"[""centroid""]",who was the first woman pm of india
"[""Atlanta–Fulton County Stadium""]",who is crowned king of scotland at the end of macbeth
"[""1988""]",when does the next season of once upon a time come on
"[""Richard Dawson""]",most red cards in a single premier league match
"[""Pom Klementieff""]",where did dressed to the nines come from
"[""Anderson Silva""]",when does the next part of the ranch come out
"[""13""]",the form of chronic inflammatory bowel disease affecting the ileum and/or colon is
"[""China""]",who won the men's singles at the 2017 french open
"[""2002""]",what is the name of beyonce's clothing line
"[""1974""]",allows many users at different terminals to communicate with a single computer at the same time
"[""Venus""]",who plays the voice of mike wazowski in monsters inc
"[""1980""]",this dictator and commander of chile's army ruled the country from 1973 to 1990
"[""Islamic prophet Muhammad""]",the slogan garibi hatao (removal of poverty)was adopted during the period of —–
"[""Jason Michael Lee""]",who played buford t justice in smokey and the bandit
"[""Dev"",""Devin Star Tailes""]",the largest meteorite ever found on earth has a mass of how many kg
"[""1962""]",who starred in why did i get married
"[""10 one-hour episodes""]",when was the public service commission original version of the upsc set up
"[""Barbicide""]",who won the most medals in 1936 olympics
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what is the u.s. debt to gdp ratio
"[""122""]",when was the movie love me tender released
"[""St. Louis Cardinals"",""San Francisco Giants""]",what film did charlize theron win an oscar for
"[""Lake Baikal""]",who played the oompa loompas in charlie and the chocolate factory
"[""March 25, 2011""]",triple h mick foley hell in a cell
"[""the Cambrian explosion""]",the chemical produced and secreted by the lining of the stomach is
"[""2012""]",when did spurs move to white hart lane
"[""Gal Gadot""]",the dark part of a shadow where light from a source is completely blocked is called the
"[""Ireland""]",where do they grow cranberries in the united states
"[""2017""]",who is the actor who plays liam in benidorm
"[""1988""]",when did nyc get the statue of liberty
"[""2015""]",who has the most yards as a quarterback
"[""18 August 2011""]",who played patty in diary of a wimpy kid
"[""in 2018""]",when did they stop using cabooses on trains
"[""42""]",who played the predator in the movie the predator
"[""rose window""]",when was the first hockey world cup held
"[""St. Louis Cardinals"",""San Francisco Giants""]",who was the movie american sniper based on
"[""Lebanese""]",when was the angriest man in brooklyn made
"[""Jesse Donald Knotts""]",which microorganisms cause mycobacterium avium complex (mac) infection
"[""Citytv""]",who wrote the song someone to remember me
"[""1967""]",the pompidou center shown here is an early example of what 20th century style
"[""University of South Carolina""]",who were the judges on the x factor
"[""1998""]",where is the most of the iodine in the body concentrated
"[""17""]",when was the last time kobe was in the playoffs
"[""1981""]",the book one part woman has been authored by whom
"[""9""]",when did the records take over the production of the phonographs
"[""Islamic prophet Muhammad""]",who sings the lover boy song in dirty dancing
"[""1890""]",asian man sings i will always love you
"[""four""]",who starred in the movie same time next year
"[""March 27, 2018""]",who sang i left my heart in san francisco
"[""North Korea""]",where does active transport occur in the membrane
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who plays ducky's assistant casey on ncis
"[""1960""]",when was the last time a packers game ended in a tie
"[""PewDiePie""]",when was the a* introduced at a level
"[""George Casper Homans""]",when did uk voting age reduced to 18
"[""John O'Banion""]",who was the mom on father knows best
"[""Over 2,500""]",who had the most championship rings in the nfl
"[""1984""]",who played orville in every which way but loose
"[""those that have died""]",when did apple computer change to apple inc
"[""1982""]",in the bible where are the 10 commandments
"[""Abigail Rokison-Woodall""]",when did the army air corps become air force
"[""August 27, 2017""]",where was the adam sandler movie blended filmed
"[""1950""]",who won 3rd place in workd cup 2018
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",what is the lead singer's name from imagine dragons
"[""John O'Banion""]",where is britain's got talent semi finals held
"[""December 15, 2017""]",who played mrs. landers on leave it to beaver
"[""2018""]",what brings in more money nba or nfl
"[""Mary Kate Schellhardt""]",where is the movie peace love and misunderstanding filmed
"[""1974""]",what is the largest fish in the amazon
"[""1950""]",how many pitches do musicians have to work with in the western musical system of today
"[""1981""]",when does kyle richards american woman come out
"[""Tuticorin (Thoothukudi)""]",who's won the most majors in golf
"[""Potassium chlorate""]",where does the term spirits for alcohol come from
"[""produces a lubricating mucus""]",who won sa re ga ma little champs
"[""centroid""]",who played anakin skywalker in star wars the phantom menace
"[""redox reactions""]",when did we start saying the pledge of allegiance in schools
"[""12""]",how many number one hits did the supremes have
"[""volume of the container decreases""]",who used to drive the 21 car in nascar
"[""pyramidion""]",what unit would you use to measure the weight of a apple
"[""George Hudson""]",how many barrels of oil does iraq produce per day
"[""2017""]",who wrote song take me out to the ballgame
"[""10""]",when did the dominion of canada become canada
"[""pyramidion""]",how many gold medal in india 2018 asian game
"[""Dev"",""Devin Star Tailes""]",where does hill country fare chicken come from
"[""2018""]",where does davids story start in the bible
"[""Marvin Gaye""]",who sang one for my baby and one more for the road
"[""10""]",how often do we have a census in the uk
"[""Niagara River""]",who directed season 7 of game of thrones
"[""12""]",who has raced in the most f1 races
"[""January–July 1975""]",which country won the maximum number of gold medals at the london olympics 2012
"[""2015""]",who sings the songs on get him to the greek
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",where did 6 degrees of separation come from
"[""unknown""]",who did the new england patriots play this year
"[""Lebanese""]",where does the adventures of huckleberry finn start
"[""a wild Pikachu""]",when did channel islands became a national park
"[""after a minor infringement""]",what is a good score on the medical boards
"[""Mars Bonfire""]",current board of governors of the federal reserve
"[""2015""]",where is the mls cup being played this year
"[""Lionel Messi""]",when did canada became a colony of britain
"[""Clayton Moore""]",how and when was knowledge of paper making established in christian europe
"[""in 2018""]",who has won the most super rugby titles
"[""six""]",who has the most all time wins in nascar
"[""1998""]",how old was fabregas when he joined arsenal
"[""2000""]",when does season 2 of the dragon prince come on netflix
"[""China""]",explorer who found a sea route to india around africa
"[""Greek""]",writer of the song sare jahan se acha
"[""Australia""]",who won the 2013 america's got talent
"[""Anderson Silva""]",who is morgan freeman in the lego movie
"[""Ireland""]",who led an expedition to explore the louisiana territory
"[""10""]",what is the biggest cause of poverty in america
"[""E. M. Forster""]",when was the last time the houston rockets went to the nba finals
"[""1981""]",what are the names of the three pedals on a piano
"[""Sarabi""]",where is the rio grande river located in jamaica
"[""Ryan ten Doeschate""]",orange is the new black cast transgender actress
"[""1980""]",what is the role of the endolymph of the semicircular canals
"[""42""]",where does protein breakdown begin in the human body
"[""1962""]",what do first 3 numbers of ssn mean
"[""Potassium chlorate""]",when was give me that old time religion written
"[""July 16, 2017""]",where did the tradition of the christmas tree originate
"[""South Side, Chicago""]",who did butler beat in the final four
"[""1890""]",when did legend of zelda breath of the wild come out
"[""April 28, 2017""]",who plays daphne in what a girl wants
"[""Over 2,500""]",how old was fabregas when he joined arsenal
"[""December 2003""]",when is ark survival evolved coming out for xbox one
"[""ice caps""]",who brought castiel back to life in season 5
"[""35""]",where did you sleep last night folk song
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who does david burtka play in how i met your mother
"[""produces a lubricating mucus""]",who said no two objects can occupy the same space at the same time
"[""3 to 8 days""]",who directed the musical episode of grey's anatomy
"[""a compulsory governmental insurance system""]",when were verses and chapters added to the bible
"[""1984""]",when does the geological record indicate that the earth formed
"[""4""]",name of thailands new year festival in april
"[""six""]",who came in 2nd in the first presidential election
"[""Elstree Studios""]",when does germany move to daylight savings time
"[""Queen's Park""]",who is peter quill's father in comics
"[""Parafollicular cells""]",famous indian playback singer. one of the best known and respected playback singers
"[""Mexico"",""Soviet Union""]",the patriots and the french were unsuccessful in taking this city during the american revolution
"[""December 15, 2017""]",who does elena end up with damon or stefan
"[""2012""]",when was the first version of word released
"[""March 27, 2018""]",house of cards season 3 physical therapist actress
"[""Charles Young""]",where does the tradition of wedding rings come from
"[""Greek""]",what language was the new testament bible originally written in
"[""George Hudson""]",sarus crane is the official bird of which state
"[""2017""]",what type of magma formed at mid-ocean ridges
"[""Monasteries"",""wealthy individuals"",""rulers""]",a memorial commemorating the landing of the 1820 settlers
"[""ice caps""]",halloween 6 who is the man in black
"[""John von Neumann""]",the concept of fundamental duties was adopted from the constitution of which country
"[""Potassium chlorate""]",how many episodes in season 1 of girlfriends guide to divorce
"[""New Netherland""]",who plays james moriarty in sherlock holmes a game of shadows
"[""1981""]",where do portuguese man of war jellyfish live
"[""1942""]",who owns willy wonka and the chocolate factory
"[""12""]",everybody loves raymond robert dates 22 year old
"[""2024""]",top 10 largest country in africa by land mass
"[""1900""]",term of non permanent member of un security council
"[""Pom Klementieff""]",what kind of bass does john cooper play
"[""18 August 2011""]",how many seasons are there in finding carter
"[""Sarabi""]",what is the primary constituent of venus’s atmosphere
"[""Machilipatnam""]",tum dena saath mera dd national serial cast
"[""7""]",how many senate votes to confirm supreme court nominee
"[""Machilipatnam""]",when was the last time the edmonton oilers won the stanley cup
"[""Barbicide""]",when did i'm the one come out
"[""Eli Marienthal""]",miss world japan 2016 is a great grand child of a former chief minister of
"[""Islamic prophet Muhammad""]",once upon a time season 7 hansel actor
"[""2015""]",who played bernardo in the movie west side story
"[""Zone Improvement Plan""]",who played biff in back to the future movies
"[""Jose Garces""]",who plays the voice of lois on family guy
"[""9""]",where did the maine coon cat come from
"[""Barbicide""]",when did cardi b first appear on love and hip hop
"[""July 16, 2017""]",who was the member of the wampanoag tribe who helped the pilgrims grow key wampanoag crops
"[""Welton Academy""]",what season of greys anatomy does derek die
"[""Elstree Studios""]",which country is called land of morning calm
"[""In 1995""]",where did the proclamation of 1763 divide british territory
"[""Australia""]",the act of forcing someone into military service
"[""1920 to 1933""]",who introduced the concept of reinforcement into behaviorism
"[""March 25, 2011""]",when did the first guardians of the galaxy comic come out
"[""1890""]",when is the nobel peace prize awarded each year
"[""4""]",when did the first cake mix come out
"[""1982""]",who plays mr rosso in freaks and geeks
"[""Calcium ions""]",how many episodes i am not a robot korean drama
"[""18""]",who came in second place in the kentucky derby
"[""35""]",how much did mgm national harbor cost to build
"[""Over 2,500""]",high blood glucose levels stimulate the release of
"[""Welton Academy""]",where was the new dukes of hazzard filmed
"[""Anil Kumar Jha""]",where does the seine river start and end
"[""2017""]",what movie has the song let me call you sweetheart
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who wrote the song if i were a rich man
"[""122""]",how many episodes in it's always sunny season 13
"[""May 5, 1992""]",the large blood vessel that carries blood away from heart
"[""A mood swing""]",when did kevin durant sign with the golden state warriors
"[""Jose Garces""]",who plays mark usher on house of cards
"[""Greek""]",when white light is cast upon cyan toner. which color wavelengths are reflected
"[""12""]",when did the children's act came into force
"[""Matthew Prokop""]",who drove the car in smokey and the bandit
"[""Carole King""]",who played the predator in the movie the predator
"[""122""]",who is credited with deriving the electronegativity values of the periodic table
"[""Venus""]",how many sweeps have there been in the world series
"[""Niagara River""]",who was the bird woman in mary poppins
"[""Mars Bonfire""]",who won the women's wimbledon championship 2017
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who plays dr. ben on the bold type
"[""Richard Dawson""]",who plays drew's husband on the night shift
"[""Dylan""]",what is the newest version of cards against humanity
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",largest province of nepal on the basis of population
"[""South Side, Chicago""]",who dies in batman v superman dawn of justice
"[""Evaluation and management""]",what is the chip they put in dogs
"[""Potassium chlorate""]",who wrote the influence of sea power upon history
"[""A mood swing""]",who does miranda cosgrove play in despicable me
"[""Prince Phillip""]",who has the most lithium in the world
"[""Prince Phillip""]",who organized known elements by placing them into groups of three called triads
"[""State governments""]",when was the first jurassic park film made
"[""Barbicide""]",who is given the credit for establishing deaf education
"[""1960""]",who sings the theme song to not going out
"[""Niagara River""]",who sings the song raise a little hell
"[""copper""]",when was the last time the dodgers won the national league pennant
"[""Alex Rodriguez""]",who plays the boy in journey to the center of the earth
"[""Thurl Ravenscroft""]",when was the federal capital moved from lagos to abuja
"[""Mars Bonfire""]",who belongs to the absurd school of drama
"[""V8 engine""]",the 3 types of customers in the nps model
"[""China""]",who won the olympics in make it or break it
"[""Australia""]",who starred in the movie scent of a woman
"[""2017""]",when was the last time uruguay won copa america
"[""1960""]",when does britain's got talent 2013 start
"[""pyramidion""]",when did season one of series of unfortunate events come out
"[""E. M. Forster""]",when was the neutrality act of 1937 passed
"[""Islamic prophet Muhammad""]",where will the final of the champions league be played
"[""1962""]",when does brawl stars come out on ios
"[""horses""]",who warned the colonists that the british were coming
"[""12""]",what direction does the earth spin around the sun
"[""copper""]",who brought castiel back to life in season 5
"[""Abigail Rokison-Woodall""]",who has the highest followers on instagram in world
"[""horses""]",who's winning the cowboys or the redskins
"[""Molt Taylor""]",what is the nz rugby league team called
"[""August 17, 2018""]",what is the most common bible translation in english
"[""71%""]",how many keys are on microsoft windows standard keyboard
"[""1962""]",who has won most academy awards for best actor
"[""1900""]",who plays young simba in the lion king
"[""2012""]",when was under god added to the pledge of allegence
"[""Carole King""]",how long does it take for the moon to rotate around the earth
"[""Saddam Hussein""]",who plays the oldest sister on last man standing
"[""Anil Kumar Jha""]",who is the original artist of sound of silence
"[""1974""]",where does i am princess x take place
"[""1998""]",how many episode of my hero academia season 2
"[""March 25, 2011""]",who sings i'm going to hire a wino
"[""2015""]",when does episode 10 of seal team come on
"[""Islamic prophet Muhammad""]",when is the next tokyo ghoul episode coming out
"[""PewDiePie""]",when did burning man move to black rock city
"[""December 15, 2017""]",what was the first year for the iroc camaro
"[""March 27, 2018""]",who was sold by his brothers in the bible
"[""2018""]",who played rush limbaugh on the family guy
"[""in 2018""]",who drew up the boundaries for the new countries formed after the breakup of the ottoman empire
"[""Barbicide""]",who played the music for the partridge family
"[""Tuticorin (Thoothukudi)""]",where can the national guard be deployed to
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when was the first harry pitter book released
"[""In 1995""]",when did they start making american girl dolls
"[""3 to 8 days""]",who sings i love you in the morning and in the afternoon
"[""1980""]",when was the last time the new jersey devils made the playoffs
"[""Lake Baikal""]",where are the houses from full house located
"[""redox reactions""]",who stars in the film finding your feet
"[""in 2018""]",point in the earth's orbit nearest to the sun
"[""Evaluation and management""]",who won the espy for best nba player
"[""Atlanta–Fulton County Stadium""]",who played dean on wizards of waverly place
"[""Queen's Park""]",who won season 13 of the biggest loser
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",where does the blood in the pulmonary vein come from
"[""1890""]",when does kc undercover come back on 2017
"[""2018""]",who sings no bad news in the wiz
"[""E. M. Forster""]",when did 18 become the age to vote
"[""Meredith Willson""]",when did figure skating become an olympic sport
"[""July 16, 2017""]",where do springs form with respect to the water table
"[""18""]",what is the animal in never ending story
"[""9""]",what is the meaning of m o s
"[""New Netherland""]",what is the name of the simpson's cat
"[""9""]",who is the actor that plays the cat in the hat
"[""State governments""]",what las vegas properties does caesar's own
"[""1981""]",where did the hot dog originally come from
"[""Machilipatnam""]",when did the cubs win in back to the future
"[""Richard Dawson""]",when did jacksonville jaguars become an nfl team
"[""A concerto""]",who does mark hamill play in the flash
"[""ground state""]",who is the president of newly declared independent country east timor
"[""July 16, 2017""]",who did drake feature in in my feelings
"[""2017""]",what is the population of indian in usa
"[""2018""]",real name of kabeer of ishq subhan allah
"[""January 11, 1970""]",nigeria became a federation of 19 states in
"[""George Casper Homans""]",how much fluid does a body lose a day
"[""December 15, 2017""]",a(n) is a molecule that can bind to an enzyme and prevent the enzyme from working
"[""2012""]",who led the french army during the battle of waterloo
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who won the women's softball world cup
"[""1942""]",when does the new tv series young sheldon start
"[""1900""]",what part of a plant is a carrot
"[""Australia""]",who played the part of maria in the movie the sound of music
"[""1900""]",when did pledge of allegiance added under god
"[""Saddam Hussein""]",which pm of pakistan had the shortest tenure
"[""1974""]",who sang we are young in the 80's
"[""a compulsory governmental insurance system""]",who wrote the song bend me shape me
"[""ground state""]",who plays jake in not another teenage movie
"[""Guaranteed Rate Field""]",who plays the dog catcher in lady and the tramp 2
"[""Amanda Shiflett""]",when was the last time the us open was at shinnecock
"[""2012""]",who sings everybody is working for the weekend
"[""Machilipatnam""]",list the main political positions adopted by the federalist party
"[""King Edward Peak""]",who wrote the music for out of africa
"[""2000""]",what side of the road to they drive on in australia
"[""Constantine""]",where did they film ninja warrior in australia
"[""the axon terminal""]",when did the cult of chucky come out on netflix
"[""video editing""]",where does the first fast and furious take place
"[""3 to 8 days""]",when does the 2018 mlb baseball season start
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who developed the steam engine that could drive machinery
"[""centroid""]",where did the giant rubber duck come from
"[""Saleisha Stowers""]",what is the blue liquid in barber shop
"[""Parafollicular cells""]",who used to say it's a puppet
"[""pyramidion""]",how many cards are in a deck of phase 10
"[""redox reactions""]",what gave the us the last land needed to expand to the pacific ocean
"[""the Ivrea Codex"",""the Apt Codex""]",who played helen on life of the party
"[""August 27, 2017""]",who has scored the most goals in the world cup final
"[""Zaira Wasim""]",what kind of shark is chum from finding nemo
"[""1,089 sq ft""]",where can i take the bar exam without going to law school
"[""Greek""]",with reference to the climate of india the western disturbances originate over
"[""35""]",what is it called when you have sudden mood changes
"[""Mary Kate Schellhardt""]",where is the most of the iodine in the body concentrated
"[""January 11, 1970""]",when did duke win the national championship in basketball
"[""1920 to 1933""]",where does the house on mango street take place
"[""Molt Taylor""]",when was the united farm workers union formed
"[""1982""]",who cut the ear of the high priest's servant
"[""9""]",the jain principle of non attachment is called
"[""West Bengal""]",how many medals have great britain won in winter olympics
"[""eastward, in prograde motion""]",when is halley's comet coming around again
"[""Marvin Gaye""]",when was song of ice and fire written
"[""1962""]",how tall do you need to be to be a giant
"[""March 9, 2018""]",who coined the term survival of the fittest
"[""New York Yankees""]",who holds the record for most knockouts in boxing
"[""University of South Carolina""]",who's running for the governor of california
"[""Barbicide""]",who wrote all we are is dust in the wind
"[""9""]",when does the new season of love and hip hop atlanta come on
"[""3 to 8 days""]",who did deion sanders play for in nfl
"[""May 5, 1992""]",why leaves of cactus are reduced to spines
"[""Islamic prophet Muhammad""]",what is simon's last name in city of bones
"[""Ireland""]",who won the 2017 sultan azlan shah hockey championship organised in malaysia
"[""Niagara River""]",where does america's got talent take place in 2017
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when did the tv show arthur come out
"[""Anderson Silva""]",who are the nba players in uncle drew
"[""Richard Dawson""]",who sings dont you wish your girlfriend was hot like me
"[""redox reactions""]",when did pubs stop closing in the afternoon
"[""unknown""]",when is the tv show this is us on
"[""1962""]",when does nba regular season start in 2018
"[""pyramidion""]",when does man in the high castle come out
"[""Parafollicular cells""]",when did the brewers go to national league
"[""1960""]",when did it don't matter to me come out
"[""six""]",who played jill's friend karen on home improvement
"[""2018""]",where is the bigg boss tamil house located
"[""eastward, in prograde motion""]",organic molecules that end in the suffix ase
