origin,destination,count
SBA,CID,4470
MEM,PSE,141
BUF,CSG,2288
ABE,RDD,1543
IPL,MCN,218
BLI,RDM,729
HDN,GSP,267
WRG,SCE,771
GUC,JAX,2541
HPN,MIA,3413
DHN,ANC,901
DTW,PNS,895
BTR,SGU,2473
FWA,TYS,184
MLU,LAS,1083
MDT,RDD,654
SUN,STX,486
COD,RNO,3380
BRW,KOA,3546
AKN,EWN,6182
ACK,BTM,3370
CVG,MRY,71
HPN,CMX,375
DHN,BWI,91
CAK,ELP,1458
MDT,LMT,2052
GUC,PSP,1112
MTJ,STT,634
GST,ABI,1321
BWI,DAL,228
BDL,LAW,870
FAI,PSP,531
KTN,BOS,2341
AZO,SAT,299
MRY,HOU,2541
LWS,BTR,104
CID,LGB,2231
BZN,MFR,414
MOT,JNU,989
DSM,FNT,1666
BOI,GPT,630
GJT,LEX,2039
BQN,RKS,28
DSM,STX,2221
PMD,PIH,194
ANC,GEG,2140
DFW,ABE,1012
PHX,PIH,34
PIH,BRW,734
TRI,ISP,565
HTS,RDU,362
ADQ,OAK,573
DAB,MFE,380
JNU,TWF,1008
PIA,ELP,1653
GRB,ITH,1775
ABI,AVP,3946
BPT,STX,2220
ERI,MKG,48
BRW,TLH,1
GRK,SPS,4683
PHF,HRL,1195
SCC,LFT,432
GGG,KOA,1640
SGU,ROA,12
AGS,DLH,24
CLL,BQN,112
CLE,CHA,2293
FAR,SWF,763
MDT,PIR,2888
ELP,SAT,137
BFL,BTV,878
BUF,ALB,3156
CID,BTM,2007
VPS,PSC,743
LGA,BNA,2081
OTZ,ABE,595
BLI,DBQ,6974
CMX,JFK,3737
ACY,INL,3643
ORD,MKE,208
PHF,SIT,2422
LGB,MGM,28
CDV,AUS,2792
PMD,YUM,52
DFW,GTF,464
TOL,SRQ,108
BUR,YUM,1284
DTW,FSD,407
XNA,BQN,247
CRP,SRQ,2716
RDD,FNT,144
PUB,CMX,338
GRR,BQK,177
DAL,LIH,882
BIL,DHN,2729
EYW,SRQ,402
CIC,GGG,908
PMD,GPT,1508
JAC,JAX,279
FLO,TOL,2189
MDT,TUS,2241
FLG,LEX,1
FSD,ABQ,144
MQT,TRI,178
TVC,BDL,718
GRK,EYW,54
ITH,GGG,962
SBP,GRR,185
INL,STL,998
OMA,CHA,659
SNA,MKG,730
DHN,BET,1175
AKN,LWB,7617
DCA,ORF,1372
HPN,ABE,1941
RFD,EKO,287
LEX,BNA,119
CHO,PHF,2549
AVL,CHO,304
ACT,BZN,13788
SAN,GGG,515
GNV,DHN,105
FCA,BOS,849
SCC,SFO,378
SHV,JAX,2739
PSE,MAF,1465
ACV,PLN,4440
GPT,BTR,396
CLD,LCH,1678
GSP,MDT,4079
AKN,TOL,439
EVV,BNA,292
DRO,BDL,284
KOA,ADQ,1110
LMT,ICT,34
SBN,JAC,2279
SMX,IAH,235
DTW,GSP,1075
TWF,ROC,623
MOB,MLI,2100
ACV,ABI,275
DLG,CMI,1371
EGE,ISP,980
LAN,RDU,2673
YAK,EKO,857
TPA,SBP,41
EWN,WRG,3452
CLT,HSV,622
FWA,WYS,2016
MIA,SUX,2228
HDN,KTN,2895
MLB,ALO,2583
STL,IAD,150
BQN,EGE,861
HPN,BUR,801
DCA,SFO,1376
CEC,GSP,64
SRQ,BTM,215
GTR,SNA,5361
TPA,LGB,7
PSE,ROA,1475
IYK,MOT,648
SNA,SNA,26
MFR,CMX,1055
OKC,GGG,932
CPR,ONT,3034
GCC,CYS,1931
MBS,CRP,498
ITO,CDV,38
TUS,SCC,2647
MSN,CHO,3381
MDW,SAN,1317
CHO,LEX,19
AUS,ATW,976
PUB,AVP,1758
PSP,RNO,2003
LMT,ACK,268
ADQ,CEC,345
SBP,FAT,883
CDC,TLH,2205
BTM,CEC,52
LIT,BUF,2156
RNO,CSG,154
MGM,LAW,957
GST,CEC,296
JAC,DBQ,1817
FSM,MSO,670
OKC,PWM,1557
GNV,OGG,67
BTR,FLG,578
KTN,GRB,9
CID,CEC,125
DLG,ADQ,1611
GRB,DTW,277
EVV,BWI,21
CAE,ITO,378
LWB,BZN,3180
MHT,OAJ,765
SRQ,FWA,948
FLL,COD,740
IYK,HRL,1991
EUG,TUL,1655
ALO,CIC,1912
ACY,PHF,1517
KTN,FCA,159
BUR,CMI,863
MIA,GFK,7207
MBS,PSC,1717
KTN,DHN,6437
GSO,CDC,1254
FSM,DRO,2872
SCE,OAJ,81
PIT,CRP,2718
FLL,MCN,405
AZO,GST,8
LFT,BTR,1223
TXK,FAT,569
ALB,PSC,1363
BUF,LCH,1566
PSE,BIS,333
ROC,MLI,278
MGM,MRY,2062
BIL,CMH,526
CDC,IDA,1216
ITO,BTM,719
OKC,DHN,17
BLI,CLT,189
BTV,SMF,1858
PMD,MRY,4992
GRB,CVG,2764
PSC,ALO,403
LEX,CIC,761
RHI,AEX,339
RFD,ABI,206
MLI,MEM,236
BNA,PVD,190
GRR,MCN,394
BDL,ABQ,41
MSP,CLT,278
MSO,FAY,1620
OGG,EYW,530
VPS,MOD,1348
GFK,GCC,4832
MOT,CHO,2755
ACK,BZN,671
GJT,MOB,1128
BET,TXK,208
MSN,RNO,1080
LGB,EWR,925
HRL,RST,270
RSW,WYS,629
BWI,TUP,305
CAK,CAK,895
MLU,ANC,296
ROA,PSG,3615
STX,DSM,414
PIT,YAK,939
SLC,YUM,59
BIL,BTR,1924
PNS,CLT,1378
GRR,GST,162
TVC,LGB,454
LSE,PNS,313
HDN,LAW,3129
TPA,FAR,12
WYS,BET,580
PBI,FSD,42
ROC,DHN,119
CDC,PSP,198
MHT,HHH,476
DSM,ACV,36
SBP,GNV,687
ITO,TVC,228
OTH,LSE,175
HDN,SAN,3129
TLH,PBI,1528
YAK,SMF,240
OTZ,SJU,4837
BLI,LGB,2248
EKO,TYS,223
YUM,ISP,385
SPS,PBI,47
BOI,BET,362
SBP,ORF,2739
MOT,ABY,2316
TUP,TWF,1383
LYH,ITO,1
LCH,DAB,1893
MYR,DHN,1601
PWM,ERI,154
YAK,TEX,44
STX,HOU,893
CID,ISP,1327
LGB,TWF,229
AVL,PHL,99
AVL,FAR,95
ATW,SFO,3881
FSD,CLL,932
LEX,GNV,1555
VPS,JFK,2732
PVD,SMX,1064
ILM,INL,2231
MYR,SPS,1165
OKC,ELM,4505
JFK,BTR,1032
RAP,OKC,4048
ERI,PLN,2018
LIT,SUN,7652
TVC,ICT,8
CRP,HRL,3
LEX,MGM,31
LGB,EGE,794
LYH,JFK,1573
TVC,YKM,2926
CSG,FLL,97
YUM,MSP,579
SEA,TYR,1456
IYK,BGR,1087
DCA,CWA,1666
AZO,BFL,337
CRW,MDW,895
BTM,TOL,5065
OAK,LBB,128
PIR,LFT,911
HNL,BNA,10273
SAT,RST,268
CWA,RDU,904
STT,CLE,392
HDN,COD,340
LCH,SNA,3416
MLU,EWN,1628
ISP,JFK,2310
SUX,CRP,2059
GPT,YKM,691
WRG,SWF,232
SHV,LAW,180
BMI,ROC,437
LNK,DRO,2943
LAW,YKM,1
BMI,ILM,77
CEC,HPN,1428
FLG,AVP,1329
CLE,HPN,113
BQK,OMA,696
RKS,ROA,1614
SJC,KOA,624
ORD,MYR,119
LAS,PHF,2930
BFL,MRY,2423
MCN,MIA,1091
AVP,PBI,603
BTV,GRK,1102
CLE,CID,339
MQT,SPI,414
ITH,BLI,577
CMH,OXR,2210
FCA,GCC,1955
IND,LWB,410
PWM,ELM,410
RDD,CSG,1192
DEN,PVD,2279
MLB,BWI,4195
MCI,MLB,1030
GUC,MCO,1557
FLL,INL,36
CDV,MOB,1
TYR,TVC,54
RHI,MGM,259
CPR,AMA,1903
BIL,CMI,74
HHH,SUN,5066
DTW,GFK,773
DFW,LAX,2520
SEA,EYW,399
MDT,LIH,1660
SAT,OKC,1694
PIR,BJI,3764
CMX,GPT,86
ALB,LIH,1981
LEX,PSE,1717
SBN,AVL,19
ABI,BMI,1127
BHM,SAN,1063
BPT,AUS,327
SWF,LMT,248
RST,BWI,394
FLO,LAW,11175
ROA,TUL,1872
TYR,ONT,1566
PSE,GRR,1226
PFN,AVP,1488
FNT,HSV,1568
DBQ,HHH,1106
BUR,BDL,6136
PHL,CSG,118
TVC,TWF,1173
DTW,CHO,256
FLG,RDU,594
MIA,MHT,1037
SNA,SPI,552
ROA,EKO,457
LBB,HOU,30
CMH,TOL,99
ABI,FWA,30
SAV,STT,3728
EYW,MYR,390
SUN,ABQ,653
SCE,PNS,1600
TPA,GNV,1453
DSM,CYS,466
DAB,CMX,2
AKN,SJC,20
EVV,FCA,952
JNU,ISP,1055
GTF,MOT,11
TUL,BMI,391
BWI,SIT,440
SMX,DAL,490
FWA,MLI,1407
SPI,ACV,247
HRL,CRW,998
YAK,SWF,1237
JAN,TLH,436
CSG,PLN,1162
PSG,LBB,657
PSC,BNA,1022
CLE,DHN,244
CLD,MQT,663
EGE,SGU,22
BNA,ORD,3502
CWA,ACT,2218
GRB,LEX,3745
GCC,COD,874
COS,LMT,1551
GSP,AVP,2753
EWR,PSG,1483
EVV,ISP,853
LAS,PIH,2191
PNS,ACV,2316
ADQ,CRW,606
TUP,CDV,742
MCI,MBS,230
COD,SMF,606
ASE,TPA,813
OMA,DEN,652
BDL,MTJ,9876
ACT,PDX,652
FAR,MYR,80
OTZ,AMA,3023
LAS,GTR,653
PSG,CAE,390
ILM,OME,2158
TOL,MSP,933
LGA,ADK,4533
MTJ,TUS,2088
CMH,FAY,2923
LMT,STT,5
GEG,GPT,51
AVL,PSP,1732
BPT,IAH,3436
SBP,SUX,763
RDD,VLD,1714
RDU,SCE,8358
FLO,TUL,1847
SWF,MFR,3865
MCI,TYR,487
COS,BJI,317
OMA,SJU,1519
HRL,PFN,2019
LCH,FAR,4880
BPT,ABI,2499
SLE,LGB,490
PSC,BFL,360
SNA,YUM,727
COD,JAX,7618
FAR,ACY,4915
CPR,GJT,1512
PBI,EGE,8703
STX,FLG,1651
MIA,RFD,1123
TYS,TVC,130
FAT,MOD,30
TUL,MQT,343
TUP,BPT,290
GSP,LGB,3116
GTF,IPL,1730
IDA,DLG,604
ORD,TUS,32
BET,CLD,1699
CDV,FAT,473
YUM,GJT,350
SLC,ELP,2258
ACY,STL,107
SBN,STT,471
MEM,DTW,4445
CRW,YUM,82
DSM,EYW,760
ABE,PMD,1015
RKS,SCE,5
AUS,STT,520
CHO,BQK,573
ANC,IAD,57
BUR,CMX,1219
INL,AGS,2783
LMT,ELP,1635
MFE,PHX,40
GUC,TRI,708
BNA,MIA,789
PWM,FLO,3686
BWI,SAT,642
AEX,JAX,512
MSY,JAX,231
DAY,BMI,327
ABE,IAD,1077
CDC,JAX,1439
PNS,GTF,763
MDT,OMA,780
BMI,FAI,939
MAF,ABE,143
FWA,SMX,3058
CIC,YAK,39
LCH,MLB,180
FAY,JAN,566
BET,AZO,245
SJC,ROC,1816
TOL,OME,30
HLN,IND,666
BJI,GRR,397
LAX,GRR,3780
AVL,CAK,350
BPT,FAT,185
HOU,DSM,7640
LGA,MCI,3230
TXK,MCO,369
INL,BIS,3
ISP,PSE,114
CSG,MLI,3518
GUC,ILM,4728
KTN,IAD,2202
OTH,CAE,80
INL,HNL,15
MHT,DRO,823
COS,BFL,454
RFD,HOU,699
BPT,MYR,3864
LGB,SAT,7621
SHV,DAL,807
CHA,BUF,1822
WYS,RAP,133
MKG,YUM,171
PIH,MSN,902
SMX,BZN,4437
DLG,MQT,405
ORD,FSD,4588
GTF,DCA,7200
MSN,PNS,680
LBB,ABY,20
BUR,OTZ,2195
ACK,VPS,4195
BHM,EWN,4320
BTM,EWN,419
SAT,JAC,4898
JAX,SMX,234
MLB,SJT,319
FSM,SCC,14
PMD,TRI,152
COS,MLI,2
PSP,GGG,80
JAC,XNA,691
OKC,DEN,443
ITO,BMI,508
DLG,FAY,737
OKC,TPA,1173
OME,MLI,748
TUL,LEX,866
BZN,FLO,3280
SNA,BUR,1852
OAJ,GRR,400
MFR,STX,506
CRP,AVP,4869
GPT,LWS,509
AVL,SHV,3086
STT,LRD,119
ACV,MDT,518
PHL,AZO,191
EWN,ALO,772
DTW,BIS,2792
CWA,MOT,135
MEM,HRL,349
MSP,GTR,215
OAK,DRO,81
PLN,EWR,559
GJT,PSP,811
ONT,BNA,4174
EGE,ACK,923
BUF,HLN,993
DAB,MTJ,875
ATW,AMA,2615
MYR,SLE,1022
PIT,HRL,95
SHV,GSO,1122
GSO,PVD,1254
MSY,CDC,625
ELM,CAE,1228
BGR,DTW,2351
CWA,SYR,630
IAD,OGD,263
JAN,DHN,379
PFN,JNU,987
ANC,RDM,4524
AUS,SNA,2682
STX,SMX,2795
SMF,AEX,752
ACV,DCA,514
RIC,LRD,1230
CRW,TYS,1151
LAS,DSM,9
DAL,TWF,6375
RFD,TUL,1829
LFT,GTF,1516
MLU,MKG,905
JAC,DLG,418
BUF,ADK,5122
ALO,ITH,22
LGB,ITO,2125
FLG,SCE,302
MDW,IAH,1230
JAC,MLI,95
OTH,ACY,72
SYR,SUX,320
OME,SBP,857
PHL,ITO,1784
ELM,MKE,620
PVD,CRW,1214
FSD,FLG,1049
CRP,ABY,755
LAX,TXK,1126
OMA,SJT,2601
DLG,MSP,61
RSW,SAN,1255
OAJ,ADQ,2173
HDN,SCC,1102
LGB,HHH,1053
ROC,GSP,518
FAY,BUR,50
RFD,CLT,2732
AUS,TUS,352
MFR,ACK,329
SJC,TXK,390
MTJ,MOT,114
TUL,JAX,49
CRW,CMH,16
ALO,SUN,227
SAN,BOS,1019
XNA,LRD,478
CHO,MFE,630
YKM,ADK,2513
ACV,DLH,176
ANC,CAK,241
GRK,HOU,1982
SNA,HLN,1563
RNO,BQK,3853
DAL,SAN,844
MEM,CLE,271
TYS,DLH,1761
KOA,DAL,7
LNK,RST,5618
DAB,GEG,678
GUC,PIH,2285
FLL,FAT,1
BTR,MOB,1435
SGF,WRG,492
PLN,GUC,1151
ROC,TRI,361
CMX,BQN,157
TUS,SAV,1653
LAW,CAE,238
ITH,FNT,1538
BUF,RAP,20
OME,FLO,1
ACK,BMI,416
ORD,LYH,5356
DHN,MFR,21
RDD,HRL,1765
AVL,DCA,4392
BFL,PBI,123
TRI,MRY,2107
FSD,YAK,101
RFD,ITO,4147
FLO,TPA,292
LGA,MOB,949
SMX,JAN,5789
MGM,MOB,1
ADQ,CMH,627
MSN,LNK,1849
MKG,FAR,309
MTJ,BTV,1
BRO,GCC,2379
BRW,CLD,205
ILM,RFD,527
CHA,LWS,62
MSN,IAD,3899
MAF,IAD,5167
ABQ,FSD,327
WYS,TXK,150
WYS,LAS,686
ALB,BUR,522
ISP,GEG,4470
CSG,SUX,460
ELP,IDA,400
MSP,AEX,1288
SWF,LEX,807
GCC,PFN,3361
LGB,BIL,2966
SDF,MOB,319
SHV,CMI,3977
KTN,OGG,1090
RDM,SPS,948
LSE,HPN,947
CHO,OGG,2063
ERI,CMX,342
PUB,PIR,45
ADQ,PHF,1
HRL,MDT,3405
RDU,BTR,5003
BWI,SRQ,324
GRB,WYS,86
OXR,PSE,407
PLN,TUL,744
SYR,MGM,1153
WYS,FAR,507
EGE,BTV,1519
GTF,CAE,6
AMA,LCH,461
JNU,SFO,889
DFW,LAW,65
PDX,BTR,65
ROA,ROA,57
MBS,GGG,108
CHS,EYW,237
AKN,SWF,795
BUR,LRD,817
OKC,LAS,894
GTF,BTV,600
LAX,TPA,899
AUS,RFD,655
DFW,MBS,2483
TOL,DEN,980
TOL,GSO,1956
YKM,PNS,757
MDT,SYR,195
BOI,FLO,1945
HHH,CLL,195
BWI,SBP,3504
GRK,ACV,1961
IAD,MTJ,3236
RHI,LFT,1770
BDL,MEM,12
CMH,SBN,1447
FSM,DHN,2333
AUS,IAD,62
JAX,AUS,7239
MCI,MSY,798
SRQ,BZN,263
JFK,GJT,2367
RKS,BQK,1498
HTS,KOA,35
MRY,BUR,1
LGB,ELM,3474
SNA,DAB,378
BGR,RKS,59
ORF,ITO,553
MEM,ICT,414
ATL,SGF,260
CRP,ACY,572
CMI,RFD,1032
CWA,HLN,1524
SRQ,DBQ,124
VLD,GGG,1299
MCN,PIR,489
DFW,CLD,566
CMX,CLD,255
ROW,EUG,1362
BQN,SRQ,166
MFE,PDX,511
ABE,IND,7
YUM,YAK,4817
DRO,ACT,38
GTR,CAE,1812
IYK,SGU,1266
MDW,SAV,1922
FLL,PMD,1906
DTW,GCC,194
ASE,MFR,1606
ELP,MLU,3
SFO,JAN,139
TXK,SRQ,89
MAF,KTN,713
SAN,BGR,2918
RFD,BPT,1512
ACK,EUG,525
ILM,BDL,7
OTZ,BTV,14
ASE,SPI,564
MSO,ORD,3145
OAK,ACK,331
STL,DEN,614
LIT,GSO,101
DRO,TVC,39
SJU,ROW,530
ONT,MOD,5
EUG,FNT,421
OTZ,DAB,451
SUN,OAJ,1001
CLL,MDW,10
DRO,FAY,1
SJT,ATW,1251
WRG,RDD,3171
ORF,HOU,3316
BGR,FAI,415
HDN,SGF,2868
DTW,GSP,920
IAH,BRW,410
OMA,ELP,193
CMH,PMD,2759
LWB,ISP,6703
FLG,CHO,667
CDV,OAJ,44
PSG,MHT,1133
IDA,CAK,78
SMX,CMH,1163
DFW,TRI,1578
ROW,PNS,2212
SWF,DAB,883
OAK,HNL,1451
TUL,DHN,12170
ROW,RHI,7471
MSN,COS,1914
CHA,ACT,212
GGG,SPS,306
BTV,LWS,3042
CRW,ISP,1539
ILM,MSN,295
PVD,COD,115
OTH,SHV,1061
MIA,MCO,863
CHA,MCO,307
AKN,JAC,77
SEA,RHI,19
TWF,RDU,3277
PIR,PHF,698
BTR,JAN,284
ROA,PWM,1275
AVL,BOS,357
TYR,FWA,2829
DEN,BOI,563
MCN,HSV,62
PHX,ROC,216
JAC,DTW,1204
MEM,ACK,273
RIC,BFL,327
BIL,ISP,480
CDC,ONT,491
ORF,GST,1788
MOT,RFD,2631
MSY,ADK,1392
PIA,FNT,2254
MAF,PSE,16
OMA,FNT,976
JAN,AKN,13
CLD,SHV,1886
MFR,HTS,2939
SEA,AMA,1179
SGF,COD,1
SLC,PNS,228
CLL,ABY,4273
CPR,DTW,842
TWF,BDL,706
IND,VLD,179
EVV,TYR,2634
MDT,AZO,226
ABY,LAW,234
ELM,PHL,1557
CLT,MSN,5
IPL,OAK,929
MLB,ITO,526
ACT,ALO,2788
RDU,GST,137
WYS,GST,1886
SJT,PIH,1727
VLD,AVL,1060
DSM,ACT,117
LSE,CID,117
MAF,GCC,454
ACT,SBP,202
YAK,BZN,287
ORD,SDF,7
LNK,SFO,440
MOB,WYS,50
CPR,HSV,1815
OGG,MSO,1379
WRG,AGS,2997
PSP,FSD,253
LIT,ANC,60
AKN,ILM,109
PHX,GFK,1269
BJI,PHF,587
CMX,STL,2845
GGG,DSM,4483
TUS,BIL,762
PMD,PWM,342
MRY,BRW,1108
SGF,TUL,2959
MSN,FSM,1601
PSP,LWB,660
MFR,FAI,49
ADK,HPN,1092
AVL,RKS,33
COD,SDF,472
MAF,SMX,6016
GSP,CHS,17
HNL,SBN,1238
CHO,IYK,371
TEX,SRQ,1130
SGF,ONT,92
ATL,LIH,1089
CWA,BQN,1
ITO,SBN,858
IND,STL,20
BOI,CVG,55
BUF,BQK,440
MIA,MSN,620
SRQ,RFD,1599
FLO,MQT,2071
ELP,PHL,1466
BGM,BZN,2171
ISP,BNA,1350
LAN,PVD,3762
BTM,MLB,4001
COD,ACT,2018
HDN,OAK,1
LFT,AVP,56
CPR,TRI,1547
SHV,EYW,187
PHL,PIR,1433
CLL,CHS,1143
KOA,ADQ,3600
SCE,SAN,279
ACT,EKO,1679
LFT,MDW,572
BTM,EGE,771
BGM,SMF,1451
COD,RFD,314
VLD,GSP,632
DAL,SAN,667
MAF,COD,1233
COS,SFO,246
CDC,ADQ,27
MOD,DEN,1245
GJT,AEX,260
BET,BIS,1392
KTN,GUC,2180
SUN,MDT,32
ITO,IAH,460
HLN,ROA,20
WYS,CVG,880
GFK,ADQ,4791
BIL,RKS,46
SGU,FWA,1201
CDC,BHM,353
ADQ,EKO,2106
TRI,ACK,556
OXR,OKC,66
BNA,MHT,4123
EWN,DSM,148
AVP,ACK,70
ABQ,ATW,2047
SUX,AMA,16
ACT,LFT,730
GSP,SJT,67
TWF,HHH,196
DRO,JAX,72
BHM,DLG,283
SBA,MOD,934
OTZ,DTW,1191
SJU,GCC,6233
SGU,STX,484
CLE,GST,413
CSG,PSG,698
ISP,OKC,140
EWR,JFK,3742
LNK,RDD,83
TOL,ACV,48
IAH,AVP,219
EYW,SMF,4007
MSY,HTS,115
GRB,IAD,219
PLN,CVG,4590
ROA,GNV,1497
EGE,SJT,4634
SUX,BRO,2757
PSC,FLO,1626
BRW,INL,2173
MCN,BIL,169
GSP,TOL,45
XNA,ORD,2638
EVV,EYW,1472
TXK,GPT,137
OGG,SNA,463
TPA,BET,427
MGM,FSM,6590
ILM,SJC,18
SIT,BOS,3072
ROA,SMX,1963
PIT,MEM,166
LFT,GGG,1142
MLI,HRL,3627
SAT,FSD,22
ABQ,DTW,347
TUP,RDM,2841
GEG,BTR,395
STT,MEM,24
BHM,FAR,6634
RAP,MBS,1023
BRW,SGF,2528
BUF,DEN,834
AMA,PHL,384
ABY,BTM,591
DRO,STL,213
TYR,FAT,241
LWS,HLN,2054
MRY,FAI,1554
SCE,ACY,1226
HLN,BTV,2936
SHV,SGU,918
SCC,ABE,2161
MOB,STX,3377
BNA,BET,655
ONT,BHM,261
OKC,SCE,194
IYK,CLD,713
JAX,SPI,15
GPT,AVP,138
OXR,JAX,2636
MKG,FSD,4921
ILM,SRQ,16
RSW,LSE,81
CEC,DAL,1286
CLD,HSV,44
LIH,RHI,45
ACK,MBS,3641
GRR,SBN,561
ACT,TPA,1760
MLU,DEN,127
MOB,OTH,432
ORD,RDM,1105
PDX,ELM,1557
OTZ,TOL,130
CIC,LFT,1286
HNL,ITH,737
SJT,BTR,320
ITO,SRQ,768
ALB,MSO,561
BGM,FLG,1631
CVG,STX,429
ROC,EKO,1020
RKS,RDD,304
OAJ,OXR,50
CLE,DAL,979
BET,TOL,130
SPI,TXK,3209
ORD,LIH,1041
MEM,CRP,65
RDM,TUS,115
MAF,GUC,5144
FAR,MIA,10
PIH,GGG,5816
FAR,PIT,4803
XNA,LYH,817
AVP,LIT,100
EWN,OMA,248
FAT,HPN,925
BFL,YUM,903
MAF,BDL,1347
CWA,PHL,271
GSO,OGG,193
ITO,MAF,125
GTF,SUN,643
SAV,BPT,831
ABQ,PIT,6508
TYR,JAN,42
SYR,BNA,3265
ROA,SBA,82
FSD,IAD,946
RIC,GEG,1121
CHO,SBP,300
TUP,MSN,2539
LWB,SIT,271
GST,BQN,1887
ELP,ERI,4019
GTR,SGU,75
AUS,PIA,627
OKC,MHT,95
MOD,PIH,1141
FAI,CLT,2668
ROW,FAR,738
JFK,SGU,3054
LIT,PIR,21
MLB,SAV,3024
GRR,HSV,211
YAK,SCE,1088
OTZ,CDC,213
PBI,SIT,4119
AEX,PFN,11
ASE,GJT,1436
SYR,OAJ,59
ONT,SRQ,616
BFL,DCA,225
ROW,ROW,1709
STL,GRK,543
BIS,PBI,645
GSO,GSP,469
JNU,SLE,1101
COS,ONT,175
ROA,JAC,2994
AGS,ACT,816
DBQ,SGF,82
TRI,BTV,977
PHL,FLG,10
FWA,CMI,1023
SAT,SLE,3005
EVV,BNA,1830
YUM,HNL,1591
PIA,PSG,324
FSM,STX,684
RNO,ORF,436
SGF,CRP,1020
DCA,SJT,1243
SWF,LCH,646
PIR,SGF,547
CVG,ATL,1899
BQK,TOL,1965
MSN,PBI,4431
CLT,ELP,1645
BET,BTR,177
HNL,ABQ,373
IND,LEX,4561
KOA,DAY,775
PWM,SMX,298
BET,AUS,2277
PIT,PHL,483
IPL,GCC,11
ELM,TUS,48
SJU,RKS,263
PIT,LAW,882
RDD,DCA,1561
MSP,RDU,4460
DBQ,SBP,1258
MDW,XNA,40
DHN,LAS,768
MOD,OAK,948
SMF,MDT,187
SPS,MTJ,10
CRP,YUM,320
GFK,ELP,346
RDD,ORD,2532
TUS,LSE,1250
MCO,PSG,747
EWR,AGS,140
ADQ,MHT,10
DFW,IPL,133
CLE,PVD,589
PUB,LGA,289
GRB,MCN,384
ITO,PHX,729
ACK,CLD,5074
GST,TOL,962
DLG,CID,225
MCI,ACV,256
ISP,LGA,2780
MYR,YUM,1055
ACT,RST,2
TYR,SYR,61
SCC,GRB,484
GTR,TOL,14
MHT,BDL,253
DHN,FLL,83
LFT,RDD,674
JAX,VLD,1826
BMI,MKE,798
MOD,SIT,1725
PSE,BLI,5595
STX,SUX,102
PHX,CMX,61
IPL,SLE,610
SCE,BRW,7083
HLN,SAV,2175
RHI,SNA,195
KTN,LFT,178
EWR,ELM,1386
ITO,HHH,244
JNU,RSW,3017
HHH,DEN,884
LNK,LAX,150
IYK,LMT,1670
IPL,DCA,47
STT,ATW,310
SMF,IND,198
GSP,TUP,1852
FSD,TXK,3814
IPL,MCI,291
PMD,IDA,1117
BFL,SPI,642
DEN,ACV,661
BPT,MYR,7148
FCA,GNV,364
SCE,SDF,5535
HPN,BNA,667
VLD,DLG,631
ALB,GUC,143
OTZ,MKE,530
FWA,RFD,105
CWA,STL,67
TPA,MCN,891
CPR,CLL,3741
DAY,BUR,4418
LAW,FNT,758
SIT,SCC,143
SMF,MSN,1179
PSC,AKN,780
DSM,GFK,2554
ASE,HHH,417
PDX,CAE,316
PSG,ADK,1075
RFD,FCA,314
MRY,RKS,682
LRD,CEC,222
GUC,PIR,1040
BUR,ABY,2627
LYH,MDT,612
AEX,PHL,32
MAF,CLD,4259
SPI,SAT,1491
IDA,MKG,96
CRP,PIR,2836
DAB,LFT,180
ONT,BGR,5848
RKS,AVL,650
MLU,DCA,784
MHT,VLD,394
ILM,FWA,335
HSV,MEI,1450
MCN,FAY,1286
BRO,SPS,3133
CIC,RFD,13
MOB,ADQ,1524
RDU,BTV,1011
BFL,DEN,260
BUF,MOD,537
RDU,GTF,3717
CMX,SUN,1144
TVC,RDU,688
FAT,EWR,466
CSG,PDX,525
DFW,JAX,139
MHT,FNT,1604
DEN,TYR,134
COS,CLE,3172
SBN,RHI,936
LBB,LFT,107
INL,BQN,5332
SLE,MKE,5374
MFR,LNK,9
LAN,EWN,85
GST,MSN,2024
OKC,LMT,4233
BIS,DAL,1053
EVV,TRI,200
EWR,RAP,161
PUB,PNS,1225
RST,JAX,390
CWA,EWN,1743
ALB,EWN,95
GSP,MSY,96
MRY,HLN,343
FAT,FLO,731
SGU,ORF,2569
FLG,DTW,28
HNL,CMH,1218
SPS,CSG,976
CRW,PHL,3426
CRP,CAK,1796
MLI,BMI,195
BPT,MHT,1723
RST,LRD,96
INL,MFR,1231
CHS,DAB,18
SWF,SWF,511
BPT,ROW,4379
TEX,GEG,251
ABY,ACY,2015
GRK,SPI,4662
MFR,GRK,951
MOD,ORD,3772
AZO,HLN,240
ITH,ICT,778
MFE,MGM,944
MSY,EVV,2061
SCE,GEG,49
LRD,COD,459
BUR,PHF,441
ABI,AUS,1244
STT,MSP,2422
CWA,FNT,463
CMX,RHI,1211
HPN,PIA,1736
SFO,SWF,1819
STX,DSM,1739
BHM,GSP,7
ABQ,OKC,118
PMD,MLB,21
SBP,PSC,82
MSP,ERI,152
BDL,OKC,87
BWI,CLD,564
TLH,AMA,1089
XNA,MKG,63
GSP,MOT,187
MDW,TVC,350
BLI,SFO,240
CLD,TXK,250
SMF,CPR,264
EYW,RST,1125
AZO,BQN,76
JAC,ISP,226
BFL,GFK,7
SIT,SLE,19
JAN,GSP,1761
PSE,ACV,540
TXK,COS,84
OMA,PMD,461
CIC,MIA,2096
ATW,STT,2825
IPL,LMT,915
YUM,YKM,272
RST,RHI,823
BRO,CLD,5492
