year,month,date_of_month,day_of_week,births
2000,7,29,6,14059
2000,1,30,6,9758
2000,9,27,2,10324
2000,3,31,7,13369
2000,5,11,7,10244
2000,12,6,3,12198
2000,8,5,4,9594
2000,4,11,4,12548
2000,5,7,1,11736
2000,4,8,6,10361
2000,2,11,7,11076
2000,6,14,7,14225
2000,4,21,2,10682
2000,3,4,5,11983
2000,8,22,7,10990
2000,9,9,3,10606
2000,4,19,6,11880
2000,11,18,7,13210
2000,10,28,1,13640
2000,1,4,7,10041
2000,1,22,6,7462
2000,12,31,1,9960
2000,6,2,7,8547
2000,1,28,6,10507
2000,2,22,7,13293
2000,10,25,6,12183
2000,11,17,4,10886
2000,2,23,4,8371
2000,4,9,5,11350
2000,9,9,1,13182
2000,11,1,2,14121
2000,3,26,4,10477
2000,3,30,4,6443
2000,2,21,3,11032
2000,6,26,4,11796
2000,12,27,6,10498
2000,1,15,2,7594
2000,12,15,2,11429
2000,4,21,2,9159
2000,7,4,3,8512
2000,7,29,7,9647
2000,3,20,4,9428
2000,9,23,6,9836
2000,6,2,4,12506
2000,6,14,7,9674
2000,10,25,7,10635
2000,12,28,2,10640
2000,2,22,1,9347
2000,6,5,5,11675
2000,5,30,5,9097
2000,6,2,1,8629
2000,5,20,6,7903
2000,1,15,4,13945
2000,2,7,6,12790
2000,4,8,1,7164
2000,3,12,4,12939
2000,7,16,3,10906
2000,3,12,4,9479
2000,8,5,6,6443
2000,3,29,7,11297
2000,5,21,2,10275
2000,12,25,2,8421
2000,4,24,7,11508
2000,9,18,3,9492
2000,11,29,1,11605
2000,4,26,1,10237
2000,1,30,2,10582
2000,5,23,1,8606
2000,10,6,4,9805
2000,5,28,6,8871
2000,12,4,7,9339
2000,5,25,7,10449
2000,7,15,3,10248
2000,11,15,5,10086
2000,10,16,4,10175
2000,8,5,4,10217
2000,1,4,4,11290
2000,10,6,7,11958
2000,9,18,1,10691
2000,7,21,3,13943
2000,9,31,4,11989
2000,9,16,7,12209
2000,11,8,3,12244
2000,10,29,5,10563
2000,5,20,5,13888
2000,4,9,7,10650
2000,1,5,2,11504
2000,8,8,7,11591
2000,10,7,4,12455
2000,1,9,1,9566
2000,10,18,2,10160
2000,4,10,7,13643
2000,1,26,1,12669
2000,1,22,2,9192
2000,10,3,1,11805
2000,7,11,2,11814
2000,4,26,3,7875
2000,12,18,3,13521
2000,7,15,3,9258
2000,6,8,4,10719
2000,4,23,3,11639
2000,1,10,7,14540
2000,2,25,5,12371
2000,4,30,1,14540
2000,11,26,2,10036
2000,8,9,1,12216
2000,8,3,7,12471
2000,1,13,2,10616
2000,12,31,2,11154
2000,10,15,6,10797
2000,5,10,7,10516
2000,2,27,1,9426
2000,3,22,5,8755
2000,4,24,2,10980
2000,10,10,2,10359
2000,2,12,6,10802
2000,12,6,7,9520
2000,9,29,1,11336
2000,5,25,7,10344
2000,12,14,5,9091
2000,3,7,1,9112
2000,10,15,1,13397
2000,10,8,1,14293
2000,6,10,2,14367
2000,11,11,7,9010
2000,1,14,1,12010
2000,2,10,6,10905
2000,2,30,7,10729
2000,12,6,7,10551
2000,9,26,4,10594
2000,3,6,2,9619
2000,12,25,4,14540
2000,5,24,7,14388
2000,11,13,1,10216
2000,8,23,4,10777
2000,7,30,2,11683
2000,7,26,1,10636
2000,12,12,3,10773
2000,11,21,7,12910
2000,12,19,4,12323
2000,3,18,2,7758
2000,7,7,4,10850
2000,11,22,4,8145
2000,1,19,3,10633
2000,10,13,6,9731
2000,12,20,3,11506
2000,10,12,3,11534
2000,4,17,5,7444
2000,3,18,7,10572
2000,9,27,1,9040
2000,5,18,2,10766
2000,6,29,6,13537
2000,11,24,5,7225
2000,9,26,7,8249
2000,8,4,2,9132
2000,7,17,7,12925
2000,8,3,3,11129
2000,5,13,6,10782
2000,10,12,3,12703
2000,9,14,7,11590
2000,2,20,4,12218
2000,9,20,5,10887
2000,12,15,2,11502
2000,4,20,1,13659
2000,3,6,7,9864
2000,3,25,3,11526
2000,1,6,3,7136
2000,7,2,5,9564
2000,2,2,3,12484
2000,8,27,6,9169
2000,7,8,7,8305
2000,10,9,1,12673
2000,11,16,6,10440
2000,12,22,3,9034
2000,1,5,5,10216
2000,7,10,1,10603
2000,11,26,1,7990
2000,7,25,3,10863
2000,3,10,5,13529
2000,7,24,6,11769
2000,3,23,4,13757
2000,10,14,3,9081
2000,1,12,3,9781
2000,7,17,5,11197
2000,9,21,6,13224
2000,2,22,1,8879
2000,11,11,2,7976
2000,12,4,3,9642
2000,5,30,3,7478
2000,4,31,7,10216
2000,1,27,6,11495
2000,5,5,6,7813
2000,2,14,3,13444
2000,8,28,6,10758
2000,6,20,2,12574
2000,9,6,5,12631
2000,12,7,2,13219
2000,8,29,5,8854
2000,5,7,5,11500
2000,1,24,1,12130
2000,6,21,5,10643
2000,11,30,7,10884
2000,12,8,6,14540
2000,9,3,5,10205
2000,5,15,4,9871
2000,1,2,6,9660
2000,7,30,3,10484
2000,8,5,4,9452
2000,3,11,3,9385
2000,7,29,4,12394
2000,10,13,6,9969
2000,2,2,6,11133
2000,5,14,5,10805
2000,5,8,1,9414
2000,3,16,1,8042
2000,1,22,4,11883
2000,10,30,7,10380
2000,2,17,5,8213
2000,10,3,3,12019
2000,1,22,3,7568
2000,5,2,6,12409
2000,7,13,6,9132
2000,8,30,5,14253
2000,2,23,6,10268
2000,5,11,3,12035
2000,6,2,7,9478
2000,11,7,4,9186
2000,2,21,7,11628
2000,11,5,7,14068
2000,8,8,1,12425
2000,5,23,7,14540
2000,8,22,5,10615
2000,9,22,5,10821
2000,10,20,4,12894
2000,9,29,3,14540
2000,12,30,6,11225
2000,7,30,3,9432
2000,2,8,7,7230
2000,1,1,5,12606
2000,5,15,1,11116
2000,4,2,4,11213
2000,11,15,7,10250
2000,1,11,7,12688
2000,10,27,5,12340
2000,4,22,5,11354
2000,9,8,4,9257
2000,9,17,6,11665
2000,12,9,4,9646
2000,12,3,5,10819
2000,6,17,6,9409
2000,7,20,5,13311
2000,10,10,7,10425
2000,3,20,1,12218
2000,1,6,4,10917
2000,10,1,4,11803
2000,3,29,3,10133
2000,12,30,5,12913
2000,4,21,4,11013
2000,12,3,4,8922
2000,7,9,7,13067
2000,6,6,3,11454
2000,2,29,5,10749
2001,6,1,4,10680
2001,3,23,4,8893
2001,10,27,2,8813
2001,11,10,6,9317
2001,11,28,4,10094
2001,8,23,7,10521
2001,6,23,2,10402
2001,3,27,4,10585
2001,9,21,4,13036
2001,5,4,2,13994
2001,8,14,3,10767
2001,7,17,6,14540
2001,7,13,7,10404
2001,7,28,3,7654
2001,4,15,6,10807
2001,1,22,2,13275
2001,10,25,2,12236
2001,5,30,1,10306
2001,4,11,7,11894
2001,11,12,6,10798
2001,1,1,6,9198
2001,12,7,2,10000
2001,12,15,5,10752
2001,9,7,7,10012
2001,4,10,5,10035
2001,8,2,7,11251
2001,1,12,5,13419
2001,10,10,5,13748
2001,10,12,2,11110
2001,11,4,2,12093
2001,10,8,1,12264
2001,2,3,3,11157
2001,5,23,1,11705
2001,5,17,1,8638
2001,11,10,2,9999
2001,3,31,7,13947
2001,10,21,3,10670
2001,2,30,7,13159
2001,1,3,6,7772
2001,3,14,1,14540
2001,6,25,3,10964
2001,7,6,5,10706
2001,2,29,4,11774
2001,8,29,1,8605
2001,3,19,1,11510
2001,3,19,4,14492
2001,3,9,4,10178
2001,5,23,2,10819
2001,8,28,3,10599
2001,12,4,1,11375
2001,8,10,7,9437
2001,10,16,5,8705
2001,1,26,2,11060
2001,7,3,1,11372
2001,2,1,6,10021
2001,11,8,4,11647
2001,11,10,2,6443
2001,8,18,4,9727
2001,8,13,6,14540
2001,5,16,4,13383
2001,8,11,5,13392
2001,5,26,5,11126
2001,1,31,2,11304
2001,1,26,5,10074
2001,4,30,4,11505
2001,8,23,4,9111
2001,7,18,3,12249
2001,1,27,6,9760
2001,5,5,5,8828
2001,10,26,1,9017
2001,2,14,6,7356
2001,2,15,6,14402
2001,7,6,2,11861
2001,1,20,3,13096
2001,4,24,6,8192
2001,9,15,3,12703
2001,6,17,2,12749
2001,1,16,5,7671
2001,5,17,1,13616
2001,12,18,5,12426
2001,5,6,7,11855
2001,7,4,4,6931
2001,6,27,4,7572
2001,6,14,1,8708
2001,2,9,7,11614
2001,6,20,4,13844
2001,3,30,4,10698
2001,8,23,3,10365
2001,8,13,1,8312
2001,3,8,6,12405
2001,2,18,7,14132
2001,7,27,2,8361
2001,2,31,3,10360
2001,2,24,7,10213
2001,10,4,5,14147
2001,7,15,1,13840
2001,3,14,3,8944
2001,3,20,5,10282
2001,2,15,2,10485
2001,12,22,1,13987
2001,1,21,7,12561
2001,7,13,3,8717
2001,1,24,6,10846
2001,2,2,5,9520
2001,6,30,7,9942
2001,2,26,7,7987
2001,8,4,7,8005
2001,4,24,1,9431
2001,12,22,2,10231
2001,1,2,6,7050
2001,9,7,6,10560
2001,5,12,4,10861
2001,10,7,3,10989
2001,6,17,1,8642
2001,6,19,1,11121
2001,11,15,4,13462
2001,1,4,1,10761
2001,3,28,5,11720
2001,9,11,2,14540
2001,2,30,5,8503
2001,3,12,2,10679
2001,5,23,1,10823
2001,6,20,6,9404
2001,9,26,2,14540
2001,8,27,7,9191
2001,7,26,7,11162
2001,4,20,7,12107
2001,4,19,2,11318
2001,6,16,2,9104
2001,7,25,5,10993
2001,11,27,1,10771
2001,10,28,4,7645
2001,1,8,4,14379
2001,7,20,6,10631
2001,11,26,6,8945
2001,3,17,4,10439
2001,5,12,4,11748
2001,7,29,2,11205
2001,4,26,1,10499
2001,12,17,3,9070
2001,2,28,1,10520
2001,4,4,2,9846
2001,10,21,6,9334
2001,6,22,7,13395
2001,2,14,7,8790
2001,9,12,2,11496
2001,9,4,5,10228
2001,6,12,3,9870
2001,7,29,1,11966
2001,3,9,2,11481
2001,8,31,3,8773
2001,8,7,5,12974
2001,10,23,7,14540
2001,8,11,5,11492
2001,2,29,7,10353
2001,2,21,1,10618
2001,8,31,6,14498
2001,12,25,4,11911
2001,12,6,1,11338
2001,10,27,4,11950
2001,12,9,3,8044
2001,2,2,4,9101
2001,7,3,6,8161
2001,11,23,6,8317
2001,5,30,7,11902
2001,10,12,6,9911
2001,4,2,2,12268
2001,6,14,4,11490
2001,4,5,7,9063
2001,11,6,3,10950
2001,3,30,2,11095
2001,2,29,1,14540
2001,8,14,2,10212
2001,5,9,6,11945
2001,4,31,3,8037
2001,7,3,2,10957
2001,5,21,1,10085
2001,8,12,3,14195
2001,2,19,4,10022
2001,5,24,4,13477
2001,5,7,4,14515
2001,4,8,6,11082
2001,5,2,6,11356
2001,7,4,1,11696
2001,3,27,3,11497
2001,7,16,6,11863
2001,2,2,4,12994
2001,3,4,7,8989
2001,2,29,4,11669
2001,5,14,3,9020
2001,4,5,6,14540
2001,1,10,3,8312
2001,2,8,7,9882
2001,7,22,4,11784
2001,1,28,5,10412
2001,3,29,2,10248
2001,6,5,3,12036
2001,3,27,1,8295
2001,2,16,2,10616
2001,3,10,6,11291
2001,6,23,7,12883
2001,9,17,2,10204
2001,7,27,6,12412
2001,5,16,1,8420
2001,12,31,7,8562
2001,2,12,2,11903
2001,9,6,3,8580
2001,2,16,4,13348
2001,11,12,3,13923
2001,8,29,6,8116
2001,8,20,1,12447
2001,3,26,1,7985
2001,3,1,1,12600
2001,3,23,2,13283
2001,6,19,1,8235
2001,11,10,4,12022
2001,4,23,1,13377
2001,12,9,1,11511
2001,8,14,7,9183
2001,12,24,3,9286
2001,6,1,1,8431
2001,7,9,7,8583
2001,12,14,5,11180
2001,12,17,5,9850
2001,6,10,5,13842
2001,11,25,2,9826
2001,6,19,7,12908
2001,8,5,1,9332
2001,7,15,4,11062
2001,7,25,7,11148
2001,7,24,3,10951
2001,2,14,4,11313
2001,1,20,1,10673
2001,6,9,5,12163
2001,2,20,2,11231
2001,4,23,5,10557
2001,7,4,7,11348
2001,5,16,3,7493
2001,4,6,5,12736
2001,5,9,5,13198
2001,9,2,7,9780
2001,11,17,6,7974
2001,7,26,6,11697
2001,9,6,1,12525
2001,12,4,2,8380
2001,1,12,2,12035
2001,5,16,4,12055
2001,5,22,3,6673
2001,8,19,7,7994
2001,12,2,2,9963
2001,5,9,2,12969
2001,8,6,2,12849
2001,3,20,1,14540
2001,5,15,7,13511
2001,7,13,5,11191
2001,6,13,4,10224
2001,1,29,4,10977
2001,10,20,4,11157
2001,7,11,1,9706
2001,12,15,1,9163
2001,11,11,3,8320
2001,1,4,3,11507
2001,12,19,6,12579
2001,10,2,2,12945
2001,1,24,3,8441
2001,4,11,1,7226
2001,10,9,5,11330
2001,8,6,2,9168
2001,4,11,7,9279
2001,2,1,5,11085
2001,10,25,5,10262
2001,7,27,3,12419
2001,7,17,6,11628
2001,10,21,7,12789
2001,8,15,5,11607
2001,10,13,2,10871
2001,10,22,5,12930
2001,4,12,3,10247
2001,3,19,6,8742
2001,2,8,5,9651
2001,9,24,5,9817
2001,12,10,3,12361
2001,1,17,4,11392
2001,12,6,7,12069
2001,11,15,2,13041
2001,7,19,6,10330
2001,8,21,2,9123
2001,8,26,3,14062
2001,11,27,7,9662
2001,11,2,1,8668
2001,7,30,7,10846
2001,2,16,2,12605
2001,3,8,7,13311
2001,9,17,4,9696
2001,2,5,5,11982
2001,8,16,1,10968
2001,6,30,4,11419
2001,6,9,4,11079
2001,3,24,1,9884
2001,5,29,3,14540
2001,12,14,2,13589
2001,12,13,6,14540
2001,3,6,5,6611
2001,6,3,3,12479
2001,4,14,7,9043
2001,12,15,5,8587
2001,3,6,7,11457
2001,11,13,7,8962
2001,12,21,1,12433
2001,9,28,2,13328
2001,11,9,3,11130
2001,6,21,4,14033
2001,11,15,5,12182
2001,6,19,6,13543
2001,6,21,7,8888
2001,1,15,5,6443
2001,4,19,2,11205
2001,5,15,4,6733
2001,1,3,5,8891
2001,5,7,2,10846
2001,12,26,5,11715
2001,12,14,2,10316
2001,10,30,3,9677
2001,4,11,2,11263
2001,9,12,6,10746
2001,7,19,4,13032
2001,7,27,1,11009
2001,12,3,7,8846
2001,6,21,7,8170
2001,1,18,3,10084
2001,3,25,5,13606
2001,6,2,3,7846
2001,11,21,6,11093
2001,1,27,1,8995
2001,1,4,7,6621
2001,3,25,2,12926
2001,5,9,3,11284
2001,8,9,2,11568
2001,5,20,2,12162
2001,1,23,7,12498
2001,5,10,5,14156
2001,6,9,5,12686
2001,4,21,4,13142
2001,12,13,5,10268
2001,4,3,5,12105
2001,6,7,7,11582
2001,11,15,2,11671
2001,10,9,2,9483
2001,10,28,3,11149
2001,2,17,5,10364
2001,2,11,4,7533
2001,6,23,3,11112
2001,10,22,1,11088
2001,12,18,5,12043
2001,12,14,3,10558
2001,5,24,6,10473
2001,1,26,7,10173
2001,2,26,1,14540
2001,8,23,1,8718
2001,6,19,3,9025
2001,7,21,4,11811
2001,1,22,6,12685
2001,12,31,6,10699
2001,2,24,5,9648
2001,11,11,5,12131
2001,2,10,3,12669
2001,6,21,3,12986
2001,2,28,1,8289
2001,7,7,6,7942
2001,7,17,5,8903
2001,2,5,1,9731
2001,2,21,5,9062
2001,1,9,7,10055
2001,3,27,3,8568
2001,9,27,2,9745
2001,6,15,4,13201
2001,10,19,3,10472
2001,1,12,1,13353
2001,5,7,2,12300
2001,1,25,5,11819
2001,9,13,3,11417
2001,3,3,4,9883
2001,5,6,5,10082
2001,4,22,4,11077
2002,7,24,3,9352
2002,3,30,7,11599
2002,5,24,3,12596
2002,1,22,5,12021
2002,9,27,1,9433
2002,9,9,3,13997
2002,7,7,5,12194
2002,4,16,5,9801
2002,10,11,5,10027
2002,9,29,3,10622
2002,8,28,7,13166
2002,8,22,3,9629
2002,11,25,5,8145
2002,11,2,3,9182
2002,10,25,4,12125
2002,9,6,5,11530
2002,10,5,5,11737
2002,12,17,7,11010
2002,10,22,2,9207
2002,12,4,2,11077
2002,6,2,1,10735
2002,6,14,5,13398
2002,3,6,3,9412
2002,7,6,4,10911
2002,2,3,5,8072
2002,9,10,5,8846
2002,11,19,7,8535
2002,12,25,4,8093
2002,5,9,7,9940
2002,10,17,3,9398
2002,9,19,3,9898
2002,6,6,7,6443
2002,7,25,6,11936
2002,10,2,2,8697
2002,10,14,6,10042
2002,8,18,5,7273
2002,9,10,5,10078
2002,5,15,7,12641
2002,10,26,2,12619
2002,8,21,7,8898
2002,12,19,6,9319
2002,11,20,3,12398
2002,7,21,7,12626
2002,12,11,6,10567
2002,2,23,2,10620
2002,1,29,1,8337
2002,10,29,3,11227
2002,1,5,3,14540
2002,5,9,1,13449
2002,4,30,5,10666
2002,4,5,6,13958
2002,1,10,6,8147
2002,6,12,4,10019
2002,9,9,6,10687
2002,12,31,1,10981
2002,2,2,3,11177
2002,12,25,4,11672
2002,12,15,5,10108
2002,3,28,5,7266
2002,4,20,7,13726
2002,11,18,1,9601
2002,9,25,2,8931
2002,5,8,1,9217
2002,9,10,1,14210
2002,7,6,6,11693
2002,7,15,3,11214
2002,10,16,7,9714
2002,10,11,7,12214
2002,4,16,1,12676
2002,7,12,7,8187
2002,3,12,6,10282
2002,11,5,6,12077
2002,3,15,6,10833
2002,10,22,4,12451
2002,1,30,5,11043
2002,11,4,7,12667
2002,1,22,6,8740
2002,11,18,4,10926
2002,12,16,5,12064
2002,11,22,5,10767
2002,6,29,1,9592
2002,9,2,7,10831
2002,11,16,2,10568
2002,7,20,3,9515
2002,12,14,4,10439
2002,9,18,5,10635
2002,10,29,7,14477
2002,8,3,2,11280
2002,5,9,5,10758
2002,7,13,1,12477
2002,11,7,6,9096
2002,12,28,2,10242
2002,7,9,2,12080
2002,10,11,3,8654
2002,8,13,7,10537
2002,11,9,4,11750
2002,12,30,2,13062
2002,11,8,1,8992
2002,2,8,3,11025
2002,9,23,5,11964
2002,8,15,3,9290
2002,3,21,7,12385
2002,8,15,2,12153
2002,6,14,7,12849
2002,5,9,6,10407
2002,12,14,7,9694
2002,3,12,6,8989
2002,3,29,3,11297
2002,8,30,6,10026
2002,7,15,3,7237
2002,7,15,7,10729
2002,8,12,6,11839
2002,11,4,6,10378
2002,12,16,3,9892
2002,12,3,4,8625
2002,3,5,6,14166
2002,6,12,5,10309
2002,7,10,3,10187
2002,9,9,4,10350
2002,12,16,4,10721
2002,3,25,1,14540
2002,5,20,4,11767
2002,2,15,3,7927
2002,11,17,7,9552
2002,4,4,7,10036
2002,4,18,5,9239
2002,12,14,5,13166
2002,8,12,5,11449
2002,10,10,1,12441
2002,9,8,6,10074
2002,11,8,5,11229
2002,3,30,3,11414
2002,11,4,2,10212
2002,9,3,1,11933
2002,9,24,6,9641
2002,9,29,2,11564
2002,10,25,7,8221
2002,8,26,5,12252
2002,1,5,6,10544
2002,4,29,5,6741
2002,5,11,5,6443
2002,9,26,2,9941
2002,1,4,7,13034
2002,9,10,5,10138
2002,1,29,2,8636
2002,9,9,1,10857
2002,9,11,4,11406
2002,11,5,2,11698
2002,3,2,2,10181
2002,6,15,6,13645
2002,1,27,7,10207
2002,8,25,6,9245
2002,6,22,5,9128
2002,5,12,4,9645
2002,9,11,4,12491
2002,8,13,4,11508
2002,9,23,7,6443
2002,12,5,2,12130
2002,8,20,4,8248
2002,10,17,3,10552
2002,9,2,6,11024
2002,10,4,5,8657
2002,6,27,4,8997
2002,11,18,3,13294
2002,3,23,1,10170
2002,5,2,6,10414
2002,1,18,4,12435
2002,3,6,7,12417
2002,4,20,2,12134
2002,4,2,3,11590
2002,12,24,6,8194
2002,3,10,1,13039
2002,6,8,7,13534
2002,10,10,7,8797
2002,2,22,5,10346
2002,9,4,2,12375
2002,11,7,3,9944
2002,3,3,6,9282
2002,12,23,2,10691
2002,12,25,3,6443
2002,8,4,6,9877
2002,6,13,2,9941
2002,12,4,1,11226
2002,1,12,6,9194
2002,1,15,1,13380
2002,7,25,1,11356
2002,7,24,2,11790
2002,4,7,2,8453
2002,2,24,5,14540
2002,9,25,2,13383
2002,9,11,2,7931
2002,3,25,4,11643
2002,2,30,5,9555
2002,6,29,1,12127
2002,9,19,1,12579
2002,7,5,7,11090
2002,3,7,5,9798
2002,1,19,3,10253
2002,4,11,5,9555
2002,3,22,6,11469
2002,3,14,7,9707
2002,3,22,5,10126
2002,9,24,5,9932
2002,8,9,5,10629
2002,1,18,2,14540
2002,10,27,7,12789
2002,11,9,7,9190
2002,4,6,6,9794
2002,11,21,4,13113
2002,6,5,2,13719
2002,6,23,2,9415
2002,8,27,7,11058
2002,7,12,5,9266
2002,4,24,6,11922
2002,3,7,5,11371
2002,1,14,1,14540
2002,10,2,1,10498
2002,4,12,1,7771
2002,2,15,2,8773
2002,9,27,4,10582
2002,12,15,7,10730
2002,6,2,6,9932
2002,3,28,5,10708
2002,2,16,1,13505
2002,1,27,2,13460
2002,9,25,5,14540
2002,8,29,7,11651
2002,10,25,6,12695
2002,2,22,5,10116
2002,12,28,1,13661
2002,6,4,4,10851
2002,6,6,7,11075
2002,7,24,5,12975
2002,10,23,5,11269
2002,9,18,1,10967
2002,5,27,6,13633
2002,6,5,4,9694
2002,11,26,5,11634
2002,6,28,2,12145
2002,5,28,4,11642
2002,1,6,1,13201
2002,1,6,3,8752
2002,11,6,1,12219
2002,6,13,3,10436
2002,7,25,4,8028
2002,11,23,7,8726
2002,5,27,7,9727
2002,8,21,4,11141
2002,7,9,6,11098
2002,3,27,6,10427
2002,1,23,7,7961
2002,5,9,1,12828
2002,11,10,3,11436
2002,11,12,1,10815
2002,3,10,3,11906
2002,6,23,1,10751
2002,3,9,2,13673
2002,9,2,6,11486
2002,6,20,3,11814
2002,3,2,2,11083
2002,11,21,6,11041
2002,8,12,4,13178
2002,7,9,2,9522
2002,11,2,4,12251
2002,4,16,4,10211
2002,7,17,2,9674
2002,11,29,5,10767
2002,9,23,5,12520
2002,5,8,7,9579
2002,1,24,6,11427
2002,6,14,3,11312
2002,9,19,3,9682
2002,6,12,5,10163
2002,7,29,5,13813
2002,11,10,5,10695
2002,3,20,1,12200
2002,9,30,5,8713
2002,6,7,5,12607
2002,10,15,6,13396
2002,3,29,1,11256
2002,11,28,4,14540
2002,4,13,7,10983
2002,4,20,5,12689
2002,8,10,1,11658
2002,5,3,5,6920
2002,5,19,1,11266
2002,3,22,2,14297
2002,6,13,6,12687
2002,2,23,5,10017
2002,9,7,5,9879
2002,11,4,1,12672
2002,1,16,7,12903
2002,2,7,7,9412
2002,6,20,7,10181
2002,11,15,2,7368
2002,1,28,4,12728
2002,9,18,5,12247
2002,9,8,6,12571
2002,2,2,2,13283
2002,2,10,4,9325
2002,10,15,7,10557
2002,8,25,1,12877
2002,12,14,1,11721
2002,7,26,3,11362
2002,5,20,3,9929
2002,2,3,5,12607
2002,7,13,5,12677
2002,6,19,2,10711
2002,4,19,6,11317
2002,9,26,4,6694
2002,8,4,7,8495
2002,10,17,7,9625
2002,5,13,7,10335
2002,9,4,3,8026
2002,8,16,3,8938
2002,8,26,4,14159
2002,10,24,3,9634
2002,3,31,3,9453
2002,10,30,1,9948
2002,2,19,4,9589
2002,5,21,4,13017
2002,10,5,6,10759
2002,7,1,3,9069
2002,5,20,5,10455
2002,5,18,3,11719
2002,3,28,7,9050
2002,8,19,5,13534
2002,10,18,2,10680
2002,4,3,6,9627
2002,12,8,4,7604
2002,2,11,7,12496
2002,12,11,3,10554
2002,1,21,1,11008
2002,5,4,6,10538
2002,11,5,2,13820
2002,11,24,4,11815
2002,9,29,6,10247
2002,7,23,3,11104
2002,8,25,1,8506
2003,1,7,3,11654
2003,2,31,7,7247
2003,10,13,7,12365
2003,4,30,6,9635
2003,2,6,5,11700
2003,2,2,7,8279
2003,3,31,4,10719
2003,9,17,3,11757
2003,2,18,5,11780
2003,5,6,7,10057
2003,4,7,6,9269
2003,9,26,1,10123
2003,11,3,7,10378
2003,3,1,7,11776
2003,11,9,2,10725
2003,10,13,3,9590
2003,4,25,3,9697
2003,8,12,5,11618
2003,8,4,2,10559
2003,3,8,7,12612
2003,6,15,4,11754
2003,2,25,3,12612
2003,9,30,4,10324
2003,8,3,5,10209
2003,7,3,4,9748
2003,9,11,3,8377
2003,10,4,7,12101
2003,4,15,7,6617
2003,10,5,3,8510
2003,6,27,6,13431
2003,12,26,5,12326
2003,12,17,5,7745
2003,10,6,5,11217
2003,6,29,5,6470
2003,9,11,2,8125
2003,12,24,1,11626
2003,5,3,1,10530
2003,2,13,7,12113
2003,2,12,3,12459
2003,11,26,2,10051
2003,5,27,2,11801
2003,3,16,1,9091
2003,3,16,4,9676
2003,11,29,1,12624
2003,1,22,2,13398
2003,8,28,4,9406
2003,5,17,5,11708
2003,11,11,4,8802
2003,5,10,1,10635
2003,9,11,4,8040
2003,12,30,7,9166
2003,7,17,7,8936
2003,5,13,4,6593
2003,9,23,3,9924
2003,7,15,5,9836
2003,4,24,5,12264
2003,9,26,7,14141
2003,12,28,7,10101
2003,10,14,1,9743
2003,12,21,6,10436
2003,10,6,5,10664
2003,5,28,2,12244
2003,5,5,6,9400
2003,12,24,3,10229
2003,8,30,1,10353
2003,11,19,1,12169
2003,10,16,1,13626
2003,12,29,1,14540
2003,6,6,1,12198
2003,1,30,2,9996
2003,10,13,4,13575
2003,9,25,1,9959
2003,3,25,5,13141
2003,4,6,6,9884
2003,1,7,5,10730
2003,5,22,5,7238
2003,2,12,7,11886
2003,9,27,1,11779
2003,8,18,3,11939
2003,6,31,7,10206
2003,5,28,4,10688
2003,2,12,4,9952
2003,8,13,6,8013
2003,9,21,2,10353
2003,7,10,6,13645
2003,12,10,6,11511
2003,1,17,5,9200
2003,1,10,7,13259
2003,5,10,6,10127
2003,12,18,5,9514
2003,4,13,7,6443
2003,6,17,2,11384
2003,1,6,1,14538
2003,5,9,5,12532
2003,9,7,6,9738
2003,3,19,2,12058
2003,9,3,1,12607
2003,3,18,5,7115
2003,12,20,3,11826
2003,11,22,7,11114
2003,3,18,4,14388
2003,7,10,7,14144
2003,11,12,1,12403
2003,12,2,3,10531
2003,9,6,3,9350
2003,3,6,3,13196
2003,1,25,6,10431
2003,10,2,5,11157
2003,4,13,3,14167
2003,7,21,4,12875
2003,7,15,5,9997
2003,2,30,2,9171
2003,5,26,3,11066
2003,3,20,1,10954
2003,8,9,6,7742
2003,9,26,4,10915
2003,5,14,6,9346
2003,12,20,5,13092
2003,1,19,3,12084
2003,7,22,7,9788
2003,5,23,4,8978
2003,6,27,4,9390
2003,12,28,1,9740
2003,8,20,6,12988
2003,9,31,5,10086
2003,3,29,2,12801
2003,8,9,4,11687
2003,1,25,2,9275
2003,6,17,2,13144
2003,12,14,6,10983
2003,1,9,5,12182
2003,9,24,2,12184
2003,6,28,7,12514
2003,5,11,6,9755
2003,4,10,6,13215
2003,5,25,2,10483
2003,11,8,6,9976
2003,9,31,2,12630
2003,1,25,6,11868
2003,3,2,6,8034
2003,2,19,2,7466
2003,8,14,3,8726
2003,10,13,6,12288
2003,3,9,1,10357
2003,4,17,3,11652
2003,10,4,4,8482
2003,9,2,1,10981
2003,8,4,7,8770
2003,8,18,3,8969
2003,7,30,4,11343
2003,8,16,4,11003
2003,4,11,3,8261
2003,7,21,4,11003
2003,5,14,6,10167
2003,9,14,3,10011
2003,12,13,5,9601
2003,12,5,2,11180
2003,10,22,1,10935
2003,8,1,5,10998
2003,1,7,3,13396
2003,6,12,1,10139
2003,5,16,2,11372
2003,6,4,6,12437
2003,10,23,7,11441
2003,8,6,6,10704
2003,4,19,4,9043
2003,2,9,1,10368
2003,2,30,5,11416
2003,1,10,5,8227
2003,5,6,2,11998
2003,9,29,2,10444
2003,2,24,2,10637
2003,6,7,4,11907
2003,11,23,6,9958
2003,11,8,2,12601
2003,3,5,2,14059
2003,8,23,7,11926
2003,12,8,7,12495
2003,4,19,7,13193
2003,2,14,4,9541
