series,year,month,count,rate,date
Information,2006,12,224.0,3.4,2021-10-28T13:29:19
Information,2008,12,243.0,5.0,2020-11-25T21:48:44
Information,2004,4,129.0,5.5,2022-02-05T06:11:04
Information,2006,10,138.0,6.7,2024-11-18T22:01:48
Information,2008,9,189.0,4.6,2022-08-31T19:11:25
Information,2004,9,180.0,5.7,2023-02-16T04:55:33
Information,2000,6,114.0,6.2,2021-03-30T08:06:18
Information,2003,12,118.0,7.1,2024-09-09T06:10:47
Information,2000,11,171.0,3.3,2020-03-02T00:04:46
Information,2008,12,231.0,6.2,2023-08-10T17:52:44
Information,2009,2,97.0,6.3,2024-01-01T13:36:42
Information,2004,4,97.0,4.3,2024-08-07T09:39:08
Information,2002,4,417.0,5.5,2021-05-27T05:43:42
Information,2000,12,243.0,5.2,2020-01-14T05:36:56
Information,2007,10,80.0,6.0,2023-11-18T15:41:05
Finance,2005,9,217.0,6.2,2023-08-17T02:56:23
Finance,2000,3,331.0,4.8,2020-11-11T05:26:30
Finance,2006,6,343.0,5.5,2023-11-25T18:49:55
Finance,2009,8,163.0,2.5,2022-03-06T05:44:44
Finance,2006,2,333.0,1.9,2024-01-05T10:41:36
Finance,2001,10,488.0,3.2,2021-07-20T04:42:49
Finance,2008,9,365.0,2.4,2020-06-29T22:35:09
Finance,2006,5,478.0,3.5,2024-05-12T23:30:15
Finance,2000,3,259.0,3.0,2023-05-06T11:03:01
Finance,2002,8,314.0,2.1,2024-06-09T18:05:52
Finance,2009,5,347.0,4.7,2020-11-04T19:42:25
Finance,2004,1,203.0,3.8,2024-01-18T04:32:52
Finance,2003,4,466.0,2.6,2024-03-10T04:06:29
Finance,2004,6,170.0,2.2,2020-01-17T04:56:23
Finance,2002,8,343.0,5.2,2023-10-30T13:07:36
Finance,2004,10,280.0,2.2,2022-12-18T03:07:22
Finance,2005,2,330.0,3.1,2024-01-12T06:23:29
Finance,2001,3,323.0,4.0,2020-05-17T21:51:58
Finance,2006,5,348.0,2.5,2021-08-24T14:44:11
Finance,2006,8,300.0,4.3,2020-11-09T22:14:25
Finance,2009,7,323.0,3.2,2022-07-16T16:27:35
Finance,2000,2,268.0,5.6,2022-03-25T05:51:02
Finance,2000,8,255.0,3.1,2021-01-03T03:31:08
Finance,2002,3,590.0,4.3,2022-08-22T23:22:19
Finance,2005,2,399.0,3.6,2021-12-02T03:06:09
Finance,2005,5,362.0,2.4,2022-10-24T09:02:58
Finance,2000,3,263.0,3.6,2023-10-12T04:15:30
Finance,2006,4,238.0,2.4,2023-02-28T16:15:02
Finance,2009,5,346.0,5.6,2022-03-20T04:32:12
Finance,2008,3,216.0,3.6,2020-03-18T12:03:22
Finance,2000,1,381.0,2.3,2022-08-20T16:13:23
Finance,2001,2,585.0,2.9,2023-08-30T07:39:04
Finance,2002,8,264.0,4.1,2023-02-04T05:44:52
Finance,2004,3,209.0,4.6,2020-02-03T20:57:07
Finance,2002,7,257.0,4.7,2022-01-07T12:45:01
Finance,2002,1,197.0,4.4,2020-04-03T00:44:46
Finance,2000,2,328.0,2.6,2022-07-22T00:27:40
Finance,2005,12,312.0,7.1,2020-05-02T21:05:23
Finance,2002,1,320.0,3.5,2020-08-24T06:52:16
Finance,2000,1,303.0,4.1,2021-07-31T14:43:47
Finance,2003,5,221.0,2.2,2020-01-16T05:56:57
Finance,2002,8,238.0,6.9,2023-04-22T08:12:20
Finance,2002,6,384.0,2.6,2024-12-10T03:54:11
Finance,2008,9,384.0,3.0,2021-06-26T21:23:41
Finance,2000,3,390.0,3.9,2020-08-30T19:20:55
Finance,2008,9,416.0,2.0,2020-07-20T09:23:04
Finance,2003,2,303.0,4.3,2023-03-09T09:37:07
Finance,2004,5,271.0,3.6,2022-10-28T17:31:21
Finance,2005,5,194.0,3.8,2021-07-24T11:19:30
Finance,2003,9,303.0,2.5,2020-11-30T19:57:06
Finance,2004,4,359.0,2.4,2020-02-01T22:38:43
Finance,2005,7,222.0,3.5,2021-02-27T19:25:45
Finance,2003,5,448.0,6.6,2023-09-18T21:29:49
Finance,2009,10,356.0,2.9,2022-06-20T21:42:03
Finance,2000,8,303.0,4.5,2020-02-26T00:46:39
Finance,2008,6,169.0,3.2,2022-10-20T13:24:39
Finance,2009,7,227.0,5.0,2022-03-31T23:06:02
Finance,2005,3,473.0,3.5,2020-06-21T02:59:44
Finance,2009,7,237.0,3.8,2024-06-29T10:44:18
Finance,2008,8,427.0,3.1,2021-11-01T07:12:49
Finance,2003,11,481.0,4.0,2024-09-04T16:45:46
Finance,2003,5,401.0,3.4,2021-03-31T13:56:40
Finance,2007,7,224.0,3.1,2022-07-27T08:48:43
Finance,2000,4,386.0,3.1,2021-06-01T05:07:33
Finance,2009,2,354.0,4.3,2022-09-19T03:11:53
Finance,2008,10,541.0,7.8,2020-08-19T20:45:27
Finance,2008,4,450.0,3.4,2020-06-30T20:37:35
Finance,2003,5,391.0,3.5,2021-01-14T19:26:42
Finance,2008,6,315.0,2.8,2021-01-18T13:31:53
Finance,2002,3,308.0,2.2,2024-04-24T21:38:32
Finance,2005,4,301.0,7.2,2023-04-12T22:20:17
Finance,2008,6,306.0,2.9,2023-12-31T06:03:37
Finance,2010,11,500.0,2.9,2021-02-27T23:24:01
Finance,2003,5,295.0,4.7,2023-06-10T08:29:53
Finance,2007,6,449.0,3.4,2021-11-24T09:20:44
Finance,2008,8,319.0,4.2,2022-11-11T20:29:39
Finance,2008,7,149.0,2.9,2024-05-25T20:12:41
Finance,2004,12,246.0,2.9,2024-03-09T11:35:58
Finance,2005,4,527.0,5.7,2020-09-09T07:52:29
Finance,2005,11,295.0,3.6,2024-06-01T14:01:15
Finance,2001,8,205.0,2.0,2022-07-23T13:54:47
Finance,2005,3,407.0,4.1,2022-09-13T00:31:58
Finance,2003,9,389.0,3.3,2022-05-26T12:52:50
Finance,2001,2,389.0,3.6,2021-07-17T23:05:47
Finance,2005,5,155.0,2.6,2020-03-28T06:48:45
Finance,2006,12,440.0,4.2,2022-12-07T08:32:12
Finance,2005,5,515.0,4.5,2020-03-20T16:20:22
Finance,2008,8,400.0,4.8,2023-04-07T02:23:25
Finance,2001,4,212.0,3.0,2024-09-15T08:17:52
Finance,2001,10,261.0,3.6,2023-01-02T17:54:40
Finance,2007,3,165.0,2.7,2024-09-11T09:16:06
Finance,2000,4,730.0,3.3,2024-07-10T05:43:19
Finance,2009,11,289.0,4.3,2020-05-13T04:56:52
Finance,2005,12,257.0,3.2,2021-11-16T19:54:12
Finance,2007,9,250.0,3.0,2021-12-27T09:57:30
Finance,2003,9,378.0,2.1,2023-07-06T15:43:25
Finance,2009,5,407.0,3.7,2021-06-14T16:13:16
Finance,2009,2,722.0,3.0,2024-08-04T16:34:58
Finance,2002,6,341.0,4.4,2022-11-08T06:14:33
Finance,2008,7,332.0,4.6,2020-03-27T15:18:16
Finance,2002,9,263.0,3.0,2022-06-07T03:31:48
Finance,2000,3,222.0,2.3,2021-06-15T02:46:52
Finance,2006,5,304.0,4.6,2024-05-14T12:18:27
Finance,2008,7,253.0,1.8,2021-04-25T12:08:32
Finance,2005,1,358.0,3.7,2023-03-22T11:22:56
Finance,2007,4,515.0,7.2,2020-03-03T03:54:37
Finance,2000,1,233.0,5.4,2020-06-17T05:53:58
Finance,2009,10,457.0,1.7,2022-02-03T15:14:16
Finance,2002,10,318.0,4.6,2020-02-28T00:42:19
Finance,2007,11,593.0,4.1,2023-02-24T11:39:21
Finance,2001,5,571.0,4.2,2021-09-09T15:10:03
Finance,2006,4,369.0,3.0,2024-10-25T07:02:08
Finance,2006,9,360.0,3.2,2023-10-30T06:19:08
Finance,2002,8,228.0,3.5,2021-03-20T23:02:46
Finance,2007,3,309.0,4.6,2023-05-05T00:23:58
Finance,2009,4,214.0,3.1,2020-05-27T02:21:45
Finance,2007,7,295.0,3.6,2024-12-19T12:42:30
Finance,2000,3,207.0,4.3,2021-08-23T21:49:21
Finance,2002,9,252.0,3.0,2024-04-22T11:55:14
Finance,2002,3,360.0,4.6,2023-08-14T22:59:54
Finance,2001,7,400.0,2.5,2022-03-20T06:24:55
Finance,2003,1,295.0,3.0,2024-05-31T11:10:16
Business services,2009,6,1203.0,9.0,2023-12-20T05:19:15
Business services,2004,12,680.0,7.4,2022-01-12T10:33:06
Business services,2000,6,906.0,8.1,2024-12-02T18:23:33
Business services,2002,9,1042.0,8.5,2022-01-22T22:34:46
Business services,2004,4,653.0,6.2,2020-05-30T06:31:06
Business services,2005,8,674.0,5.9,2020-04-15T00:01:00
Business services,2000,7,605.0,7.5,2023-02-15T01:23:30
Business services,2001,9,925.0,7.7,2022-12-27T02:32:23
Business services,2005,1,441.0,10.5,2023-08-28T23:56:42
Business services,2000,3,991.0,11.3,2024-04-05T16:44:06
Business services,2005,6,846.0,6.6,2021-02-18T16:44:47
Business services,2004,10,564.0,5.5,2024-02-24T20:39:28
Business services,2007,12,688.0,12.4,2021-08-11T08:14:53
Business services,2006,5,691.0,8.4,2023-12-07T19:17:05
Business services,2009,10,1005.0,7.5,2021-03-22T16:01:10
Business services,2008,7,847.0,7.7,2022-11-28T14:40:47
Business services,2001,1,1182.0,6.2,2021-04-15T16:19:23
Business services,2002,9,890.0,7.4,2021-02-02T23:39:40
Business services,2001,10,822.0,7.3,2021-04-09T01:43:40
Business services,2003,9,626.0,5.7,2020-09-12T19:04:02
Business services,2006,6,1064.0,4.3,2020-06-22T01:08:13
Business services,2000,1,649.0,6.2,2023-06-14T01:06:17
Business services,2008,10,776.0,4.8,2023-06-29T23:17:31
Business services,2010,2,585.0,5.7,2020-04-21T06:16:12
Business services,2003,5,1454.0,7.2,2022-01-15T07:11:03
Business services,2007,10,1225.0,6.7,2023-11-17T10:49:41
Business services,2002,7,986.0,5.7,2023-08-31T14:22:14
Business services,2001,3,698.0,3.6,2022-05-13T07:41:47
Business services,2009,9,1114.0,4.4,2021-06-22T15:59:35
Business services,2007,4,519.0,5.2,2023-08-26T06:03:48
Business services,2009,2,1149.0,6.2,2024-01-27T16:25:45
Business services,2005,2,693.0,6.9,2024-05-21T15:40:37
Business services,2007,8,801.0,7.4,2021-05-11T20:52:56
Business services,2000,11,1507.0,8.2,2022-06-14T12:24:59
Business services,2001,8,695.0,5.0,2023-03-09T12:43:45
Business services,2008,1,613.0,11.2,2023-10-30T08:09:34
Business services,2002,1,1051.0,4.7,2020-01-28T03:15:36
Business services,2004,8,966.0,8.5,2024-07-03T21:12:47
Business services,2009,8,919.0,5.0,2021-03-23T14:39:14
Business services,2002,8,713.0,5.8,2023-05-02T00:04:46
Business services,2008,5,695.0,12.2,2023-06-05T20:54:31
Business services,2001,3,1064.0,6.7,2021-10-27T19:25:03
Business services,2009,4,1050.0,5.8,2023-05-04T16:13:48
Business services,2002,7,645.0,7.6,2021-02-25T05:20:35
Business services,2009,3,1179.0,5.7,2022-09-16T11:06:38
Business services,2007,9,1076.0,7.3,2021-09-12T18:42:28
Business services,2004,7,687.0,6.5,2020-12-24T21:13:51
Business services,2000,2,901.0,6.2,2022-09-25T09:06:04
Business services,2001,1,778.0,8.3,2020-03-22T03:06:38
Business services,2007,7,1073.0,6.2,2022-03-31T19:10:45
Business services,2006,5,878.0,6.0,2021-02-28T20:07:56
Business services,2000,9,501.0,8.3,2023-09-12T15:27:40
Business services,2003,3,934.0,8.5,2022-12-03T03:16:56
Business services,2006,5,957.0,6.1,2021-12-23T18:08:34
Business services,2008,1,1051.0,8.4,2023-12-19T21:51:41
Business services,2009,10,1203.0,6.2,2022-05-13T06:31:53
Business services,2003,6,860.0,5.6,2023-12-07T04:50:24
Business services,2005,6,877.0,6.7,2023-02-10T14:33:12
Business services,2005,4,578.0,5.0,2023-10-25T01:31:14
Business services,2005,1,729.0,5.3,2021-10-05T03:49:37
Business services,2004,3,1190.0,5.5,2022-09-28T04:05:58
Business services,2009,7,541.0,4.5,2021-06-07T09:08:38
Business services,2007,4,507.0,7.1,2021-11-30T11:43:04
Business services,2009,5,938.0,6.8,2023-06-19T17:45:30
Business services,2009,8,451.0,4.3,2021-03-04T02:55:51
Business services,2008,1,816.0,4.8,2021-06-20T19:46:03
Business services,2005,10,1438.0,3.6,2020-12-19T01:36:40
Business services,2004,1,1006.0,6.1,2024-03-01T11:32:31
Business services,2009,9,928.0,5.4,2020-09-25T07:25:09
Business services,2007,9,1069.0,6.6,2021-02-20T11:46:17
Business services,2003,2,844.0,6.9,2022-11-04T18:08:42
Business services,2002,3,769.0,6.1,2022-03-21T23:47:13
Business services,2003,10,1100.0,5.9,2023-06-14T16:22:52
Business services,2004,7,710.0,6.4,2024-10-28T06:13:27
Business services,2003,5,705.0,8.6,2021-09-10T02:30:06
Business services,2002,11,1087.0,7.2,2021-06-04T02:17:14
Business services,2006,3,1067.0,8.5,2023-09-29T00:22:36
Business services,2008,7,621.0,7.6,2022-03-02T13:52:42
Business services,2003,12,851.0,8.8,2021-08-09T04:49:52
Business services,2009,11,802.0,7.1,2022-04-04T13:41:30
Business services,2006,4,756.0,6.4,2021-10-21T18:13:11
Business services,2000,5,1092.0,4.1,2023-11-26T06:10:23
Business services,2008,11,1464.0,7.2,2024-12-21T18:39:15
Business services,2001,10,985.0,6.4,2020-12-27T11:44:13
Business services,2005,12,672.0,6.5,2021-01-17T08:13:56
Business services,2008,12,508.0,5.7,2023-10-27T20:07:42
Business services,2004,1,823.0,8.4,2020-09-28T03:06:50
Business services,2001,8,1162.0,5.8,2024-05-25T11:07:44
Business services,2007,7,1066.0,5.9,2020-06-08T11:29:42
Business services,2004,3,1226.0,5.1,2022-10-13T11:52:10
Business services,2001,11,1143.0,8.1,2023-01-18T23:07:03
Business services,2004,7,1456.0,5.4,2020-02-10T20:08:22
Business services,2005,7,1163.0,8.0,2021-08-30T21:13:53
Business services,2009,1,779.0,3.8,2022-02-23T04:12:30
Business services,2009,10,916.0,5.7,2024-12-18T05:18:42
Business services,2004,6,725.0,8.5,2020-12-28T13:54:48
Business services,2006,6,1108.0,4.0,2020-09-13T01:03:07
Business services,2005,12,597.0,6.2,2021-01-18T00:12:03
Business services,2000,1,669.0,7.8,2020-04-15T03:43:43
Business services,2005,9,865.0,9.3,2023-08-09T16:13:28
Business services,2006,6,1037.0,4.8,2023-11-10T14:59:57
Business services,2009,4,819.0,7.8,2023-03-08T15:07:24
Business services,2001,10,967.0,5.8,2022-12-08T18:41:08
Business services,2005,6,1377.0,9.9,2021-06-28T13:55:33
Business services,2006,3,1150.0,8.6,2022-09-09T22:20:42
Business services,2006,8,700.0,7.4,2021-12-01T19:33:02
Business services,2000,10,1272.0,7.2,2021-12-13T18:25:32
Business services,2006,12,1206.0,6.6,2022-12-03T20:52:41
Business services,2001,7,1394.0,7.4,2022-07-20T20:43:30
Business services,2003,12,969.0,7.1,2022-05-12T21:39:46
Business services,2008,6,1266.0,8.5,2021-01-19T20:41:39
Business services,2007,7,657.0,6.3,2020-01-23T00:56:00
Business services,2003,7,960.0,9.1,2023-11-28T15:41:15
Business services,2009,4,550.0,7.5,2023-09-11T15:31:59
Business services,2005,9,1068.0,6.4,2021-11-12T06:17:34
Business services,2002,11,744.0,7.8,2023-06-12T15:16:13
Business services,2009,2,744.0,8.4,2020-08-16T04:26:28
Business services,2001,2,895.0,9.9,2023-03-21T10:07:06
Business services,2003,4,813.0,9.1,2021-05-05T10:30:42
Business services,2006,12,1015.0,6.6,2023-07-30T14:01:12
Business services,2003,1,1400.0,8.8,2021-10-25T09:44:45
Business services,2005,12,1309.0,5.9,2024-04-28T22:36:17
Education and Health,2008,4,661.0,4.4,2023-12-07T07:04:44
Education and Health,2005,2,602.0,2.9,2023-08-29T06:39:40
Education and Health,2001,7,526.0,4.2,2021-02-01T17:13:21
Education and Health,2000,8,330.0,2.6,2022-11-24T13:40:39
Education and Health,2006,10,521.0,2.4,2024-02-11T04:05:52
Education and Health,2002,8,760.0,2.9,2024-05-22T10:57:03
Education and Health,2001,12,1583.0,4.4,2020-08-15T12:47:40
Education and Health,2006,6,797.0,3.6,2021-05-17T11:10:09
Education and Health,2004,5,639.0,2.0,2020-06-06T03:06:38
Education and Health,2009,6,700.0,3.6,2020-07-26T13:24:50
Education and Health,2000,1,793.0,2.5,2022-04-18T09:42:55
Education and Health,2006,5,564.0,2.1,2021-11-08T07:08:13
Education and Health,2006,6,320.0,4.3,2021-02-28T16:12:09
Education and Health,2004,8,839.0,2.2,2024-02-21T05:05:26
Education and Health,2000,8,780.0,3.4,2020-11-19T10:43:56
Education and Health,2008,12,645.0,2.9,2024-07-31T13:12:13
Education and Health,2009,12,567.0,3.1,2022-08-30T17:56:59
Education and Health,2001,12,590.0,3.4,2022-03-07T08:14:59
Education and Health,2000,11,660.0,2.9,2021-04-25T04:44:30
Education and Health,2001,9,432.0,3.1,2020-05-08T11:41:09
Education and Health,2000,10,303.0,2.5,2024-10-01T22:36:44
Education and Health,2004,7,661.0,4.0,2020-10-05T03:46:11
Education and Health,2004,5,813.0,2.9,2022-04-14T10:39:47
Education and Health,2010,5,625.0,3.8,2020-07-26T19:08:27
Education and Health,2006,8,525.0,3.6,2020-06-04T04:55:20
Education and Health,2003,3,689.0,3.3,2024-02-15T22:54:44
Education and Health,2007,7,737.0,2.4,2024-10-28T02:37:33
Education and Health,2008,1,389.0,3.6,2022-07-04T20:28:20
Education and Health,2007,5,781.0,2.6,2021-01-30T11:46:21
Education and Health,2006,5,775.0,3.3,2024-12-11T20:24:32
Education and Health,2008,6,490.0,3.7,2020-04-06T11:24:29
Education and Health,2001,12,551.0,3.9,2021-10-12T20:58:10
Education and Health,2003,12,872.0,2.8,2022-05-20T12:20:29
Education and Health,2005,10,567.0,5.0,2022-06-16T23:46:23
Education and Health,2005,5,460.0,2.7,2020-02-26T06:16:09
Education and Health,2000,11,771.0,3.0,2023-03-27T02:15:01
Education and Health,2000,2,622.0,4.0,2020-11-18T16:29:44
Education and Health,2009,3,687.0,4.9,2022-06-02T12:54:00
Education and Health,2009,6,842.0,1.9,2023-08-21T09:20:05
Education and Health,2007,9,755.0,3.4,2020-08-18T20:59:31
Education and Health,2008,10,638.0,2.5,2024-06-10T08:43:23
Education and Health,2007,10,536.0,3.7,2023-09-07T23:24:51
Education and Health,2009,11,575.0,3.0,2024-10-27T11:24:04
Education and Health,2001,11,646.0,3.7,2022-11-03T09:38:54
Education and Health,2007,4,565.0,2.6,2024-04-01T19:32:22
Education and Health,2009,12,1057.0,3.6,2023-06-18T19:12:36
Education and Health,2003,8,883.0,3.0,2020-11-06T19:31:00
Education and Health,2005,12,530.0,3.4,2022-05-20T21:01:29
Education and Health,2005,2,671.0,2.9,2024-03-04T10:31:36
Education and Health,2007,2,494.0,3.5,2023-09-20T13:33:53
Education and Health,2003,12,661.0,3.2,2023-10-04T00:43:43
Education and Health,2010,2,465.0,3.7,2024-07-03T14:12:04
Education and Health,2006,5,726.0,4.3,2024-09-03T22:09:03
Education and Health,2009,8,584.0,3.6,2022-06-12T18:45:38
Education and Health,2001,8,520.0,4.2,2023-02-27T11:08:00
Education and Health,2002,3,572.0,3.2,2023-02-07T12:57:05
Education and Health,2000,6,722.0,3.2,2023-05-11T01:06:48
Education and Health,2002,3,771.0,3.2,2024-06-14T01:18:15
Education and Health,2001,10,748.0,3.3,2022-07-26T19:32:24
Education and Health,2009,9,568.0,2.9,2021-03-03T15:12:00
Education and Health,2003,7,1039.0,2.8,2022-09-04T18:00:38
Education and Health,2003,12,420.0,2.6,2020-11-11T20:03:57
Education and Health,2005,5,642.0,2.6,2020-03-14T11:56:22
Education and Health,2005,6,536.0,3.1,2021-10-20T12:49:04
Education and Health,2005,5,439.0,4.5,2022-05-23T14:14:01
Education and Health,2007,5,837.0,2.9,2024-05-02T00:39:31
Education and Health,2009,5,638.0,3.1,2024-05-22T07:59:28
Education and Health,2002,7,684.0,5.1,2022-09-02T12:04:30
Education and Health,2004,11,647.0,3.1,2022-12-26T14:35:35
Education and Health,2007,7,1383.0,3.4,2023-02-18T01:42:16
Education and Health,2001,5,902.0,3.9,2024-11-10T11:54:36
Education and Health,2008,11,751.0,3.1,2024-07-25T10:46:12
Education and Health,2002,9,615.0,2.1,2024-05-14T21:25:43
Education and Health,2007,2,924.0,3.6,2021-04-04T04:38:40
Education and Health,2005,1,855.0,3.0,2024-06-18T06:52:55
Education and Health,2003,3,1021.0,2.8,2023-01-02T12:21:24
Education and Health,2007,11,829.0,2.4,2024-04-24T11:06:35
Education and Health,2003,4,643.0,2.5,2021-11-07T17:44:38
Education and Health,2006,4,751.0,3.3,2020-07-01T02:40:33
Education and Health,2003,11,788.0,2.3,2022-08-03T04:01:38
Education and Health,2000,1,1598.0,3.0,2021-09-21T02:14:08
Education and Health,2008,12,519.0,4.0,2022-09-20T18:33:20
Education and Health,2000,8,1015.0,5.1,2024-05-01T13:15:49
Education and Health,2003,8,696.0,5.0,2021-02-15T17:31:11
Education and Health,2005,2,466.0,3.5,2022-09-11T18:44:29
Education and Health,2005,5,649.0,4.3,2020-02-16T21:33:36
Education and Health,2000,5,755.0,2.8,2020-06-06T18:34:32
Education and Health,2000,9,730.0,2.2,2022-05-14T19:42:46
Education and Health,2006,9,409.0,2.8,2020-07-22T15:23:22
Education and Health,2004,1,1168.0,4.6,2021-05-21T10:08:16
Education and Health,2008,1,854.0,3.4,2021-05-20T20:45:38
Education and Health,2003,1,564.0,2.7,2024-03-12T17:34:24
Education and Health,2003,6,504.0,2.3,2020-12-24T09:40:04
Education and Health,2009,9,538.0,3.0,2020-09-03T23:11:11
Education and Health,2007,8,852.0,2.5,2022-05-29T21:40:51
Education and Health,2000,2,675.0,2.5,2020-08-26T03:16:02
Education and Health,2000,7,398.0,3.7,2021-08-29T14:01:48
Education and Health,2007,9,602.0,3.5,2020-06-28T21:08:30
Education and Health,2001,4,473.0,3.2,2022-05-24T11:30:16
Education and Health,2001,7,1004.0,4.2,2020-07-26T12:27:44
Education and Health,2009,4,610.0,4.3,2024-05-14T14:01:56
Education and Health,2009,11,617.0,2.8,2020-10-11T07:56:50
Education and Health,2005,1,399.0,2.9,2021-05-09T04:58:59
Education and Health,2008,8,699.0,3.3,2022-05-29T10:14:48
Education and Health,2007,9,417.0,2.5,2020-12-20T19:30:23
Education and Health,2009,1,773.0,2.5,2022-12-25T04:09:28
Education and Health,2006,2,966.0,3.1,2021-07-16T19:16:17
Education and Health,2008,1,862.0,3.5,2023-05-03T03:05:06
Education and Health,2007,3,627.0,4.1,2023-05-14T16:26:32
Education and Health,2005,2,654.0,2.8,2021-09-29T08:09:26
Education and Health,2006,11,790.0,3.1,2023-10-10T01:36:36
Education and Health,2002,6,1493.0,2.3,2021-10-10T03:04:07
Education and Health,2008,7,632.0,3.5,2020-12-18T02:32:50
Education and Health,2009,8,548.0,4.8,2022-03-20T12:24:08
Education and Health,2009,11,431.0,3.2,2024-03-04T14:36:43
Education and Health,2008,4,668.0,4.5,2020-10-31T00:17:44
Education and Health,2000,10,545.0,2.7,2024-08-04T13:42:08
Education and Health,2005,10,799.0,4.2,2024-06-14T10:44:54
Education and Health,2004,6,664.0,4.1,2022-11-03T18:18:27
Education and Health,2004,6,956.0,2.0,2023-02-17T15:44:05
Education and Health,2002,4,396.0,3.6,2022-05-21T22:03:49
Education and Health,2000,3,779.0,4.0,2021-10-17T07:49:52
Leisure and hospitality,2000,10,1072.0,5.7,2021-10-20T03:26:39
Leisure and hospitality,2005,8,796.0,11.4,2024-01-05T00:46:31
Leisure and hospitality,2000,9,1232.0,6.5,2024-12-24T17:16:33
Leisure and hospitality,2001,5,1146.0,7.4,2022-04-22T14:06:43
Leisure and hospitality,2010,6,692.0,9.3,2020-11-24T15:50:19
Leisure and hospitality,2008,9,883.0,8.3,2023-04-18T20:23:38
Leisure and hospitality,2000,8,1231.0,12.0,2024-10-30T15:32:24
Leisure and hospitality,2003,7,1004.0,7.9,2022-10-20T18:33:10
Leisure and hospitality,2001,7,1078.0,7.3,2022-01-24T13:22:12
Leisure and hospitality,2003,4,556.0,6.8,2021-09-21T13:35:37
Leisure and hospitality,2008,8,1198.0,9.5,2022-11-14T01:33:57
Leisure and hospitality,2001,11,1418.0,8.3,2023-06-23T10:23:30
Leisure and hospitality,2000,6,1080.0,7.9,2021-12-17T16:50:57
Leisure and hospitality,2000,1,1031.0,8.2,2022-01-13T03:14:54
Leisure and hospitality,2005,12,968.0,10.2,2024-04-27T02:07:29
Leisure and hospitality,2002,11,816.0,8.0,2024-03-01T20:30:05
Leisure and hospitality,2004,11,846.0,7.9,2024-04-28T12:30:03
Leisure and hospitality,2008,12,997.0,8.9,2021-05-31T19:33:16
Leisure and hospitality,2007,6,951.0,10.9,2024-05-04T14:37:27
Leisure and hospitality,2006,7,722.0,8.6,2024-07-30T17:52:41
Leisure and hospitality,2003,7,1117.0,6.3,2020-08-11T10:51:59
Leisure and hospitality,2009,12,790.0,10.0,2020-06-19T08:44:50
Leisure and hospitality,2000,11,1151.0,8.3,2024-04-28T05:13:44
Leisure and hospitality,2003,9,1160.0,8.7,2021-05-25T03:29:14
Leisure and hospitality,2003,3,1208.0,8.7,2021-02-16T21:55:37
Leisure and hospitality,2005,7,878.0,10.8,2024-08-07T08:33:57
Leisure and hospitality,2010,9,1198.0,8.7,2023-02-23T22:41:26
Leisure and hospitality,2004,1,1122.0,8.4,2024-10-17T09:12:59
Leisure and hospitality,2010,5,1105.0,10.1,2023-11-18T02:54:41
Leisure and hospitality,2000,2,829.0,11.6,2020-07-14T03:33:06
Leisure and hospitality,2007,2,760.0,8.8,2023-02-05T06:48:09
Leisure and hospitality,2001,4,758.0,7.6,2020-11-17T16:59:40
Leisure and hospitality,2006,9,800.0,9.0,2021-01-09T05:04:40
Leisure and hospitality,2008,7,838.0,9.2,2022-04-16T23:36:06
Leisure and hospitality,2006,3,650.0,9.5,2023-01-05T00:31:51
Leisure and hospitality,2004,2,888.0,7.7,2021-10-11T05:26:59
Leisure and hospitality,2002,2,1024.0,8.2,2023-03-16T05:28:13
Leisure and hospitality,2007,10,1187.0,7.8,2024-04-28T14:50:30
Leisure and hospitality,2001,6,981.0,8.7,2020-07-15T18:42:47
Leisure and hospitality,2001,8,931.0,6.6,2023-03-14T11:44:58
Leisure and hospitality,2009,4,839.0,9.3,2021-10-06T16:21:36
Leisure and hospitality,2000,12,1018.0,9.7,2021-02-23T16:07:39
Leisure and hospitality,2007,6,889.0,8.7,2021-11-28T20:04:46
Leisure and hospitality,2006,3,1027.0,7.9,2024-07-07T09:51:40
Leisure and hospitality,2006,12,1011.0,8.5,2024-08-26T06:07:53
Leisure and hospitality,2002,10,829.0,9.1,2022-07-31T15:30:15
Leisure and hospitality,2008,12,780.0,9.5,2024-06-16T01:07:50
Leisure and hospitality,2008,8,1062.0,5.8,2024-10-27T02:55:37
Leisure and hospitality,2007,11,1009.0,11.3,2023-05-17T21:01:33
Leisure and hospitality,2007,9,980.0,8.8,2023-09-30T21:12:41
Leisure and hospitality,2001,12,822.0,6.8,2021-05-02T03:35:03
Leisure and hospitality,2002,5,899.0,7.3,2022-05-21T07:18:27
Leisure and hospitality,2009,12,1147.0,7.4,2021-02-11T11:36:53
Leisure and hospitality,2004,7,1342.0,10.5,2021-05-11T06:43:19
Leisure and hospitality,2008,11,1110.0,7.8,2024-12-24T01:28:03
Leisure and hospitality,2007,12,871.0,9.2,2020-12-10T16:21:11
Leisure and hospitality,2001,8,930.0,6.0,2021-11-29T14:31:28
Leisure and hospitality,2000,11,853.0,8.0,2024-12-21T14:10:42
Leisure and hospitality,2001,5,1042.0,7.4,2021-11-21T18:35:30
Leisure and hospitality,2004,3,1089.0,8.5,2023-08-15T15:45:40
Leisure and hospitality,2006,12,977.0,8.5,2020-02-27T14:24:54
Leisure and hospitality,2005,12,1093.0,6.7,2022-11-04T06:07:10
